beginyear,hex_color,imageurl
1784,#ac4c48,"https://api.nga.gov/iiif/fe65fd88-a829-4d50-b156-4ddc93f64ee3/full/!200,200/0/default.jpg"
1789,#80285c,"https://api.nga.gov/iiif/fff8f1c5-bafc-460c-9efc-7c4ad4fc7eaf/full/!200,200/0/default.jpg"
1722,#ccb494,"https://api.nga.gov/iiif/51a6653f-c7a3-4146-86f5-cc507b81d9d6/full/!200,200/0/default.jpg"
1713,#a44a5a,"https://api.nga.gov/iiif/cf7869c2-58a6-4e43-9dca-ac92a0642f7d/full/!200,200/0/default.jpg"
1749,#70b450,"https://api.nga.gov/iiif/9f56fb26-0ed8-4524-a8a1-9423f98b6a45/full/!200,200/0/default.jpg"
1719,#a42c24,"https://api.nga.gov/iiif/1443ad66-18ce-4487-90c4-f1b13dfc296e/full/!200,200/0/default.jpg"
1710,#b86490,"https://api.nga.gov/iiif/34654450-75c6-4f2e-bbab-707eb9695dfe/full/!200,200/0/default.jpg"
1721,#b4805a,"https://api.nga.gov/iiif/5944c9fe-0bc0-433a-990e-53ef129b7f42/full/!200,200/0/default.jpg"
1760,#b8ac48,"https://api.nga.gov/iiif/88b6dce9-cf04-4e7f-b1eb-6f79ee931638/full/!200,200/0/default.jpg"
1764,#a4302c,"https://api.nga.gov/iiif/21e77160-3754-4f46-8394-0b1e30c71615/full/!200,200/0/default.jpg"
1716,#c19951,"https://api.nga.gov/iiif/3aa64654-278e-4c7b-89ba-7a287eadb81c/full/!200,200/0/default.jpg"
1739,#a84080,"https://api.nga.gov/iiif/26e21bbe-7147-43ca-a3e8-7c3f725f5f8b/full/!200,200/0/default.jpg"
1711,#c8c468,"https://api.nga.gov/iiif/672e7198-e1f3-4626-87d8-1e71328f032a/full/!200,200/0/default.jpg"
1708,#d488ac,"https://api.nga.gov/iiif/4b4bdd75-7a64-40bd-a4ea-3f8b6eaece89/full/!200,200/0/default.jpg"
1704,#af9451,"https://api.nga.gov/iiif/4e60caa6-8370-4f2a-9e66-f7f2d5798bf2/full/!200,200/0/default.jpg"
1721,#c47b6b,"https://api.nga.gov/iiif/9ac63a3f-5ab9-4c59-bbdd-919d20fd5202/full/!200,200/0/default.jpg"
1707,#b96e32,"https://api.nga.gov/iiif/ce0ccbec-f4e6-4d7e-af41-e0b568f726eb/full/!200,200/0/default.jpg"
1774,#b85c88,"https://api.nga.gov/iiif/cd3f3c2d-174b-46a5-83c8-5d239698fa3c/full/!200,200/0/default.jpg"
1777,#ccb494,"https://api.nga.gov/iiif/4a29ebb4-46e0-4480-9662-14539c383c3f/full/!200,200/0/default.jpg"
1708,#b49c5c,"https://api.nga.gov/iiif/8cda911d-37e7-4b77-95f7-da2b150a719c/full/!200,200/0/default.jpg"
1704,#8c5c2c,"https://api.nga.gov/iiif/e203a0fb-bf8c-4544-a219-bc0bd6862f41/full/!200,200/0/default.jpg"
1708,#a06c44,"https://api.nga.gov/iiif/ef3234a2-8dfb-412b-b334-a8186a0cd5b3/full/!200,200/0/default.jpg"
1766,#b4685c,"https://api.nga.gov/iiif/1d19a0d1-a31f-47e8-85b6-6018e0acdf5b/full/!200,200/0/default.jpg"
1721,#e4b47c,"https://api.nga.gov/iiif/1acae848-ad97-4f82-a7fe-5401db3d510c/full/!200,200/0/default.jpg"
1792,#d48882,"https://api.nga.gov/iiif/cf10b39a-99c6-4138-b67d-7456b741aa97/full/!200,200/0/default.jpg"
1780,#7d4539,"https://api.nga.gov/iiif/67a01cae-b47d-4ab9-a86e-612db05b9c08/full/!200,200/0/default.jpg"
1744,#c53e52,"https://api.nga.gov/iiif/b111d484-13b8-4469-ab67-17fdf642aef3/full/!200,200/0/default.jpg"
1701,#c4a77f,"https://api.nga.gov/iiif/78a58328-8745-46eb-8a97-23c935d78bab/full/!200,200/0/default.jpg"
1749,#a46c4c,"https://api.nga.gov/iiif/c690ef52-6191-4a70-a332-41527443f6df/full/!200,200/0/default.jpg"
1780,#bca44c,"https://api.nga.gov/iiif/70e7752a-d51a-441d-a619-d5aaddc81119/full/!200,200/0/default.jpg"
1786,#a64d43,"https://api.nga.gov/iiif/eed48c2e-4810-4f35-b5a1-0a61133fd116/full/!200,200/0/default.jpg"
1798,#bc7468,"https://api.nga.gov/iiif/18e2882d-4112-4326-b159-2a7b1749e323/full/!200,200/0/default.jpg"
1711,#bc564a,"https://api.nga.gov/iiif/b84c7db1-9730-4e7e-ba0d-69c70839426e/full/!200,200/0/default.jpg"
1781,#a44440,"https://api.nga.gov/iiif/4d2c0815-ce22-4fef-9176-c7debadb80a7/full/!200,200/0/default.jpg"
1735,#bc866c,"https://api.nga.gov/iiif/957ccf83-e597-4668-bba0-79bdbee76bdf/full/!200,200/0/default.jpg"
1757,#a88044,"https://api.nga.gov/iiif/37f6cb5c-0e81-4771-875c-64f038e3c722/full/!200,200/0/default.jpg"
1718,#bd9462,"https://api.nga.gov/iiif/0f11913c-f4f9-4f44-958b-c7f4ff47d21e/full/!200,200/0/default.jpg"
1714,#c44028,"https://api.nga.gov/iiif/bd126a25-cc18-43f2-a822-ac86c629d1dd/full/!200,200/0/default.jpg"
1742,#b8a460,"https://api.nga.gov/iiif/990b7be8-7c33-40f3-9c22-ffa5114053b6/full/!200,200/0/default.jpg"
1717,#c48d75,"https://api.nga.gov/iiif/4ce0f2b3-0d3c-4d49-95c9-4408fd0ecd2d/full/!200,200/0/default.jpg"
1788,#b4583c,"https://api.nga.gov/iiif/48619c1b-728d-4073-9fb4-a09b679726d1/full/!200,200/0/default.jpg"
1745,#946c44,"https://api.nga.gov/iiif/03d8b6a4-9c10-4a66-9a44-38ed95aad6ca/full/!200,200/0/default.jpg"
1767,#b47b4a,"https://api.nga.gov/iiif/2e721191-6dd4-47b9-a707-09ef511c766b/full/!200,200/0/default.jpg"
1708,#b85044,"https://api.nga.gov/iiif/65c4894a-c3d9-4b05-8e74-2f03c2d9e37e/full/!200,200/0/default.jpg"
1743,#da7418,"https://api.nga.gov/iiif/634157b6-d0fd-4a63-b93b-0dc1eb6c03d3/full/!200,200/0/default.jpg"
1751,#d06c58,"https://api.nga.gov/iiif/9245e508-b531-40d6-ac46-6194508b7673/full/!200,200/0/default.jpg"
1733,#d47f2a,"https://api.nga.gov/iiif/970e3f29-169d-4aff-8f9b-f832599473a6/full/!200,200/0/default.jpg"
1718,#7cccb0,"https://api.nga.gov/iiif/5e134e74-81c9-4deb-8dc5-80c99bfed5b0/full/!200,200/0/default.jpg"
1702,#c4ac7c,"https://api.nga.gov/iiif/d433e9d3-0684-4631-a88d-84455c0ab23b/full/!200,200/0/default.jpg"
1719,#c8b470,"https://api.nga.gov/iiif/0ba61b6b-e955-4965-beac-843937f05298/full/!200,200/0/default.jpg"
1760,#764c24,"https://api.nga.gov/iiif/530608ac-215a-488b-864a-95dbbee21b5d/full/!200,200/0/default.jpg"
1711,#c87878,"https://api.nga.gov/iiif/06edd331-1f07-4a78-935d-22ee2841a072/full/!200,200/0/default.jpg"
1781,#745834,"https://api.nga.gov/iiif/1afa3c02-3fd4-4a6d-b6aa-84d7b989a1c1/full/!200,200/0/default.jpg"
1770,#e46c5c,"https://api.nga.gov/iiif/0a0b3cae-3258-4403-ad1b-c5cbce32e88e/full/!200,200/0/default.jpg"
1785,#d0c494,"https://api.nga.gov/iiif/d1f1f2bd-8073-40b5-a371-53f06f610f39/full/!200,200/0/default.jpg"
1763,#946446,"https://api.nga.gov/iiif/98e9d623-8a57-4217-9029-f724ffc41bda/full/!200,200/0/default.jpg"
1778,#68306c,"https://api.nga.gov/iiif/ef2b7b7d-966d-4405-a2ed-adb63409b32c/full/!200,200/0/default.jpg"
1759,#a78550,"https://api.nga.gov/iiif/cd94d49c-91f6-420b-b670-277a871d36d4/full/!200,200/0/default.jpg"
1785,#bc3424,"https://api.nga.gov/iiif/b564276f-6577-4490-bd5a-c714ae95611e/full/!200,200/0/default.jpg"
1788,#7c5436,"https://api.nga.gov/iiif/90999e76-f2c6-40eb-80bd-606667effb29/full/!200,200/0/default.jpg"
1721,#c4ac84,"https://api.nga.gov/iiif/dd4149b9-7c39-49f0-8717-05f639491f2d/full/!200,200/0/default.jpg"
1780,#c86458,"https://api.nga.gov/iiif/f5a7bbff-bf5a-4642-9685-384b2c814830/full/!200,200/0/default.jpg"
1753,#ccac8c,"https://api.nga.gov/iiif/86197c22-18ba-4ef2-8a26-87e5d5a62e27/full/!200,200/0/default.jpg"
1776,#b45448,"https://api.nga.gov/iiif/2c93e504-7fe9-43c8-8eb4-4b5de5282fa7/full/!200,200/0/default.jpg"
1732,#ac5e40,"https://api.nga.gov/iiif/831f774e-1ab1-41d5-8ade-58af2ac708bd/full/!200,200/0/default.jpg"
1769,#70b44c,"https://api.nga.gov/iiif/a9124aed-3e90-44b9-b311-33d9b3fb655a/full/!200,200/0/default.jpg"
1733,#bc7c54,"https://api.nga.gov/iiif/9b4ae197-b588-44f7-b1fc-e130bfa13410/full/!200,200/0/default.jpg"
1730,#a0804c,"https://api.nga.gov/iiif/67787315-a796-47ae-b3d5-a52bb1ef954a/full/!200,200/0/default.jpg"
1737,#d06c5c,"https://api.nga.gov/iiif/001baeb4-d57e-4fbf-b2b0-6aeadc2f14ed/full/!200,200/0/default.jpg"
1722,#d0d874,"https://api.nga.gov/iiif/bb4de0f0-29f3-4541-91d4-fd3b1b9b387d/full/!200,200/0/default.jpg"
1799,#ccb490,"https://api.nga.gov/iiif/5de8118a-3a5a-4efb-ab0f-64c7e99e8968/full/!200,200/0/default.jpg"
1761,#cc6850,"https://api.nga.gov/iiif/683fde5c-07b8-4d93-a997-0c0907fc1144/full/!200,200/0/default.jpg"
1791,#c4bc58,"https://api.nga.gov/iiif/ac9bed13-98eb-4e0b-bf23-5ebbe09fbaff/full/!200,200/0/default.jpg"
1768,#bc5c48,"https://api.nga.gov/iiif/bdc43f90-3705-4a5d-a0d4-8c90ff503228/full/!200,200/0/default.jpg"
1744,#d4a190,"https://api.nga.gov/iiif/0271e8d2-860f-4106-b6cb-cac9032e6c19/full/!200,200/0/default.jpg"
1736,#c06054,"https://api.nga.gov/iiif/512f96a6-8c5a-48f6-9c61-d1d06862fd9d/full/!200,200/0/default.jpg"
1791,#98ac50,"https://api.nga.gov/iiif/893ed4d0-b8fa-4b1d-815c-c975bacac0ca/full/!200,200/0/default.jpg"
1747,#c4a47c,"https://api.nga.gov/iiif/cf135ae7-206d-49b8-b13f-1205ab8f4151/full/!200,200/0/default.jpg"
1795,#68a828,"https://api.nga.gov/iiif/6ef4cbf9-ce34-4aaf-bb99-b3a914c227e3/full/!200,200/0/default.jpg"
1780,#b8d078,"https://api.nga.gov/iiif/9caae651-fc17-42de-b35c-0c88c33b09d2/full/!200,200/0/default.jpg"
1785,#b04c88,"https://api.nga.gov/iiif/073fd29d-4d43-4ce9-94b3-95f3da1ec348/full/!200,200/0/default.jpg"
1760,#bca45c,"https://api.nga.gov/iiif/eddc1515-3724-4a54-86e5-151b3d047a42/full/!200,200/0/default.jpg"
1705,#d48074,"https://api.nga.gov/iiif/5b01fe5a-3eae-4603-8f1a-20997aacbe94/full/!200,200/0/default.jpg"
1731,#ac9444,"https://api.nga.gov/iiif/0dde1c3c-6c08-431d-85e2-7288c2c93f26/full/!200,200/0/default.jpg"
1796,#ccb494,"https://api.nga.gov/iiif/880a5770-640c-41be-8de5-ebdd2ad8bef1/full/!200,200/0/default.jpg"
1749,#bc8c40,"https://api.nga.gov/iiif/e4f8c4c0-6d1b-48d4-b985-1672eeedd541/full/!200,200/0/default.jpg"
1742,#dcc874,"https://api.nga.gov/iiif/f529e296-6c13-4da4-a21f-342d3cc5a0e7/full/!200,200/0/default.jpg"
1797,#ccb495,"https://api.nga.gov/iiif/05ed61ef-a53d-4258-9bff-091360027142/full/!200,200/0/default.jpg"
1710,#ccb078,"https://api.nga.gov/iiif/1fea4c32-771d-4225-be02-dfc734785b96/full/!200,200/0/default.jpg"
1798,#949030,"https://api.nga.gov/iiif/bbe5a361-8301-48ab-beb6-562aa477d7dc/full/!200,200/0/default.jpg"
1708,#d4c090,"https://api.nga.gov/iiif/f81c34a0-1bc7-4bf4-a7a4-70db0719274a/full/!200,200/0/default.jpg"
1753,#b87868,"https://api.nga.gov/iiif/537346a1-8edb-440d-9104-be80c5b66598/full/!200,200/0/default.jpg"
1756,#ccb494,"https://api.nga.gov/iiif/8abf6b04-3f3d-42d4-923f-655ad3a2c79c/full/!200,200/0/default.jpg"
1799,#943c90,"https://api.nga.gov/iiif/9f964aa8-0fa9-4aa4-bf90-5a4490b9ff7e/full/!200,200/0/default.jpg"
1719,#dcb483,"https://api.nga.gov/iiif/d44d373d-75a6-4e13-9c2d-fb85de4ad0c2/full/!200,200/0/default.jpg"
1796,#c4ac84,"https://api.nga.gov/iiif/4be0cbbf-a2d7-495f-85ae-1736cbe4c3be/full/!200,200/0/default.jpg"
1758,#d07064,"https://api.nga.gov/iiif/0df1d42b-b806-470a-b633-bfbcac493d07/full/!200,200/0/default.jpg"
1781,#942b32,"https://api.nga.gov/iiif/a5b48aee-6558-47cd-8f8f-874e0096c4c7/full/!200,200/0/default.jpg"
1776,#bc9a54,"https://api.nga.gov/iiif/dcb4f45f-caee-404f-96ea-f9b32f1b828b/full/!200,200/0/default.jpg"
1799,#94682c,"https://api.nga.gov/iiif/5e91539f-83dd-4f4c-9023-282cc65287fb/full/!200,200/0/default.jpg"
1781,#c47c1c,"https://api.nga.gov/iiif/5ee65d0c-2423-4dda-8803-ee70570d1a4a/full/!200,200/0/default.jpg"
1770,#bca458,"https://api.nga.gov/iiif/8939cc0c-c936-41cf-a4fe-9ce9b6393dcb/full/!200,200/0/default.jpg"
1723,#ccac8c,"https://api.nga.gov/iiif/9c945250-a087-480b-92aa-b93e39780cd5/full/!200,200/0/default.jpg"
1716,#c8609c,"https://api.nga.gov/iiif/91b553f4-c410-487f-9d07-c0508774d54d/full/!200,200/0/default.jpg"
1702,#d6ad28,"https://api.nga.gov/iiif/c37742e1-2111-4487-a838-d120d2e263b9/full/!200,200/0/default.jpg"
1762,#cc7064,"https://api.nga.gov/iiif/2bd88286-ea99-46c8-9e4b-4269f780ebf8/full/!200,200/0/default.jpg"
1720,#ccac8c,"https://api.nga.gov/iiif/90a3522b-6d83-4619-ad31-8d9a38653ee0/full/!200,200/0/default.jpg"
1711,#70ac50,"https://api.nga.gov/iiif/c3fc2ed5-7aec-403f-91e4-dc196304ce19/full/!200,200/0/default.jpg"
1711,#68b858,"https://api.nga.gov/iiif/e16b8c90-a003-4836-ac0c-c9b68b8e5e9d/full/!200,200/0/default.jpg"
1731,#9c4023,"https://api.nga.gov/iiif/8297c11b-591d-4b1e-832b-ee2bb9bec53e/full/!200,200/0/default.jpg"
1764,#bcb454,"https://api.nga.gov/iiif/23b0ea30-860d-4ce4-b3c3-31e04fc4b53d/full/!200,200/0/default.jpg"
1792,#cc70bc,"https://api.nga.gov/iiif/9d142a9d-f2fd-48c6-95ed-d53065779c07/full/!200,200/0/default.jpg"
1797,#7a4c3a,"https://api.nga.gov/iiif/a26629b7-3d28-455d-9307-38eb4eb71c7e/full/!200,200/0/default.jpg"
1739,#d68954,"https://api.nga.gov/iiif/98dd3136-8113-4a69-a2b2-c7e5e855430a/full/!200,200/0/default.jpg"
1771,#c4a454,"https://api.nga.gov/iiif/f3139e74-0b2f-4f35-a978-c3054ee19f0c/full/!200,200/0/default.jpg"
1748,#94643c,"https://api.nga.gov/iiif/fb174ce5-affd-4096-958e-00055176654e/full/!200,200/0/default.jpg"
1794,#c07ca8,"https://api.nga.gov/iiif/673bc9d8-ba9b-4d4a-8e71-bfcf27c8d5f5/full/!200,200/0/default.jpg"
1707,#cc6898,"https://api.nga.gov/iiif/da3b0caf-1f69-4363-b6be-4cd020f912b4/full/!200,200/0/default.jpg"
1723,#8c4428,"https://api.nga.gov/iiif/e23742e4-b56a-4ba0-8ceb-310a1644cfda/full/!200,200/0/default.jpg"
1745,#b85048,"https://api.nga.gov/iiif/f7f0451f-9fa9-4332-81f0-2056a8d9d5e3/full/!200,200/0/default.jpg"
1744,#8c5941,"https://api.nga.gov/iiif/9ea6be16-a387-4eaa-b69b-fdf5f0c57034/full/!200,200/0/default.jpg"
1711,#bc643c,"https://api.nga.gov/iiif/d331456d-2ccc-459b-82b4-a7a8e20e99b0/full/!200,200/0/default.jpg"
1726,#b24ca1,"https://api.nga.gov/iiif/4f72bbed-813d-4187-acac-483f529187af/full/!200,200/0/default.jpg"
1701,#b2714c,"https://api.nga.gov/iiif/9cfe21db-c7ba-4e2c-9c44-5af9e59947f4/full/!200,200/0/default.jpg"
1749,#c0ac50,"https://api.nga.gov/iiif/f02eddfd-b13b-4e93-981a-58004356300e/full/!200,200/0/default.jpg"
1742,#c4a46c,"https://api.nga.gov/iiif/bca415e2-5cc9-4428-a128-6bb9f0214149/full/!200,200/0/default.jpg"
1725,#c8d068,"https://api.nga.gov/iiif/53a90d0d-a5cb-4dbf-8a03-9677ce17813e/full/!200,200/0/default.jpg"
1743,#d49c84,"https://api.nga.gov/iiif/e89c82ff-4405-4765-8495-7e1f938930af/full/!200,200/0/default.jpg"
1765,#c4a44c,"https://api.nga.gov/iiif/248437ee-61cb-44fc-93e7-8644708f57c6/full/!200,200/0/default.jpg"
1755,#b0ac30,"https://api.nga.gov/iiif/a07840c7-64af-415d-9fb8-079fae1d9429/full/!200,200/0/default.jpg"
1739,#b0b050,"https://api.nga.gov/iiif/f02a9481-2283-48bc-ad5e-98a51fc818f0/full/!200,200/0/default.jpg"
1794,#c0c05c,"https://api.nga.gov/iiif/8e14d4e0-8712-4621-9fd1-929c3f34a92d/full/!200,200/0/default.jpg"
1704,#946545,"https://api.nga.gov/iiif/db243fcb-f797-4d7e-afff-282d6342bf19/full/!200,200/0/default.jpg"
1729,#b56a61,"https://api.nga.gov/iiif/7613c521-037c-4084-9dad-d8f42c08a21e/full/!200,200/0/default.jpg"
1798,#2ad499,"https://api.nga.gov/iiif/fe1433b8-fea9-42fe-a448-ca9345a632ee/full/!200,200/0/default.jpg"
1749,#bc6c54,"https://api.nga.gov/iiif/c5e7655f-5714-4f90-8d93-cdc7c5776f2d/full/!200,200/0/default.jpg"
1749,#c49c54,"https://api.nga.gov/iiif/b3358708-7816-4758-a1a3-6e0573ff16c8/full/!200,200/0/default.jpg"
1763,#c4b850,"https://api.nga.gov/iiif/abdaa998-aba9-446f-8c11-eacf408bfaa4/full/!200,200/0/default.jpg"
1700,#dc541c,"https://api.nga.gov/iiif/1e723359-ce49-477c-8bb2-4096527da2ef/full/!200,200/0/default.jpg"
1795,#ac6a52,"https://api.nga.gov/iiif/4693eb61-951d-45f9-86ef-a08d1a70f79c/full/!200,200/0/default.jpg"
1734,#be8c5c,"https://api.nga.gov/iiif/b66b6ff6-018d-4eab-8cc1-768decd27a82/full/!200,200/0/default.jpg"
1757,#dcac14,"https://api.nga.gov/iiif/0e4e32cf-7d44-43a3-8b55-61314a6349bb/full/!200,200/0/default.jpg"
1729,#bca844,"https://api.nga.gov/iiif/0d7fa40c-fa2b-4932-8c02-0a63a9ac7a03/full/!200,200/0/default.jpg"
1734,#ccc464,"https://api.nga.gov/iiif/252d3a30-c456-4516-a99a-c5d873580c16/full/!200,200/0/default.jpg"
1787,#c8c86c,"https://api.nga.gov/iiif/7b20f500-ec64-4c0a-9d47-952bb73cd463/full/!200,200/0/default.jpg"
1722,#34a49c,"https://api.nga.gov/iiif/935d3568-3627-457a-9a86-185c353ddb89/full/!200,200/0/default.jpg"
1760,#844c3c,"https://api.nga.gov/iiif/1b073eb0-72ec-4011-af84-3e39d3f6cb81/full/!200,200/0/default.jpg"
1778,#a8cc54,"https://api.nga.gov/iiif/486ff17b-1d61-4c97-b61d-d5f5972279d2/full/!200,200/0/default.jpg"
1765,#fc4c45,"https://api.nga.gov/iiif/bfdbd809-bace-4382-81e3-d851b1b553a5/full/!200,200/0/default.jpg"
1740,#a868c0,"https://api.nga.gov/iiif/4586bb91-6d1c-4008-88bc-7f19b4e0c25b/full/!200,200/0/default.jpg"
1780,#ca6625,"https://api.nga.gov/iiif/932d6d65-ae46-4e73-8637-2e95f8d1e1d4/full/!200,200/0/default.jpg"
1784,#7ca8c0,"https://api.nga.gov/iiif/3389a1dd-48b4-49a4-8839-f7e1d0688949/full/!200,200/0/default.jpg"
1733,#54ac44,"https://api.nga.gov/iiif/1d34435f-2074-4201-8c8c-db33c5dcfcff/full/!200,200/0/default.jpg"
1795,#a0b854,"https://api.nga.gov/iiif/640159b4-0c2e-4a58-ad4b-0db302ff85f2/full/!200,200/0/default.jpg"
1745,#ccb468,"https://api.nga.gov/iiif/04eeb730-4c1b-4b92-b2ee-a68bfe8712dd/full/!200,200/0/default.jpg"
1795,#a84490,"https://api.nga.gov/iiif/b6fd4562-c614-472c-a185-dbc25664329c/full/!200,200/0/default.jpg"
1708,#a82824,"https://api.nga.gov/iiif/fa16ad44-132c-4ad1-9080-d24917303733/full/!200,200/0/default.jpg"
1744,#f03d4b,"https://api.nga.gov/iiif/b4cbdfbb-c4bc-4472-bac9-641e24e6aae8/full/!200,200/0/default.jpg"
1704,#58c04c,"https://api.nga.gov/iiif/f9ab68d3-70ae-42ab-bd08-cdd4e75be1aa/full/!200,200/0/default.jpg"
1753,#a054b4,"https://api.nga.gov/iiif/bf9d7cd5-f3f1-4133-aab1-384c4e9dd669/full/!200,200/0/default.jpg"
1755,#605cb4,"https://api.nga.gov/iiif/73627069-ca68-49d1-9ac9-4cd4a36bf7bc/full/!200,200/0/default.jpg"
1772,#c8c878,"https://api.nga.gov/iiif/cbc7d491-66d6-4623-a0ca-b29c777c5c2c/full/!200,200/0/default.jpg"
1753,#b47255,"https://api.nga.gov/iiif/7094a82b-1caa-4c6f-b0f0-ff872dcebca8/full/!200,200/0/default.jpg"
1720,#c8bc60,"https://api.nga.gov/iiif/2c48ef54-d2c3-431c-b849-4d527c91cbc8/full/!200,200/0/default.jpg"
1736,#c0b454,"https://api.nga.gov/iiif/0ec3b4cc-4337-4ae4-a7fb-06875930b9b1/full/!200,200/0/default.jpg"
1727,#e0a85c,"https://api.nga.gov/iiif/bc07d1f1-9144-46dc-8b0a-add437de18a9/full/!200,200/0/default.jpg"
1751,#cc6c50,"https://api.nga.gov/iiif/8fff513a-a1cf-4dee-86f0-607c05f3d80c/full/!200,200/0/default.jpg"
1766,#d0b864,"https://api.nga.gov/iiif/ed8f6ac2-162c-4ae5-ada7-a783e6e6ee28/full/!200,200/0/default.jpg"
1798,#c47464,"https://api.nga.gov/iiif/3448e7ff-3fc3-4019-a453-2179182b28c3/full/!200,200/0/default.jpg"
1708,#d36f3b,"https://api.nga.gov/iiif/00b90e45-cf13-4014-bf86-b15d0204acb1/full/!200,200/0/default.jpg"
1749,#d4b06c,"https://api.nga.gov/iiif/2f424026-7a42-46b8-9f6e-6d9c05e3a20e/full/!200,200/0/default.jpg"
1709,#c8bc8c,"https://api.nga.gov/iiif/eed7ebae-b1c5-414e-96ee-26c12a41b638/full/!200,200/0/default.jpg"
1738,#c4ab65,"https://api.nga.gov/iiif/22fbe3ec-b5d5-40e0-a298-3b5444df478c/full/!200,200/0/default.jpg"
1730,#c8d488,"https://api.nga.gov/iiif/fc39390b-f6da-40e2-a2a3-e40d60b58e8b/full/!200,200/0/default.jpg"
1744,#ef8e14,"https://api.nga.gov/iiif/2165d574-7443-497e-9248-d8cc13305f83/full/!200,200/0/default.jpg"
1737,#3e7894,"https://api.nga.gov/iiif/093f2244-545c-4007-a055-9d8e2be64ec6/full/!200,200/0/default.jpg"
1717,#98c44c,"https://api.nga.gov/iiif/5071ac83-c6bd-436d-83d2-f4e5369cd62b/full/!200,200/0/default.jpg"
1740,#68b054,"https://api.nga.gov/iiif/d8104ef4-264b-482c-8208-5525120c27e6/full/!200,200/0/default.jpg"
1757,#c4ac6c,"https://api.nga.gov/iiif/412dcecf-c230-4545-8554-b9c715b566c1/full/!200,200/0/default.jpg"
1733,#bc60b0,"https://api.nga.gov/iiif/fb2a58f4-2e3f-4d31-9111-33e3a7c46f92/full/!200,200/0/default.jpg"
1727,#c074b4,"https://api.nga.gov/iiif/32e281d8-dcef-426b-947c-6b25e278e086/full/!200,200/0/default.jpg"
1708,#c44a46,"https://api.nga.gov/iiif/4488852c-9336-4aca-bb74-6ab930c8383b/full/!200,200/0/default.jpg"
1731,#c054a8,"https://api.nga.gov/iiif/22f50178-2f2a-41f8-a35f-292d4273ace9/full/!200,200/0/default.jpg"
1746,#cc64c4,"https://api.nga.gov/iiif/92fad0d8-b57c-4bb7-bc48-9c52a0376e55/full/!200,200/0/default.jpg"
1745,#a83490,"https://api.nga.gov/iiif/48cff540-17b6-4d62-ad03-484055eb885e/full/!200,200/0/default.jpg"
1777,#c86050,"https://api.nga.gov/iiif/504c7209-3446-4e50-88e2-11aa1b60bba2/full/!200,200/0/default.jpg"
1723,#c4bc78,"https://api.nga.gov/iiif/69fc1bdb-73a0-46be-9ddd-8bbfef4484cf/full/!200,200/0/default.jpg"
1752,#c86458,"https://api.nga.gov/iiif/ba5bef7b-c60f-4b01-96dd-5e71859dbd71/full/!200,200/0/default.jpg"
1782,#a85cbc,"https://api.nga.gov/iiif/ce42b45e-ab71-40b8-a6d6-69eca58a92cc/full/!200,200/0/default.jpg"
1786,#c49c7c,"https://api.nga.gov/iiif/d2b3a51b-e10e-4544-b305-7e08cd21fc11/full/!200,200/0/default.jpg"
1793,#8c643c,"https://api.nga.gov/iiif/45347bc8-af30-40d6-b81e-7e470b3c1d8b/full/!200,200/0/default.jpg"
1786,#b45c54,"https://api.nga.gov/iiif/52ea66ee-5c74-42a9-8940-984adba24c26/full/!200,200/0/default.jpg"
1712,#a8c458,"https://api.nga.gov/iiif/49864e56-e972-4fed-a0d6-97d4f48e3085/full/!200,200/0/default.jpg"
1709,#a03a47,"https://api.nga.gov/iiif/1a423ace-cca9-4940-9c20-5caef4b813a8/full/!200,200/0/default.jpg"
1746,#d0bc50,"https://api.nga.gov/iiif/813a5eff-9841-4d61-8930-03eacc1a6535/full/!200,200/0/default.jpg"
1719,#e4c478,"https://api.nga.gov/iiif/40d29f4a-919f-4009-b304-a6c1528281a9/full/!200,200/0/default.jpg"
1735,#b4a038,"https://api.nga.gov/iiif/057d8c4b-1351-4727-b52e-84943eda9a86/full/!200,200/0/default.jpg"
1797,#6cc868,"https://api.nga.gov/iiif/a4c618c9-d6d0-4ed1-b6f2-7ab6fe4b49c9/full/!200,200/0/default.jpg"
1749,#4848b8,"https://api.nga.gov/iiif/d5a6ee2c-fb36-49e8-8b22-6814426e492f/full/!200,200/0/default.jpg"
1788,#d5b06e,"https://api.nga.gov/iiif/55def8fa-c2e8-48da-b9b6-3c8ae179fe88/full/!200,200/0/default.jpg"
1790,#a53f48,"https://api.nga.gov/iiif/7185b7ed-e81c-4294-96ca-61517a99f476/full/!200,200/0/default.jpg"
1724,#c0bc70,"https://api.nga.gov/iiif/22e742d8-f5e5-4784-8c89-7845ae01aeb4/full/!200,200/0/default.jpg"
1765,#6cb058,"https://api.nga.gov/iiif/6c0a537e-66ff-48ef-8b3c-04f8642b8dd9/full/!200,200/0/default.jpg"
1780,#a8cc74,"https://api.nga.gov/iiif/cd846252-9535-4fb3-9369-f049f3fbfb5c/full/!200,200/0/default.jpg"
1736,#3c3088,"https://api.nga.gov/iiif/fe4124cc-bc21-4032-a148-f307d0992eeb/full/!200,200/0/default.jpg"
1797,#34a09c,"https://api.nga.gov/iiif/a027b975-f2c3-4c33-ab54-028217ba66ef/full/!200,200/0/default.jpg"
1708,#bc5850,"https://api.nga.gov/iiif/11d28a98-d211-4db3-9cd9-f885a2f2a504/full/!200,200/0/default.jpg"
