beginyear,Vibrant,LightVibrant,DarkVibrant,Muted,LightMuted,DarkMuted,imageurl,beginyear_x,Vibrant_x,LightVibrant_x,DarkVibrant_x,Muted_x,LightMuted_x,DarkMuted_x,beginyear_y,Vibrant_y,LightVibrant_y,DarkVibrant_y,Muted_y,LightMuted_y,DarkMuted_y,Closest_Web_Color_Hex,hex_color
1662,#288f47,#64bc74,#1e682f,#746c6c,#b2cab8,#424c3e,"https://api.nga.gov/iiif/287fa80e-8a5b-4987-8034-b2af1c475a7a/full/!800,800/0/default.jpg",1662,#288f47,#64bc74,#1e682f,#746c6c,#b2cab8,#424c3e,1662,#288f47,#64bc74,#1e682f,#746c6c,#b2cab8,#424c3e,#2e8b57,"(46, 139, 87)"
1800,#bf903d,#f4d484,#96600a,#a5895a,#cfbd97,,"https://api.nga.gov/iiif/62b4e6e0-832d-44d6-904a-365dd0409dd5/full/!800,800/0/default.jpg",1800,#bf903d,#f4d484,#96600a,#a5895a,#cfbd97,,1800,#bf903d,#f4d484,#96600a,#a5895a,#cfbd97,,#cd853f,"(205, 133, 63)"
1660,#e29564,#ecb690,#6f3814,,,,"https://api.nga.gov/iiif/9fd03562-ef03-45f2-bc62-a68f1b4e922f/full/!800,800/0/default.jpg",1660,#e29564,#ecb690,#6f3814,,,,1660,#e29564,#ecb690,#6f3814,,,,#e9967a,"(233, 150, 122)"
1650,#b05c40,#e6aa8c,#5c442c,#705840,#d2c6b1,#644731,"https://api.nga.gov/iiif/1bd606b9-f58c-4d40-8514-f53c63e37dbd/full/!800,800/0/default.jpg",1650,#b05c40,#e6aa8c,#5c442c,#705840,#d2c6b1,#644731,1650,#b05c40,#e6aa8c,#5c442c,#705840,#d2c6b1,#644731,#a0522d,"(160, 82, 45)"
1660,#aa714f,#c2b47c,#884135,#a4945c,#bcb4a4,#7b503a,"https://api.nga.gov/iiif/8928c15c-cf7b-4bdd-9c55-2306f68c7c9b/full/!800,800/0/default.jpg",1660,#aa714f,#c2b47c,#884135,#a4945c,#bcb4a4,#7b503a,1660,#aa714f,#c2b47c,#884135,#a4945c,#bcb4a4,#7b503a,#cd5c5c,"(205, 92, 92)"
1662,#ba6c55,#f5967d,#632d28,#9c5749,#c5b0a7,#523c3c,"https://api.nga.gov/iiif/3cf2f47a-2f58-49c4-8f47-c236ceab7dc8/full/!800,800/0/default.jpg",1662,#ba6c55,#f5967d,#632d28,#9c5749,#c5b0a7,#523c3c,1662,#ba6c55,#f5967d,#632d28,#9c5749,#c5b0a7,#523c3c,#cd5c5c,"(205, 92, 92)"
1750,#db771d,#e0bf9b,#7e2d09,#8c7368,#b9a49b,#553c28,"https://api.nga.gov/iiif/29ec7752-bdab-4a94-aa27-2fb3365564fc/full/!800,800/0/default.jpg",1750,#db771d,#e0bf9b,#7e2d09,#8c7368,#b9a49b,#553c28,1750,#db771d,#e0bf9b,#7e2d09,#8c7368,#b9a49b,#553c28,#d2691e,"(210, 105, 30)"
1705,#c49c6b,#cca374,#976b43,#ac8b63,#d4c2b1,#544733,"https://api.nga.gov/iiif/44f5f1ae-3772-430f-bffa-35aae8c2382e/full/!800,800/0/default.jpg",1700,#c49c6b,#cca374,#976b43,#ac8b63,#d4c2b1,#544733,1700,#c49c6b,#cca374,#976b43,#ac8b63,#d4c2b1,#544733,#bdb76b,"(189, 183, 107)"
1750,#e8821d,#f0a444,#883a17,#7a797e,#bebec4,#39231c,"https://api.nga.gov/iiif/08868dda-f4b5-4087-afcd-45331079ba31/full/!800,800/0/default.jpg",1750,#e8821d,#f0a444,#883a17,#7a797e,#bebec4,#39231c,1750,#e8821d,#f0a444,#883a17,#7a797e,#bebec4,#39231c,#d2691e,"(210, 105, 30)"
1750,#56a44e,#c0a0d4,#246326,#659a53,#c4b4ad,#49683d,"https://api.nga.gov/iiif/f301fedf-43a3-4886-8cc1-e930c5dda3d1/full/!800,800/0/default.jpg",1750,#56a44e,#c0a0d4,#246326,#659a53,#c4b4ad,#49683d,1750,#56a44e,#c0a0d4,#246326,#659a53,#c4b4ad,#49683d,#3cb371,"(60, 179, 113)"
1750,#0790b9,#d8bca4,#066985,#8c7c74,#ceb199,#50422f,"https://api.nga.gov/iiif/f397a1e7-11cf-4b8b-ad51-8ff8e1dbabcf/full/!800,800/0/default.jpg",1750,#0790b9,#d8bca4,#066985,#8c7c74,#ceb199,#50422f,1750,#0790b9,#d8bca4,#066985,#8c7c74,#ceb199,#50422f,#20b2aa,"(32, 178, 170)"
1750,#da7621,#f4944c,#a1500c,#a98062,#c3c4d4,#6c4638,"https://api.nga.gov/iiif/c8a0af44-1785-403c-b18f-a85f3876184b/full/!800,800/0/default.jpg",1750,#da7621,#f4944c,#a1500c,#a98062,#c3c4d4,#6c4638,1750,#da7621,#f4944c,#a1500c,#a98062,#c3c4d4,#6c4638,#d2691e,"(210, 105, 30)"
1657,#8e6035,#dac499,#5e3114,#a07f54,#bea378,#7a593c,"https://api.nga.gov/iiif/cb0c8c97-5ad3-402f-8ac5-89b7800c2f72/full/!800,800/0/default.jpg",1657,#8e6035,#dac499,#5e3114,#a07f54,#bea378,#7a593c,1657,#8e6035,#dac499,#5e3114,#a07f54,#bea378,#7a593c,#a0522d,"(160, 82, 45)"
1662,#bc804b,#f4a876,#800f11,#7d726e,#c3a78a,#664a30,"https://api.nga.gov/iiif/56b8d0ce-7465-4dc2-98cb-faabcf885ca3/full/!800,800/0/default.jpg",1662,#bc804b,#f4a876,#800f11,#7d726e,#c3a78a,#664a30,1662,#bc804b,#f4a876,#800f11,#7d726e,#c3a78a,#664a30,#cd853f,"(205, 133, 63)"
1750,#75c28b,#9cd8a4,#296b3e,#5fb071,#c0b8a8,#29392a,"https://api.nga.gov/iiif/fc8e4d37-d5e1-400e-8d26-12ca750eb4b0/full/!800,800/0/default.jpg",1750,#75c28b,#9cd8a4,#296b3e,#5fb071,#c0b8a8,#29392a,1750,#75c28b,#9cd8a4,#296b3e,#5fb071,#c0b8a8,#29392a,#8fbc8f,"(143, 188, 143)"
1662,#948139,#dacc94,#34843c,#9c948c,#c2bca9,#335834,"https://api.nga.gov/iiif/c484bc84-def3-4e15-a0d0-92e490e45b80/full/!800,800/0/default.jpg",1662,#948139,#dacc94,#34843c,#9c948c,#c2bca9,#335834,1662,#948139,#dacc94,#34843c,#9c948c,#c2bca9,#335834,#6b8e23,"(107, 142, 35)"
1750,#fc9436,#e4cc9c,#7f401c,#9e7451,#bcbcbc,#54382f,"https://api.nga.gov/iiif/7497e536-40a2-4fc1-8fff-51984af113bd/full/!800,800/0/default.jpg",1750,#fc9436,#e4cc9c,#7f401c,#9e7451,#bcbcbc,#54382f,1750,#fc9436,#e4cc9c,#7f401c,#9e7451,#bcbcbc,#54382f,#ff7f50,"(255, 127, 80)"
1731,#dda944,#e2bb5a,#764a0c,#9e784c,,,"https://api.nga.gov/iiif/c428f4f3-9138-446d-9c9e-29049c7d92ab/full/!800,800/0/default.jpg",1731,#dda944,#e2bb5a,#764a0c,#9e784c,,,1731,#dda944,#e2bb5a,#764a0c,#9e784c,,,#daa520,"(218, 165, 32)"
1660,#9c644a,#c9a88a,#5b3726,#a78166,,,"https://api.nga.gov/iiif/d5cf9edf-7968-4f9f-828a-9f2b734da543/full/!800,800/0/default.jpg",1660,#9c644a,#c9a88a,#5b3726,#a78166,,,1660,#9c644a,#c9a88a,#5b3726,#a78166,,,#a0522d,"(160, 82, 45)"
1720,#c0cc68,#e4d4bb,#5b6321,#947c64,#cbc0ab,#594e42,"https://api.nga.gov/iiif/22f7b35c-1c5d-4e43-9149-343a922400d5/full/!800,800/0/default.jpg",1720,#c0cc68,#e4d4bb,#5b6321,#947c64,#cbc0ab,#594e42,1720,#c0cc68,#e4d4bb,#5b6321,#947c64,#cbc0ab,#594e42,#bdb76b,"(189, 183, 107)"
1750,#d47024,#fcb434,#642a19,#555e84,#b2b1b7,#3d2021,"https://api.nga.gov/iiif/35ea6ef9-edf8-4a1a-ae60-418aab2941cb/full/!800,800/0/default.jpg",1750,#d47024,#fcb434,#642a19,#555e84,#b2b1b7,#3d2021,1750,#d47024,#fcb434,#642a19,#555e84,#b2b1b7,#3d2021,#d2691e,"(210, 105, 30)"
1400,#ac8c4c,#e4c494,#644424,#95734b,#c5aa7e,#6d5139,"https://api.nga.gov/iiif/1c4ed376-d421-4fa3-b449-b23f501dbe4c/full/!800,800/0/default.jpg",1400,#ac8c4c,#e4c494,#644424,#95734b,#c5aa7e,#6d5139,1400,#ac8c4c,#e4c494,#644424,#95734b,#c5aa7e,#6d5139,#cd853f,"(205, 133, 63)"
1662,#bc7d50,#dcbea4,#164285,#818088,#b7bcc7,#393332,"https://api.nga.gov/iiif/e2e4e267-acd0-4afb-a34b-946411142121/full/!800,800/0/default.jpg",1662,#bc7d50,#dcbea4,#164285,#818088,#b7bcc7,#393332,1662,#bc7d50,#dcbea4,#164285,#818088,#b7bcc7,#393332,#cd853f,"(205, 133, 63)"
1662,#3e5c94,#dcbfa0,#142c54,#5b75a5,#d8c9b6,#5c392c,"https://api.nga.gov/iiif/d750ae12-daf0-4523-b135-eab45c4e0d37/full/!800,800/0/default.jpg",1662,#3e5c94,#dcbfa0,#142c54,#5b75a5,#d8c9b6,#5c392c,1662,#3e5c94,#dcbfa0,#142c54,#5b75a5,#d8c9b6,#5c392c,#483d8b,"(72, 61, 139)"
1861,#bb9c6e,#dcab73,#573a22,#b4946c,#d4ccbc,#655b41,"https://api.nga.gov/iiif/6d1d705d-cfac-41a9-bb14-6cb013051cee/full/!800,800/0/default.jpg",1861,#bb9c6e,#dcab73,#573a22,#b4946c,#d4ccbc,#655b41,1861,#bb9c6e,#dcab73,#573a22,#b4946c,#d4ccbc,#655b41,#bdb76b,"(189, 183, 107)"
1655,#bc6e5e,#fcfcec,#662a2f,#9c7266,#d8cebb,#5d493b,"https://api.nga.gov/iiif/1f462404-8a16-4711-805e-f97c7e49754a/full/!800,800/0/default.jpg",1655,#bc6e5e,#fcfcec,#662a2f,#9c7266,#d8cebb,#5d493b,1655,#bc6e5e,#fcfcec,#662a2f,#9c7266,#d8cebb,#5d493b,#cd5c5c,"(205, 92, 92)"
1500,#bb6943,#e8deb5,#643824,#8f847c,#d6c9a8,#383130,"https://api.nga.gov/iiif/f41ca634-2d32-435e-8057-575d3d5e188e/full/!800,800/0/default.jpg",1500,#bb6943,#e8deb5,#643824,#8f847c,#d6c9a8,#383130,1500,#bb6943,#e8deb5,#643824,#8f847c,#d6c9a8,#383130,#cd5c5c,"(205, 92, 92)"
1750,#976c37,#e2d3aa,#5d360c,#a0825a,#c7b084,#3c2a24,"https://api.nga.gov/iiif/91883934-ada8-4480-86b2-2220182d0370/full/!800,800/0/default.jpg",1750,#976c37,#e2d3aa,#5d360c,#a0825a,#c7b084,#3c2a24,1750,#976c37,#e2d3aa,#5d360c,#a0825a,#c7b084,#3c2a24,#a0522d,"(160, 82, 45)"
1662,#bc8c3c,#cab47a,#155d2b,#7c7474,#d0c8b4,#2f5b35,"https://api.nga.gov/iiif/60653aab-e249-48c7-8998-09fa447ee07a/full/!800,800/0/default.jpg",1662,#bc8c3c,#cab47a,#155d2b,#7c7474,#d0c8b4,#2f5b35,1662,#bc8c3c,#cab47a,#155d2b,#7c7474,#d0c8b4,#2f5b35,#cd853f,"(205, 133, 63)"
1662,#de8e78,#ec9780,#70352c,#b66a56,#d4b6a7,#6a615b,"https://api.nga.gov/iiif/091f029a-0dea-4bef-9adf-8abbe52ac2c6/full/!800,800/0/default.jpg",1662,#de8e78,#ec9780,#70352c,#b66a56,#d4b6a7,#6a615b,1662,#de8e78,#ec9780,#70352c,#b66a56,#d4b6a7,#6a615b,#e9967a,"(233, 150, 122)"
1500,#c49c54,#dcc48c,#5c3420,#8b654a,#bcbcbc,#6d4d3f,"https://api.nga.gov/iiif/4e4764d2-8cd1-461a-8683-22993be16779/full/!800,800/0/default.jpg",1500,#c49c54,#dcc48c,#5c3420,#8b654a,#bcbcbc,#6d4d3f,1500,#c49c54,#dcc48c,#5c3420,#8b654a,#bcbcbc,#6d4d3f,#cd853f,"(205, 133, 63)"
1754,#cdb255,#e4cfab,#a18a3b,#a59d74,#d4c3a2,#493b34,"https://api.nga.gov/iiif/92e08597-2705-4dc1-a6f0-6f0e2ac75eb5/full/!800,800/0/default.jpg",1754,#cdb255,#e4cfab,#a18a3b,#a59d74,#d4c3a2,#493b34,1754,#cdb255,#e4cfab,#a18a3b,#a59d74,#d4c3a2,#493b34,#bdb76b,"(189, 183, 107)"
1755,#d4b48c,#dcbca4,#604524,#bfa080,#d4c4ac,,"https://api.nga.gov/iiif/7df355d8-ed76-4a4e-aa8f-ad77b7a20f21/full/!800,800/0/default.jpg",1755,#d4b48c,#dcbca4,#604524,#bfa080,#d4c4ac,,1755,#d4b48c,#dcbca4,#604524,#bfa080,#d4c4ac,,#d2b48c,"(210, 180, 140)"
1662,#bc5c4c,#c89873,#6b0d12,#a28575,#c9a79e,#80563a,"https://api.nga.gov/iiif/de5e13ee-4fdb-4ddf-a1ff-4ea37150b7b2/full/!800,800/0/default.jpg",1662,#bc5c4c,#c89873,#6b0d12,#a28575,#c9a79e,#80563a,1662,#bc5c4c,#c89873,#6b0d12,#a28575,#c9a79e,#80563a,#cd5c5c,"(205, 92, 92)"
1755,#34849c,#f2dcbf,#12404b,#8a8565,#bfbbaa,#4e4838,"https://api.nga.gov/iiif/50ae285a-ecb6-4125-a094-019cfd9127c3/full/!800,800/0/default.jpg",1755,#34849c,#f2dcbf,#12404b,#8a8565,#bfbbaa,#4e4838,1755,#34849c,#f2dcbf,#12404b,#8a8565,#bfbbaa,#4e4838,#4682b4,"(70, 130, 180)"
1756,#907523,#e7d7c3,#705a17,#aa8f5a,#d1bfa8,#1f3035,"https://api.nga.gov/iiif/1f362a92-3658-4ec3-8817-29f3a84a31a0/full/!800,800/0/default.jpg",1756,#907523,#e7d7c3,#705a17,#aa8f5a,#d1bfa8,#1f3035,1756,#907523,#e7d7c3,#705a17,#aa8f5a,#d1bfa8,#1f3035,#a0522d,"(160, 82, 45)"
1470,#a1702b,#d1bc94,#53321d,#747c6c,#cfc0a4,#203f47,"https://api.nga.gov/iiif/4cc2da5c-1ba3-45b0-8b28-59d7245a012c/full/!800,800/0/default.jpg",1470,#a1702b,#d1bc94,#53321d,#747c6c,#cfc0a4,#203f47,1470,#a1702b,#d1bc94,#53321d,#747c6c,#cfc0a4,#203f47,#a0522d,"(160, 82, 45)"
1662,#ccac5c,#e3d09b,#236c3d,#847c7c,#adc6b1,#485731,"https://api.nga.gov/iiif/326a6841-0081-4a0d-91c0-214d530655ac/full/!800,800/0/default.jpg",1662,#ccac5c,#e3d09b,#236c3d,#847c7c,#adc6b1,#485731,1662,#ccac5c,#e3d09b,#236c3d,#847c7c,#adc6b1,#485731,#bdb76b,"(189, 183, 107)"
1861,#c49c6c,#e4c4ac,#603d22,#bc9c6b,#c7c4bc,#7f7250,"https://api.nga.gov/iiif/5b81b623-79e2-45f1-a07d-26b3d9d04e64/full/!800,800/0/default.jpg",1861,#c49c6c,#e4c4ac,#603d22,#bc9c6b,#c7c4bc,#7f7250,1861,#c49c6c,#e4c4ac,#603d22,#bc9c6b,#c7c4bc,#7f7250,#bdb76b,"(189, 183, 107)"
1675,#96521c,#d5965e,#7e3e0c,#9b8461,#b6a78b,#5c462a,"https://api.nga.gov/iiif/f2fc7310-79cc-4ece-98f5-051349034b9e/full/!800,800/0/default.jpg",1675,#96521c,#d5965e,#7e3e0c,#9b8461,#b6a78b,#5c462a,1675,#96521c,#d5965e,#7e3e0c,#9b8461,#b6a78b,#5c462a,#8b4513,"(139, 69, 19)"
1650,#ac6a46,#d4b494,#4f2b15,#7c593b,#be997a,#50402b,"https://api.nga.gov/iiif/2a5639e1-8243-4d24-b9dc-e4fbcfb822d5/full/!800,800/0/default.jpg",1650,#ac6a46,#d4b494,#4f2b15,#7c593b,#be997a,#50402b,1650,#ac6a46,#d4b494,#4f2b15,#7c593b,#be997a,#50402b,#a0522d,"(160, 82, 45)"
1500,#b4844c,#dcc4ac,#8c5c34,#818079,#c1beba,#4b3c34,"https://api.nga.gov/iiif/be9200af-0019-47a5-9a96-75491df4b6ba/full/!800,800/0/default.jpg",1500,#b4844c,#dcc4ac,#8c5c34,#818079,#c1beba,#4b3c34,1500,#b4844c,#dcc4ac,#8c5c34,#818079,#c1beba,#4b3c34,#cd853f,"(205, 133, 63)"
1743,#a1444c,#dbc7b1,#5d272c,#947060,#e4dcd4,#413b38,"https://api.nga.gov/iiif/eba67b4c-83b6-4098-b97c-f11e3a1797c2/full/!800,800/0/default.jpg",1743,#a1444c,#dbc7b1,#5d272c,#947060,#e4dcd4,#413b38,1743,#a1444c,#dbc7b1,#5d272c,#947060,#e4dcd4,#413b38,#a0522d,"(160, 82, 45)"
1774,#af5437,#edd2a5,#5e1f1e,#a5845b,#bcb393,#141c24,"https://api.nga.gov/iiif/06f9b2d6-4140-4886-bb69-b4374d0fb01c/full/!800,800/0/default.jpg",1774,#af5437,#edd2a5,#5e1f1e,#a5845b,#bcb393,#141c24,1774,#af5437,#edd2a5,#5e1f1e,#a5845b,#bcb393,#141c24,#a0522d,"(160, 82, 45)"
1750,#d7b430,#dec383,#742826,#9f765e,#c4b6b5,#755538,"https://api.nga.gov/iiif/756cf8a5-d49e-46cf-97f5-3723619ac17d/full/!800,800/0/default.jpg",1750,#d7b430,#dec383,#742826,#9f765e,#c4b6b5,#755538,1750,#d7b430,#dec383,#742826,#9f765e,#c4b6b5,#755538,#daa520,"(218, 165, 32)"
1761,#b47c54,#d4c29f,#5b482a,#ab8859,#c7b999,#49462b,"https://api.nga.gov/iiif/2841a535-cef8-4261-99f4-8a93878a54fd/full/!800,800/0/default.jpg",1761,#b47c54,#d4c29f,#5b482a,#ab8859,#c7b999,#49462b,1761,#b47c54,#d4c29f,#5b482a,#ab8859,#c7b999,#49462b,#cd853f,"(205, 133, 63)"
1500,#ccb494,#faeed9,#59452a,#948574,#d0bea2,#594e46,"https://api.nga.gov/iiif/7fced61f-068c-44c6-b885-efc8343a68e3/full/!800,800/0/default.jpg",1500,#ccb494,#faeed9,#59452a,#948574,#d0bea2,#594e46,1500,#ccb494,#faeed9,#59452a,#948574,#d0bea2,#594e46,#d2b48c,"(210, 180, 140)"
1743,#c56964,#d4946c,#8c5434,#a77f67,#e4d4cc,#413937,"https://api.nga.gov/iiif/5c814388-c363-4913-b022-24aed26cbbee/full/!800,800/0/default.jpg",1743,#c56964,#d4946c,#8c5434,#a77f67,#e4d4cc,#413937,1743,#c56964,#d4946c,#8c5434,#a77f67,#e4d4cc,#413937,#cd5c5c,"(205, 92, 92)"
1500,#825e3c,#d2b99e,#49241c,#ac8b70,#c6a284,#4c3729,"https://api.nga.gov/iiif/55d2c169-3004-4420-9045-589fef0c4274/full/!800,800/0/default.jpg",1500,#825e3c,#d2b99e,#49241c,#ac8b70,#c6a284,#4c3729,1500,#825e3c,#d2b99e,#49241c,#ac8b70,#c6a284,#4c3729,#a0522d,"(160, 82, 45)"
1520,#bf464c,#d9ad77,#56121a,#a48c54,#c4c4bb,#5c4c33,"https://api.nga.gov/iiif/c99f3ca0-f414-471d-9087-e11dd82bc983/full/!800,800/0/default.jpg",1520,#bf464c,#d9ad77,#56121a,#a48c54,#c4c4bb,#5c4c33,1520,#bf464c,#d9ad77,#56121a,#a48c54,#c4c4bb,#5c4c33,#cd5c5c,"(205, 92, 92)"
1750,#9a0819,#efdece,#700614,#9c8c64,#b4aca4,#4f3737,"https://api.nga.gov/iiif/c6d70011-bad5-4dfb-88af-1959d7a8b188/full/!800,800/0/default.jpg",1750,#9a0819,#efdece,#700614,#9c8c64,#b4aca4,#4f3737,1750,#9a0819,#efdece,#700614,#9c8c64,#b4aca4,#4f3737,#8b0000,"(139, 0, 0)"
1778,#c2a47c,#dcccab,#523624,#957f69,#d4c0a4,#57493d,"https://api.nga.gov/iiif/872968e9-5c1a-46d2-b08d-ff0fe0512846/full/!800,800/0/default.jpg",1778,#c2a47c,#dcccab,#523624,#957f69,#d4c0a4,#57493d,1778,#c2a47c,#dcccab,#523624,#957f69,#d4c0a4,#57493d,#bdb76b,"(189, 183, 107)"
1575,#b18f43,#fcf3e9,#9c454e,#947350,#d4b4cc,#665e5c,"https://api.nga.gov/iiif/e6337cc7-5c3b-4856-ac64-b45f4034595d/full/!800,800/0/default.jpg",1575,#b18f43,#fcf3e9,#9c454e,#947350,#d4b4cc,#665e5c,1575,#b18f43,#fcf3e9,#9c454e,#947350,#d4b4cc,#665e5c,#cd853f,"(205, 133, 63)"
1743,#d49454,#e4d4b4,#702c34,#ad7f5e,#d4c6b2,#704b40,"https://api.nga.gov/iiif/e38534cc-e711-4a49-966d-fe0d145f3867/full/!800,800/0/default.jpg",1743,#d49454,#e4d4b4,#702c34,#ad7f5e,#d4c6b2,#704b40,1743,#d49454,#e4d4b4,#702c34,#ad7f5e,#d4c6b2,#704b40,#cd853f,"(205, 133, 63)"
1662,#ab1f1b,#ee9d73,#80060e,#7c7c7c,#b09475,#523d33,"https://api.nga.gov/iiif/94860a45-bc38-4853-94c2-08782fc6e794/full/!800,800/0/default.jpg",1662,#ab1f1b,#ee9d73,#80060e,#7c7c7c,#b09475,#523d33,1662,#ab1f1b,#ee9d73,#80060e,#7c7c7c,#b09475,#523d33,#b22222,"(178, 34, 34)"
1600,#ac7434,#c0d880,#5d4023,#74747c,#acacb0,#4d4144,"https://api.nga.gov/iiif/63276dee-0cf4-4c3a-8911-18720fbd67c8/full/!800,800/0/default.jpg",1600,#ac7434,#c0d880,#5d4023,#74747c,#acacb0,#4d4144,1600,#ac7434,#c0d880,#5d4023,#74747c,#acacb0,#4d4144,#a0522d,"(160, 82, 45)"
1743,#9c444c,#d9bfa7,#89533c,#a1635b,#e4d4cc,#423c39,"https://api.nga.gov/iiif/fc08298e-0cbd-46b3-9ba3-9fcd15d18474/full/!800,800/0/default.jpg",1743,#9c444c,#d9bfa7,#89533c,#a1635b,#e4d4cc,#423c39,1743,#9c444c,#d9bfa7,#89533c,#a1635b,#e4d4cc,#423c39,#a0522d,"(160, 82, 45)"
1778,#b3774b,#dcccb4,#66442b,#ac7f5c,#dcccbc,#574234,"https://api.nga.gov/iiif/e33728c9-331d-43a5-afce-b6a7d0bf73c0/full/!800,800/0/default.jpg",1778,#b3774b,#dcccb4,#66442b,#ac7f5c,#dcccbc,#574234,1778,#b3774b,#dcccb4,#66442b,#ac7f5c,#dcccbc,#574234,#cd853f,"(205, 133, 63)"
1787,#a93905,#e5c79c,#80320c,#af905b,#ebedde,#5c442c,"https://api.nga.gov/iiif/04ae7008-92a9-4320-8aeb-0523e3e6875b/full/!800,800/0/default.jpg",1787,#a93905,#e5c79c,#80320c,#af905b,#ebedde,#5c442c,1787,#a93905,#e5c79c,#80320c,#af905b,#ebedde,#5c442c,#8b4513,"(139, 69, 19)"
1500,#ab4a47,#f9d8ad,#703414,#986b55,#c4bbb9,#5a3d2d,"https://api.nga.gov/iiif/2f898241-32e4-40cd-bffb-e74e31039af3/full/!800,800/0/default.jpg",1500,#ab4a47,#f9d8ad,#703414,#986b55,#c4bbb9,#5a3d2d,1500,#ab4a47,#f9d8ad,#703414,#986b55,#c4bbb9,#5a3d2d,#a0522d,"(160, 82, 45)"
1800,#d0bc94,#dcccb4,#5c4a28,#bca484,#dcd4b3,,"https://api.nga.gov/iiif/c9db6266-e728-4b42-a1bf-a2d43ffa5921/full/!800,800/0/default.jpg",1800,#d0bc94,#dcccb4,#5c4a28,#bca484,#dcd4b3,,1800,#d0bc94,#dcccb4,#5c4a28,#bca484,#dcd4b3,,#d2b48c,"(210, 180, 140)"
1800,#ac9d4b,#f9ecc0,#7c741c,#8f946e,#cec3ab,#5b5b2e,"https://api.nga.gov/iiif/25fd02c7-2296-4e89-853e-20f22740b8ce/full/!800,800/0/default.jpg",1800,#ac9d4b,#f9ecc0,#7c741c,#8f946e,#cec3ab,#5b5b2e,1800,#ac9d4b,#f9ecc0,#7c741c,#8f946e,#cec3ab,#5b5b2e,#cd853f,"(205, 133, 63)"
1800,#c46c5c,#f2ccac,#5d2a15,#a78d73,#c5b8a0,#41311e,"https://api.nga.gov/iiif/50f200e8-2baf-47dd-9f9a-0a8558f4f5a3/full/!800,800/0/default.jpg",1800,#c46c5c,#f2ccac,#5d2a15,#a78d73,#c5b8a0,#41311e,1800,#c46c5c,#f2ccac,#5d2a15,#a78d73,#c5b8a0,#41311e,#cd5c5c,"(205, 92, 92)"
1800,#b8894b,#cba465,#593424,#644b3c,,,"https://api.nga.gov/iiif/2eb6afc9-684f-409b-b72f-1c629f82e144/full/!800,800/0/default.jpg",1800,#b8894b,#cba465,#593424,#644b3c,,,1800,#b8894b,#cba465,#593424,#644b3c,,,#cd853f,"(205, 133, 63)"
1455,#ac6c44,#e3d1ad,#631222,#936b49,#c9c7a7,#644c36,"https://api.nga.gov/iiif/d6663e36-cd7f-4406-a5e1-827e8dc729ed/full/!800,800/0/default.jpg",1455,#ac6c44,#e3d1ad,#631222,#936b49,#c9c7a7,#644c36,1455,#ac6c44,#e3d1ad,#631222,#936b49,#c9c7a7,#644c36,#a0522d,"(160, 82, 45)"
1475,#d7ac5d,#e5d28d,#4d310a,#af976d,,,"https://api.nga.gov/iiif/651299d1-b405-4a2d-8d21-738168d14b29/full/!800,800/0/default.jpg",1475,#d7ac5d,#e5d28d,#4d310a,#af976d,,,1475,#d7ac5d,#e5d28d,#4d310a,#af976d,,,#f4a460,"(244, 164, 96)"
1450,#cc9c6c,#c1a47b,#845c24,#a5815f,#c5aa89,#644831,"https://api.nga.gov/iiif/59264288-0981-4363-9ab3-e9a15a21a570/full/!800,800/0/default.jpg",1450,#cc9c6c,#c1a47b,#845c24,#a5815f,#c5aa89,#644831,1450,#cc9c6c,#c1a47b,#845c24,#a5815f,#c5aa89,#644831,#bdb76b,"(189, 183, 107)"
1450,#a67c44,#d8b47d,#6c4c1c,#ad8b5c,#c1a17c,#5d4833,"https://api.nga.gov/iiif/0b9a07f6-934e-48ca-b8b6-264a5d9dd1bb/full/!800,800/0/default.jpg",1450,#a67c44,#d8b47d,#6c4c1c,#ad8b5c,#c1a17c,#5d4833,1450,#a67c44,#d8b47d,#6c4c1c,#ad8b5c,#c1a17c,#5d4833,#cd853f,"(205, 133, 63)"
1470,#be9a5f,#bda86a,#674c2e,#967b51,#b29d80,#57442c,"https://api.nga.gov/iiif/629fa856-d29d-4c59-9563-99c7a3a71200/full/!800,800/0/default.jpg",1470,#be9a5f,#bda86a,#674c2e,#967b51,#b29d80,#57442c,1470,#be9a5f,#bda86a,#674c2e,#967b51,#b29d80,#57442c,#bdb76b,"(189, 183, 107)"
1500,#ac6f2c,#e4b484,#83471b,#9b785f,#b78b63,#6e4f3b,"https://api.nga.gov/iiif/f9a9b9a0-7cbe-44c6-b7b1-b7cb8e79f316/full/!800,800/0/default.jpg",1500,#ac6f2c,#e4b484,#83471b,#9b785f,#b78b63,#6e4f3b,1500,#ac6f2c,#e4b484,#83471b,#9b785f,#b78b63,#6e4f3b,#a0522d,"(160, 82, 45)"
1500,#bc8c49,#d2b088,#8c4c14,#a68661,#acaba9,#63442d,"https://api.nga.gov/iiif/06ac0ac4-f3f0-413d-a2f1-a37e4ff23825/full/!800,800/0/default.jpg",1500,#bc8c49,#d2b088,#8c4c14,#a68661,#acaba9,#63442d,1500,#bc8c49,#d2b088,#8c4c14,#a68661,#acaba9,#63442d,#cd853f,"(205, 133, 63)"
