beginyear,Vibrant,LightVibrant,DarkVibrant,Muted,LightMuted,DarkMuted,imageurl,beginyear_x,Vibrant_x,LightVibrant_x,DarkVibrant_x,Muted_x,LightMuted_x,DarkMuted_x,beginyear_y,Vibrant_y,LightVibrant_y,DarkVibrant_y,Muted_y,LightMuted_y,DarkMuted_y,Closest_Web_Color_Hex,hex_color
1600,#d48c94,#faf2d4,#60242a,#98866d,#d6cfb9,#685341,"https://api.nga.gov/iiif/5ea4f8a3-badc-4a3d-aaf9-af9656af6923/full/!800,800/0/default.jpg",1600,#d48c94,#faf2d4,#60242a,#98866d,#d6cfb9,#685341,1600,#d48c94,#faf2d4,#60242a,#98866d,#d6cfb9,#685341,#bc8f8f,"(188, 143, 143)"
1600,#d08861,#ecbe91,#66371e,#b59372,#c8a683,#8b684d,"https://api.nga.gov/iiif/b8b3d357-7f8d-4f3b-9a38-7abce7e62030/full/!800,800/0/default.jpg",1600,#d08861,#ecbe91,#66371e,#b59372,#c8a683,#8b684d,1600,#d08861,#ecbe91,#66371e,#b59372,#c8a683,#8b684d,#cd853f,"(205, 133, 63)"
1595,#b66c44,#e4c4b0,#603924,#b46e52,#dcc4af,,"https://api.nga.gov/iiif/16b33125-d6b3-465f-a38b-7b5d42d6724f/full/!800,800/0/default.jpg",1595,#b66c44,#e4c4b0,#603924,#b46e52,#dcc4af,,1595,#b66c44,#e4c4b0,#603924,#b46e52,#dcc4af,,#cd853f,"(205, 133, 63)"
1552,#64a84c,#e3cdb5,#365b29,#947f69,#c9b29c,#6e5e4f,"https://api.nga.gov/iiif/1d6931c2-ffc4-41aa-b2a4-ea69434f1a8b/full/!800,800/0/default.jpg",1552,#64a84c,#e3cdb5,#365b29,#947f69,#c9b29c,#6e5e4f,1552,#64a84c,#e3cdb5,#365b29,#947f69,#c9b29c,#6e5e4f,#6b8e23,"(107, 142, 35)"
1600,#c48c54,#ddc9ab,#85593c,#aa8d69,#ccbca4,#725842,"https://api.nga.gov/iiif/a6c30631-94cf-41aa-a6ba-718f28016672/full/!800,800/0/default.jpg",1600,#c48c54,#ddc9ab,#85593c,#aa8d69,#ccbca4,#725842,1600,#c48c54,#ddc9ab,#85593c,#aa8d69,#ccbca4,#725842,#cd853f,"(205, 133, 63)"
1612,#e19c72,#efbc90,#6d3717,,,,"https://api.nga.gov/iiif/9d0f1af9-7cca-47c7-a45b-3b469fa1105f/full/!800,800/0/default.jpg",1612,#e19c72,#efbc90,#6d3717,,,,1612,#e19c72,#efbc90,#6d3717,,,,#e9967a,"(233, 150, 122)"
1553,#b48f59,#c4ac7c,#6a4814,#ac8c5c,#b89a6d,#665033,"https://api.nga.gov/iiif/eb39f073-6c7c-453e-b88d-d481ef9865e7/full/!800,800/0/default.jpg",1553,#b48f59,#c4ac7c,#6a4814,#ac8c5c,#b89a6d,#665033,1553,#b48f59,#c4ac7c,#6a4814,#ac8c5c,#b89a6d,#665033,#cd853f,"(205, 133, 63)"
1573,#efad17,#f0c263,#743c04,#847c7c,#d8ccb3,#48343c,"https://api.nga.gov/iiif/90d27d6c-8acc-4fdb-aca1-153cf5dac635/full/!800,800/0/default.jpg",1573,#efad17,#f0c263,#743c04,#847c7c,#d8ccb3,#48343c,1573,#efad17,#f0c263,#743c04,#847c7c,#d8ccb3,#48343c,#daa520,"(218, 165, 32)"
1626,#bca84c,#dcccb4,#605524,#887c6f,#dbccbc,#5e554c,"https://api.nga.gov/iiif/f80cc0b3-4325-4334-b597-fb02fab940f5/full/!800,800/0/default.jpg",1626,#bca84c,#dcccb4,#605524,#887c6f,#dbccbc,#5e554c,1626,#bca84c,#dcccb4,#605524,#887c6f,#dbccbc,#5e554c,#bdb76b,"(189, 183, 107)"
1575,#cca478,#f4e4d7,#604324,#a68d5c,#d2c2af,#59483b,"https://api.nga.gov/iiif/1217c3e0-8b7c-46c2-a932-b0833e49f04a/full/!800,800/0/default.jpg",1575,#cca478,#f4e4d7,#604324,#a68d5c,#d2c2af,#59483b,1575,#cca478,#f4e4d7,#604324,#a68d5c,#d2c2af,#59483b,#d2b48c,"(210, 180, 140)"
1600,#ccac84,#d4c4a3,#5d4526,#9c8669,#ccbc9c,#594734,"https://api.nga.gov/iiif/811763b1-dc94-4395-9235-c090c7b9de65/full/!800,800/0/default.jpg",1600,#ccac84,#d4c4a3,#5d4526,#9c8669,#ccbc9c,#594734,1600,#ccac84,#d4c4a3,#5d4526,#9c8669,#ccbc9c,#594734,#d2b48c,"(210, 180, 140)"
1575,#a8703c,#f4d49c,#614122,#a98763,#ece4d4,#6c503e,"https://api.nga.gov/iiif/db49243e-b8c0-4831-8329-508474c77a97/full/!800,800/0/default.jpg",1575,#a8703c,#f4d49c,#614122,#a98763,#ece4d4,#6c503e,1575,#a8703c,#f4d49c,#614122,#a98763,#ece4d4,#6c503e,#a0522d,"(160, 82, 45)"
1520,#c4a46c,#f4e4dc,#5e4a25,#b19469,#c6bcb2,#342c1c,"https://api.nga.gov/iiif/306553d5-805a-43a8-8d1d-cecb57461229/full/!800,800/0/default.jpg",1520,#c4a46c,#f4e4dc,#5e4a25,#b19469,#c6bcb2,#342c1c,1520,#c4a46c,#f4e4dc,#5e4a25,#b19469,#c6bcb2,#342c1c,#bdb76b,"(189, 183, 107)"
1555,#d4842d,#e8c38b,#8c531a,#ab7654,#bdb096,#54412b,"https://api.nga.gov/iiif/6b73c71f-cf05-4723-a320-946b59431b52/full/!800,800/0/default.jpg",1555,#d4842d,#e8c38b,#8c531a,#ab7654,#bdb096,#54412b,1555,#d4842d,#e8c38b,#8c531a,#ab7654,#bdb096,#54412b,#cd853f,"(205, 133, 63)"
1610,#ccb494,#d4bba1,#58402a,#b8a081,#ccbca4,#7b6247,"https://api.nga.gov/iiif/a18acda1-1096-46aa-b73c-7e028702ca28/full/!800,800/0/default.jpg",1610,#ccb494,#d4bba1,#58402a,#b8a081,#ccbca4,#7b6247,1610,#ccb494,#d4bba1,#58402a,#b8a081,#ccbca4,#7b6247,#d2b48c,"(210, 180, 140)"
1550,#783c88,#f9efec,#783c88,#908a88,#c8bdbb,#443b37,"https://api.nga.gov/iiif/f22c8425-5edd-470a-a9b6-9ad63e8c3366/full/!800,800/0/default.jpg",1550,#783c88,#f9efec,#783c88,#908a88,#c8bdbb,#443b37,1550,#783c88,#f9efec,#783c88,#908a88,#c8bdbb,#443b37,#483d8b,"(72, 61, 139)"
1645,#9c543c,#dccaa0,#5c2414,#9d8e61,#cabd98,#4a3b27,"https://api.nga.gov/iiif/7f2cee58-c4b1-42a8-ab92-e5906d04658a/full/!800,800/0/default.jpg",1645,#9c543c,#dccaa0,#5c2414,#9d8e61,#cabd98,#4a3b27,1645,#9c543c,#dccaa0,#5c2414,#9d8e61,#cabd98,#4a3b27,#a0522d,"(160, 82, 45)"
1622,#c8a47c,#f4dcbc,#5d4327,#988464,#d4c4a6,#543c2c,"https://api.nga.gov/iiif/a7fa0e67-ff5b-46f7-b615-1954b5e5c363/full/!800,800/0/default.jpg",1622,#c8a47c,#f4dcbc,#5d4327,#988464,#d4c4a6,#543c2c,1622,#c8a47c,#f4dcbc,#5d4327,#988464,#d4c4a6,#543c2c,#d2b48c,"(210, 180, 140)"
1575,#dca466,#ecb48c,#6b4418,#a07d60,#cabfa9,#46403a,"https://api.nga.gov/iiif/177984af-0549-4ffc-9bea-d9baa151350a/full/!800,800/0/default.jpg",1575,#dca466,#ecb48c,#6b4418,#a07d60,#cabfa9,#46403a,1575,#dca466,#ecb48c,#6b4418,#a07d60,#cabfa9,#46403a,#f4a460,"(244, 164, 96)"
1609,#ecc074,#ecc074,#744f0f,#948470,#c4ac8d,#6f6156,"https://api.nga.gov/iiif/a9ec07b3-9ded-4395-8faf-792d572b36f9/full/!800,800/0/default.jpg",1609,#ecc074,#ecc074,#744f0f,#948470,#c4ac8d,#6f6156,1609,#ecc074,#ecc074,#744f0f,#948470,#c4ac8d,#6f6156,#deb887,"(222, 184, 135)"
1575,#a4741c,#dfca95,#5d3713,#a88157,#c0ac8f,#61442f,"https://api.nga.gov/iiif/a3f5fdc1-0c4a-48fa-826b-5dbd9af7eade/full/!800,800/0/default.jpg",1575,#a4741c,#dfca95,#5d3713,#a88157,#c0ac8f,#61442f,1575,#a4741c,#dfca95,#5d3713,#a88157,#c0ac8f,#61442f,#b8860b,"(184, 134, 11)"
1600,#b79b5b,#dcb46b,#463820,#847449,#b2a26e,#594a2c,"https://api.nga.gov/iiif/5d387dcc-4507-4edb-86be-c8481e8a34e6/full/!800,800/0/default.jpg",1600,#b79b5b,#dcb46b,#463820,#847449,#b2a26e,#594a2c,1600,#b79b5b,#dcb46b,#463820,#847449,#b2a26e,#594a2c,#bdb76b,"(189, 183, 107)"
1600,#d8a858,#dccbb1,#6b4c19,#9f8e79,#c4b49c,#584c42,"https://api.nga.gov/iiif/8c1412e6-4e4d-47c0-bfe7-a7dd556d19e6/full/!800,800/0/default.jpg",1600,#d8a858,#dccbb1,#6b4c19,#9f8e79,#c4b49c,#584c42,1600,#d8a858,#dccbb1,#6b4c19,#9f8e79,#c4b49c,#584c42,#f4a460,"(244, 164, 96)"
1450,#c28440,#d4a470,#9c541c,#807e80,#c7c0b0,#2b4f3f,"https://api.nga.gov/iiif/84b87b46-ecf6-47d1-bdfc-70e697a1581a/full/!800,800/0/default.jpg",1450,#c28440,#d4a470,#9c541c,#807e80,#c7c0b0,#2b4f3f,1450,#c28440,#d4a470,#9c541c,#807e80,#c7c0b0,#2b4f3f,#cd853f,"(205, 133, 63)"
1450,#d8973e,#6e98bf,#84542e,#50a06c,#c4c4c4,#303b53,"https://api.nga.gov/iiif/5df8bf44-8b6f-47cc-870e-58af236c0992/full/!800,800/0/default.jpg",1450,#d8973e,#6e98bf,#84542e,#50a06c,#c4c4c4,#303b53,1450,#d8973e,#6e98bf,#84542e,#50a06c,#c4c4c4,#303b53,#cd853f,"(205, 133, 63)"
1600,#9f3b0a,#d8b47c,#802c04,#ac8650,#af9c72,#454d3f,"https://api.nga.gov/iiif/0ef7daea-db7f-4ffa-93eb-e3e4b63b213d/full/!800,800/0/default.jpg",1600,#9f3b0a,#d8b47c,#802c04,#ac8650,#af9c72,#454d3f,1600,#9f3b0a,#d8b47c,#802c04,#ac8650,#af9c72,#454d3f,#8b4513,"(139, 69, 19)"
1490,#b5541d,#dfbd92,#641421,#9b8471,#bbaca0,#57382d,"https://api.nga.gov/iiif/596dbe75-d5d5-4b89-a983-3ac25fec0c01/full/!800,800/0/default.jpg",1490,#b5541d,#dfbd92,#641421,#9b8471,#bbaca0,#57382d,1490,#b5541d,#dfbd92,#641421,#9b8471,#bbaca0,#57382d,#a0522d,"(160, 82, 45)"
1855,#946a42,#d9a974,#64291a,#927f61,#9a9480,#64482d,"https://api.nga.gov/iiif/de528a17-3545-4b04-affa-f6dc43b2dbd5/full/!800,800/0/default.jpg",1855,#946a42,#d9a974,#64291a,#927f61,#9a9480,#64482d,1855,#946a42,#d9a974,#64291a,#927f61,#9a9480,#64482d,#a0522d,"(160, 82, 45)"
1550,#bc5c44,#caa08f,#902814,#9e6859,#c5a8a1,#52352a,"https://api.nga.gov/iiif/ec233fd5-7f64-4f00-8e70-23e09ab60186/full/!800,800/0/default.jpg",1550,#bc5c44,#caa08f,#902814,#9e6859,#c5a8a1,#52352a,1550,#bc5c44,#caa08f,#902814,#9e6859,#c5a8a1,#52352a,#cd5c5c,"(205, 92, 92)"
1655,#e8bc78,#fcf3e1,#714c13,#aa6b58,#cec1a6,#5b4240,"https://api.nga.gov/iiif/b0f86a82-8504-416f-aa1d-f1820c3f330f/full/!800,800/0/default.jpg",1655,#e8bc78,#fcf3e1,#714c13,#aa6b58,#cec1a6,#5b4240,1655,#e8bc78,#fcf3e1,#714c13,#aa6b58,#cec1a6,#5b4240,#deb887,"(222, 184, 135)"
1600,#bc7c54,#ccad85,#835e38,#7f8086,#c2c2c8,#444447,"https://api.nga.gov/iiif/71830551-8b5c-4fab-a264-3cd70f23a545/full/!800,800/0/default.jpg",1600,#bc7c54,#ccad85,#835e38,#7f8086,#c2c2c8,#444447,1600,#bc7c54,#ccad85,#835e38,#7f8086,#c2c2c8,#444447,#cd853f,"(205, 133, 63)"
1637,#9a6f38,#c4915f,#6c3e14,#977a57,#b9a68b,#523d28,"https://api.nga.gov/iiif/9cbdd768-889a-4f1e-aba1-c7a5f9ca728b/full/!800,800/0/default.jpg",1637,#9a6f38,#c4915f,#6c3e14,#977a57,#b9a68b,#523d28,1637,#9a6f38,#c4915f,#6c3e14,#977a57,#b9a68b,#523d28,#a0522d,"(160, 82, 45)"
1614,#b87a3d,#cc9c5c,#143430,#748689,#d5cdbf,#345c5e,"https://api.nga.gov/iiif/2c50a33e-f24b-4a36-a27d-ccc2f46e0a92/full/!800,800/0/default.jpg",1614,#b87a3d,#cc9c5c,#143430,#748689,#d5cdbf,#345c5e,1614,#b87a3d,#cc9c5c,#143430,#748689,#d5cdbf,#345c5e,#cd853f,"(205, 133, 63)"
1655,#c4945c,#fcf3e2,#642b31,#a47065,#cdc0a7,#664c36,"https://api.nga.gov/iiif/5aaeb5b6-816e-477c-96fd-1d9992ecf9cc/full/!800,800/0/default.jpg",1655,#c4945c,#fcf3e2,#642b31,#a47065,#cdc0a7,#664c36,1655,#c4945c,#fcf3e2,#642b31,#a47065,#cdc0a7,#664c36,#cd853f,"(205, 133, 63)"
1655,#e4bc74,#fcfcec,#6f4f15,#8f6f61,#d4c9b4,#492c30,"https://api.nga.gov/iiif/494537e1-58ff-490e-8256-3bf6f5b7fab8/full/!800,800/0/default.jpg",1655,#e4bc74,#fcfcec,#6f4f15,#8f6f61,#d4c9b4,#492c30,1655,#e4bc74,#fcfcec,#6f4f15,#8f6f61,#d4c9b4,#492c30,#deb887,"(222, 184, 135)"
1602,#b4834d,#daccb1,#644424,#a98d66,#cabc9c,#242424,"https://api.nga.gov/iiif/7e7a7033-f96a-48b1-953c-697b3b15075e/full/!800,800/0/default.jpg",1602,#b4834d,#daccb1,#644424,#a98d66,#cabc9c,#242424,1602,#b4834d,#daccb1,#644424,#a98d66,#cabc9c,#242424,#cd853f,"(205, 133, 63)"
1620,#9e691a,#d8a770,#704210,#a58c63,#b5a786,#624a2b,"https://api.nga.gov/iiif/4819cafa-fa8e-445c-b594-58ba885443aa/full/!800,800/0/default.jpg",1620,#9e691a,#d8a770,#704210,#a58c63,#b5a786,#624a2b,1620,#9e691a,#d8a770,#704210,#a58c63,#b5a786,#624a2b,#a0522d,"(160, 82, 45)"
1655,#d4a464,#fcf4e4,#6b2830,#958d78,#cfc7af,#4a4541,"https://api.nga.gov/iiif/f5c5b80f-82f8-4a97-b40f-d62b80ae0ea5/full/!800,800/0/default.jpg",1655,#d4a464,#fcf4e4,#6b2830,#958d78,#cfc7af,#4a4541,1655,#d4a464,#fcf4e4,#6b2830,#958d78,#cfc7af,#4a4541,#bdb76b,"(189, 183, 107)"
1615,#bc3c34,#bda56a,#674022,#977a54,#c7bcbc,#634e2f,"https://api.nga.gov/iiif/166c3c06-3b04-4131-95ac-6c7340e172c9/full/!800,800/0/default.jpg",1615,#bc3c34,#bda56a,#674022,#977a54,#c7bcbc,#634e2f,1615,#bc3c34,#bda56a,#674022,#977a54,#c7bcbc,#634e2f,#a52a2a,"(165, 42, 42)"
1859,#9c6c44,#ce9e76,#563a22,#ac7c58,#cccccc,#67533a,"https://api.nga.gov/iiif/09b6443a-b636-48bd-8bd4-2979a1accf44/full/!800,800/0/default.jpg",1859,#9c6c44,#ce9e76,#563a22,#ac7c58,#cccccc,#67533a,1859,#9c6c44,#ce9e76,#563a22,#ac7c58,#cccccc,#67533a,#a0522d,"(160, 82, 45)"
1500,#bc6e46,#ca9274,#623621,#9b6548,#c4c4c3,#634737,"https://api.nga.gov/iiif/4ba0125d-68cc-4bea-9cbe-71b6f13aaea8/full/!800,800/0/default.jpg",1500,#bc6e46,#ca9274,#623621,#9b6548,#c4c4c3,#634737,1500,#bc6e46,#ca9274,#623621,#9b6548,#c4c4c3,#634737,#cd853f,"(205, 133, 63)"
1645,#9c6c44,#dcccac,#5b3b1f,#767565,#b9bcac,#34241c,"https://api.nga.gov/iiif/b9d543b3-e55a-490c-b72e-5b038071bc9c/full/!800,800/0/default.jpg",1645,#9c6c44,#dcccac,#5b3b1f,#767565,#b9bcac,#34241c,1645,#9c6c44,#dcccac,#5b3b1f,#767565,#b9bcac,#34241c,#a0522d,"(160, 82, 45)"
1575,#a86f44,#f4e3d2,#5e3e26,#a38268,#ece4d4,#4f474d,"https://api.nga.gov/iiif/0456dd31-8557-4b97-a124-55bb55422a27/full/!800,800/0/default.jpg",1575,#a86f44,#f4e3d2,#5e3e26,#a38268,#ece4d4,#4f474d,1575,#a86f44,#f4e3d2,#5e3e26,#a38268,#ece4d4,#4f474d,#a0522d,"(160, 82, 45)"
1660,#a26c41,#d39e7c,#4f3825,#a27655,#bc8865,#3c2c1f,"https://api.nga.gov/iiif/abb2963f-62ac-4cb6-a680-cb81755a8bcc/full/!800,800/0/default.jpg",1660,#a26c41,#d39e7c,#4f3825,#a27655,#bc8865,#3c2c1f,1660,#a26c41,#d39e7c,#4f3825,#a27655,#bc8865,#3c2c1f,#a0522d,"(160, 82, 45)"
1575,#c08c5c,#f4e4d4,#5f4124,#a37d61,#d0aca4,#684038,"https://api.nga.gov/iiif/7ff6bb81-6192-44b0-afd0-16832ebf2576/full/!800,800/0/default.jpg",1575,#c08c5c,#f4e4d4,#5f4124,#a37d61,#d0aca4,#684038,1575,#c08c5c,#f4e4d4,#5f4124,#a37d61,#d0aca4,#684038,#cd853f,"(205, 133, 63)"
1635,#932924,#dcae84,#61271c,#bb916c,,,"https://api.nga.gov/iiif/de464618-9272-44f2-860e-78a8b1478a95/full/!800,800/0/default.jpg",1635,#932924,#dcae84,#61271c,#bb916c,,,1635,#932924,#dcae84,#61271c,#bb916c,,,#a52a2a,"(165, 42, 42)"
1662,#123c8a,#b8d85c,#0a2974,#938c87,#bcb4b4,#3d384c,"https://api.nga.gov/iiif/d2120bc0-9e9a-4d0e-b8f3-de4e3c4c5de6/full/!800,800/0/default.jpg",1662,#123c8a,#b8d85c,#0a2974,#938c87,#bcb4b4,#3d384c,1662,#123c8a,#b8d85c,#0a2974,#938c87,#bcb4b4,#3d384c,#191970,"(25, 25, 112)"
1575,#ccaa73,#e4c59a,#917544,#af9463,#d5c7ac,#6c543a,"https://api.nga.gov/iiif/1e1bd3d1-2f5d-4d0e-8fd3-b5e5be4c78cc/full/!800,800/0/default.jpg",1575,#ccaa73,#e4c59a,#917544,#af9463,#d5c7ac,#6c543a,1575,#ccaa73,#e4c59a,#917544,#af9463,#d5c7ac,#6c543a,#bdb76b,"(189, 183, 107)"
1575,#d48c64,#f4e3d2,#67371c,#a38772,#d0b79b,#5b504a,"https://api.nga.gov/iiif/d31bfa0c-4f14-4383-a544-c2e3df859513/full/!800,800/0/default.jpg",1575,#d48c64,#f4e3d2,#67371c,#a38772,#d0b79b,#5b504a,1575,#d48c64,#f4e3d2,#67371c,#a38772,#d0b79b,#5b504a,#e9967a,"(233, 150, 122)"
1650,#cdb58b,#dcc4a4,#5c4927,#9c7c5c,#d4c0a0,#605540,"https://api.nga.gov/iiif/9603f929-b4ef-45b3-add2-1c914ac55cf2/full/!800,800/0/default.jpg",1650,#cdb58b,#dcc4a4,#5c4927,#9c7c5c,#d4c0a0,#605540,1650,#cdb58b,#dcc4a4,#5c4927,#9c7c5c,#d4c0a0,#605540,#d2b48c,"(210, 180, 140)"
1622,#c68536,#ecb893,#592c23,#ae7b57,#d5bfa9,#634331,"https://api.nga.gov/iiif/7d846603-308b-4db8-89bd-6e21a3367a39/full/!800,800/0/default.jpg",1622,#c68536,#ecb893,#592c23,#ae7b57,#d5bfa9,#634331,1622,#c68536,#ecb893,#592c23,#ae7b57,#d5bfa9,#634331,#cd853f,"(205, 133, 63)"
1860,#bc845a,#e4c7a3,#5c341c,#a58063,#d4bc9e,#43322b,"https://api.nga.gov/iiif/d375a8e0-71ba-461f-ae4d-3831195e556b/full/!800,800/0/default.jpg",1860,#bc845a,#e4c7a3,#5c341c,#a58063,#d4bc9e,#43322b,1860,#bc845a,#e4c7a3,#5c341c,#a58063,#d4bc9e,#43322b,#cd853f,"(205, 133, 63)"
1575,#ce7076,#fcdccc,#622125,#9e9567,#c2c496,#524b3f,"https://api.nga.gov/iiif/93a78da0-ef42-4a5d-9ec4-35a22fa5f2c2/full/!800,800/0/default.jpg",1575,#ce7076,#fcdccc,#622125,#9e9567,#c2c496,#524b3f,1575,#ce7076,#fcdccc,#622125,#9e9567,#c2c496,#524b3f,#db7093,"(219, 112, 147)"
1662,#ac6404,#e7b344,#3b2a0e,#64a46c,#e4d4d4,#433921,"https://api.nga.gov/iiif/b7221a8e-1c8d-47c1-b326-4868976295a7/full/!800,800/0/default.jpg",1662,#ac6404,#e7b344,#3b2a0e,#64a46c,#e4d4d4,#433921,1662,#ac6404,#e7b344,#3b2a0e,#64a46c,#e4d4d4,#433921,#b8860b,"(184, 134, 11)"
1596,#a47444,#ecdcbc,#5d4226,#9e907d,#d3c4ad,#4c3c39,"https://api.nga.gov/iiif/09b8d32c-03cf-4fa4-8a08-e0eed7bc1d6f/full/!800,800/0/default.jpg",1596,#a47444,#ecdcbc,#5d4226,#9e907d,#d3c4ad,#4c3c39,1596,#a47444,#ecdcbc,#5d4226,#9e907d,#d3c4ad,#4c3c39,#a0522d,"(160, 82, 45)"
1662,#a47c4e,#dac49c,#243464,#7f8998,#d7c3aa,#544844,"https://api.nga.gov/iiif/f8a0c0fb-bf0d-41a1-9bb2-dc0f5b578ad3/full/!800,800/0/default.jpg",1662,#a47c4e,#dac49c,#243464,#7f8998,#d7c3aa,#544844,1662,#a47c4e,#dac49c,#243464,#7f8998,#d7c3aa,#544844,#cd853f,"(205, 133, 63)"
1662,#cb9937,#f0dda0,#68281e,#88807d,#d2c1aa,#6b5c3d,"https://api.nga.gov/iiif/642ed6a0-17d3-4d66-b5bb-6e4943990064/full/!800,800/0/default.jpg",1662,#cb9937,#f0dda0,#68281e,#88807d,#d2c1aa,#6b5c3d,1662,#cb9937,#f0dda0,#68281e,#88807d,#d2c1aa,#6b5c3d,#cd853f,"(205, 133, 63)"
1662,#cc9c44,#f5e7d0,#327a3c,#7c7474,#d1b39a,#50592e,"https://api.nga.gov/iiif/fa3d5da3-17da-4f05-9030-bfbc979fcd5a/full/!800,800/0/default.jpg",1662,#cc9c44,#f5e7d0,#327a3c,#7c7474,#d1b39a,#50592e,1662,#cc9c44,#f5e7d0,#327a3c,#7c7474,#d1b39a,#50592e,#cd853f,"(205, 133, 63)"
1575,#cc8878,#fcf4ec,#602f24,#b0866f,#d4accc,#7e604b,"https://api.nga.gov/iiif/5708ba4f-f06a-4a7e-a967-94aa955b5db5/full/!800,800/0/default.jpg",1575,#cc8878,#fcf4ec,#602f24,#b0866f,#d4accc,#7e604b,1575,#cc8878,#fcf4ec,#602f24,#b0866f,#d4accc,#7e604b,#bc8f8f,"(188, 143, 143)"
1675,#9c4430,#ddc48a,#603926,#8b6f4e,#bcbcbc,#503626,"https://api.nga.gov/iiif/a7f34686-f4be-4eba-8892-e4b9f8ac1302/full/!800,800/0/default.jpg",1675,#9c4430,#ddc48a,#603926,#8b6f4e,#bcbcbc,#503626,1675,#9c4430,#ddc48a,#603926,#8b6f4e,#bcbcbc,#503626,#a0522d,"(160, 82, 45)"
1552,#845c3c,#dfbca9,#5c3b2b,#ac7c6c,#d4c4ac,#543c2c,"https://api.nga.gov/iiif/341d8dda-f3a0-4d32-a6de-22c562030d8d/full/!800,800/0/default.jpg",1552,#845c3c,#dfbca9,#5c3b2b,#ac7c6c,#d4c4ac,#543c2c,1552,#845c3c,#dfbca9,#5c3b2b,#ac7c6c,#d4c4ac,#543c2c,#a0522d,"(160, 82, 45)"
1655,#ccaf8f,#fcf4e3,#5b4329,#b08470,#cac0a8,#403938,"https://api.nga.gov/iiif/c77a212f-c3cc-45a1-a4f0-48bc6400fa0c/full/!800,800/0/default.jpg",1655,#ccaf8f,#fcf4e3,#5b4329,#b08470,#cac0a8,#403938,1655,#ccaf8f,#fcf4e3,#5b4329,#b08470,#cac0a8,#403938,#d2b48c,"(210, 180, 140)"
1602,#b08858,#efdac2,#5a442a,#9c846a,#c8b19b,#55493f,"https://api.nga.gov/iiif/21cf735c-0c17-4555-8436-32a5a7017d0d/full/!800,800/0/default.jpg",1602,#b08858,#efdac2,#5a442a,#9c846a,#c8b19b,#55493f,1602,#b08858,#efdac2,#5a442a,#9c846a,#c8b19b,#55493f,#cd853f,"(205, 133, 63)"
1701,#9c3f21,#d6ada1,#681c1f,#a15d54,#c9bab4,#52362d,"https://api.nga.gov/iiif/833f360c-bb08-4e0d-ac01-1c33b0b6d47e/full/!800,800/0/default.jpg",1700,#9c3f21,#d6ada1,#681c1f,#a15d54,#c9bab4,#52362d,1700,#9c3f21,#d6ada1,#681c1f,#a15d54,#c9bab4,#52362d,#a0522d,"(160, 82, 45)"
1625,#ab7319,#dbc48e,#694229,#b88d5c,#c0b48c,#4c3427,"https://api.nga.gov/iiif/6f5bf932-dc12-4e23-8fca-fb8e55f603cb/full/!800,800/0/default.jpg",1625,#ab7319,#dbc48e,#694229,#b88d5c,#c0b48c,#4c3427,1625,#ab7319,#dbc48e,#694229,#b88d5c,#c0b48c,#4c3427,#b8860b,"(184, 134, 11)"
1631,#b1864d,#dccca4,#644c2c,#ac9464,#b9a387,#503f32,"https://api.nga.gov/iiif/6e74d385-ddf3-486a-b2c6-8cfe6609d6bc/full/!800,800/0/default.jpg",1631,#b1864d,#dccca4,#644c2c,#ac9464,#b9a387,#503f32,1631,#b1864d,#dccca4,#644c2c,#ac9464,#b9a387,#503f32,#cd853f,"(205, 133, 63)"
1600,#9c6c3c,#d6b88d,#5c3f24,#a78462,#c4a685,#5f4937,"https://api.nga.gov/iiif/c2f8f41e-d9aa-4776-be2a-7c8b2cd014da/full/!800,800/0/default.jpg",1600,#9c6c3c,#d6b88d,#5c3f24,#a78462,#c4a685,#5f4937,1600,#9c6c3c,#d6b88d,#5c3f24,#a78462,#c4a685,#5f4937,#a0522d,"(160, 82, 45)"
1663,#b47854,#f0ebd3,#885434,#9b8365,#ccbea1,#594e42,"https://api.nga.gov/iiif/815220c0-5a0a-4994-9529-69b097ebe8c1/full/!800,800/0/default.jpg",1663,#b47854,#f0ebd3,#885434,#9b8365,#ccbea1,#594e42,1663,#b47854,#f0ebd3,#885434,#9b8365,#ccbea1,#594e42,#cd853f,"(205, 133, 63)"
1662,#c29a43,#e4d3c2,#1c5c6c,#9b8864,#cbbfae,#584b30,"https://api.nga.gov/iiif/dc2e8618-c8b7-43d4-b05e-4bd4b1cdf00c/full/!800,800/0/default.jpg",1662,#c29a43,#e4d3c2,#1c5c6c,#9b8864,#cbbfae,#584b30,1662,#c29a43,#e4d3c2,#1c5c6c,#9b8864,#cbbfae,#584b30,#cd853f,"(205, 133, 63)"
1655,#cc9c5c,#f9dcac,#6c2c32,#996f60,#cdc0a7,#5a4731,"https://api.nga.gov/iiif/d802e83a-9121-410c-b845-75fb80d5d4e0/full/!800,800/0/default.jpg",1655,#cc9c5c,#f9dcac,#6c2c32,#996f60,#cdc0a7,#5a4731,1655,#cc9c5c,#f9dcac,#6c2c32,#996f60,#cdc0a7,#5a4731,#bdb76b,"(189, 183, 107)"
