Begin Year,Vibrant,LightVibrant,DarkVibrant,Muted,LightMuted,DarkMuted,Image URL
1855,"#c49040","#d8be9c","#65491f","#977f65","#ccb493","#45352c","https://api.nga.gov/iiif/e99eabef-227d-48ec-b766-a338f197740e/full/!200,200/0/default.jpg"
1894,"#dcb480","#e4bc84","#67471c","#9a7d5e","#b89770","#54443b","https://api.nga.gov/iiif/f9f2121a-56a9-4f80-8d16-a167711f6b76/full/!200,200/0/default.jpg"
1884,"#bca864","#ccb495","#5c5028","#c4b494","#ccbc9a","#746c54","https://api.nga.gov/iiif/9628797f-4942-42ee-872a-a49a1a5218b0/full/!200,200/0/default.jpg"
1802,"#6cb050","#e4d4c4","#375b29","#9d8f81","#e4d4cc","#5b473f","https://api.nga.gov/iiif/f48e1fa0-17fb-4063-bcac-3e456f5f4788/full/!200,200/0/default.jpg"
1896,"#d4b48c","#dcbc9c","#604524","#c4ac89","#d4bc9c",,"https://api.nga.gov/iiif/7febe07b-d573-4a3a-84c0-f67dc0a8f58f/full/!200,200/0/default.jpg"
1891,"#d8b068","#ece3cb","#694d1b","#8a7f6c","#c2b79d","#554c44","https://api.nga.gov/iiif/fd0cf5e3-b684-4efd-99b2-3b33cbf10a3c/full/!200,200/0/default.jpg"
1796,"#c0ac50","#e8dc90","#615623","#ac9e89","#ccbca5","#5c524c","https://api.nga.gov/iiif/09049b5f-8ef7-48c7-a61f-2aaae92c6f93/full/!200,200/0/default.jpg"
1500,"#c4a373",,,,,,"https://api.nga.gov/iiif/57e63a68-48ea-47b1-a79c-445521e7cf81/full/!200,200/0/default.jpg"
1800,"#c0b054","#e4d4ba","#605723","#938a78","#d4c4aa","#525044","https://api.nga.gov/iiif/bba7ebf0-d9aa-4c28-a175-778e48043589/full/!200,200/0/default.jpg"
1480,"#6c4c31",,,,,,"https://api.nga.gov/iiif/1595ea1a-2edb-4ffc-bcd2-0a1980bad4ab/full/!200,200/0/default.jpg"
1893,"#c46090","#ecd4a9","#602341","#a58d6f","#c4a986","#594b3c","https://api.nga.gov/iiif/62d24bd9-e9d9-415c-bba9-6f2f3f1a872f/full/!200,200/0/default.jpg"
1880,"#d47c60","#ecdcbc","#682e1c","#998467","#d4c4a4","#7e6a50","https://api.nga.gov/iiif/41e22df0-c0df-4154-9e42-a1da657e4efb/full/!200,200/0/default.jpg"
1837,"#c05850","#ecdcc4","#612723","#908470","#cec1a8","#675c50","https://api.nga.gov/iiif/48e7922f-7294-4af6-9b95-95295d487942/full/!200,200/0/default.jpg"
1847,"#c4a47c","#ecd4ac","#5b4529","#ad9474","#c1a986","#625241","https://api.nga.gov/iiif/eddf1577-f396-4de4-890b-974f648a69db/full/!200,200/0/default.jpg"
1624,"#c480a4",,,,,,"https://api.nga.gov/iiif/0f3fcb64-1426-4534-b886-eefef465f09d/full/!200,200/0/default.jpg"
1782,"#d86048","#f4dcb4","#6d2517","#996d50","#d4bfa1","#735038","https://api.nga.gov/iiif/bd4024e5-fb07-4424-907e-5aaa442e05fc/full/!200,200/0/default.jpg"
1890,"#bc945c","#cfb485","#5d4626","#b49460","#bc9464","#97784b","https://api.nga.gov/iiif/89b28d68-da17-4a2a-89d4-d4835d247f12/full/!200,200/0/default.jpg"
1645,"#b09838","#ddccac","#ac4838","#8c7b68","#d4bfa4","#54493d","https://api.nga.gov/iiif/04fe4ffa-9876-45e2-bfd2-d19d63bc1b50/full/!200,200/0/default.jpg"
1888,"#d47c64","#e4d3b4","#672c1c","#887860","#d4c4a8",,"https://api.nga.gov/iiif/d7967980-87e1-46f8-ae90-b91bde58c44d/full/!200,200/0/default.jpg"
1897,"#b4a854",,,,,,"https://api.nga.gov/iiif/9a7a4eb4-eac0-4fb4-9f99-1dfe66d95321/full/!200,200/0/default.jpg"
1490,"#9e7c4c","#c2a27c","#4d351b","#a1825d","#af946d","#584632","https://api.nga.gov/iiif/257a50f7-f83b-4616-be7f-9c0b5f376424/full/!200,200/0/default.jpg"
1809,"#c8bc60","#ece4d4","#625b22","#a3998d","#ddd2c6","#4c4444","https://api.nga.gov/iiif/e399ee0e-c2b3-4ac8-9f7d-2e585e6a972b/full/!200,200/0/default.jpg"
1600,"#6c4834",,,,,,"https://api.nga.gov/iiif/da4eb088-070e-48d3-9f18-20024ff10ced/full/!200,200/0/default.jpg"
1838,"#c4645c","#ece4d4","#612823","#9a968c","#e4daca","#4b4842","https://api.nga.gov/iiif/6feb8ad7-4a0d-4544-80d0-c150025fe18a/full/!200,200/0/default.jpg"
1885,"#c0cc84","#f4dcc4","#545d26","#be9c82","#ccb69e",,"https://api.nga.gov/iiif/eb6fe2df-c0a3-46fa-a44b-95c822d98095/full/!200,200/0/default.jpg"
1500,"#c0589c","#dccab2","#60244b","#948371","#d4c2ab","#67584d","https://api.nga.gov/iiif/a9806d31-5663-43d7-9467-c2d9406ea7eb/full/!200,200/0/default.jpg"
1865,"#ac3c38","#e4dcbc","#343090","#908c7e","#dcd3c2","#464536","https://api.nga.gov/iiif/3a27c023-34bd-4171-aeea-1e243969c130/full/!200,200/0/default.jpg"
1500,"#9c2c8c","#c484b0","#533c24","#847c74","#cec6bb","#4d3d30","https://api.nga.gov/iiif/3c8a7c40-d1d3-4a99-b9fb-e3d0bc49cd62/full/!200,200/0/default.jpg"
1590,"#509840",,,,,,"https://api.nga.gov/iiif/18699d1d-578a-41f8-82a6-fd41b3962969/full/!200,200/0/default.jpg"
1600,"#b09844","#d4bca4","#5f5224","#7e6e5c","#c4b49c","#605447","https://api.nga.gov/iiif/ffde0b2f-d079-4503-a909-4d33fe32e953/full/!200,200/0/default.jpg"
1800,"#b8c468","#ecd3bb","#575f25","#878074","#c9b9a6","#645d54","https://api.nga.gov/iiif/b5ff993a-f482-4d34-b006-f51fb322de8f/full/!200,200/0/default.jpg"
1622,"#d06858","#f4e4cc","#67271d","#887a69","#d1c2ae","#584838","https://api.nga.gov/iiif/ca4ea3a6-253b-4556-9d6b-1cea0f9e3908/full/!200,200/0/default.jpg"
1800,"#d088a0","#e4d4b4","#5f2538","#a58d74","#ccbda3","#544c44","https://api.nga.gov/iiif/367e879d-930b-4dd2-9c96-1ef84d22ca6c/full/!200,200/0/default.jpg"
1800,"#4ca444","#ecdac3","#2b5d26","#858475","#e4d6c4","#45453c","https://api.nga.gov/iiif/30e0b96a-3be3-403a-985c-27b930869aca/full/!200,200/0/default.jpg"
1480,"#c8a977","#eccc91","#5e4826","#ad9267","#bc9c7c","#877151","https://api.nga.gov/iiif/1ed6d84a-8a31-441b-9046-65cffe6db06e/full/!200,200/0/default.jpg"
1895,"#a45a46",,,,,,"https://api.nga.gov/iiif/dd96888a-8f32-4cff-b34f-149026553b29/full/!200,200/0/default.jpg"
1870,"#c4b050","#f4e4cc","#635721","#9c917c","#c0b499","#5e574e","https://api.nga.gov/iiif/60f0633b-1351-468c-9a5e-e417dd6e2e43/full/!200,200/0/default.jpg"
1744,"#c0ac60","#d4bca4","#5e5325","#998874","#d4c4ac","#82715f","https://api.nga.gov/iiif/96c32540-1c5a-4f5f-9b42-e2fdf4a8f207/full/!200,200/0/default.jpg"
1800,"#b0a04c","#e4ccb3","#5c5427","#8c8474","#d7c4ac","#5c5549","https://api.nga.gov/iiif/dbad16a4-d7bd-4789-8735-a412372426e7/full/!200,200/0/default.jpg"
1800,"#bcb050","#e4d4c4","#5f5924","#8b857c","#e4dccb","#4c4c44","https://api.nga.gov/iiif/b8082c92-c8f9-42bb-934e-e902ab26020e/full/!200,200/0/default.jpg"
1885,"#c0645c",,,,,,"https://api.nga.gov/iiif/418aefbc-384a-41eb-b03e-37da2d92f740/full/!200,200/0/default.jpg"
1771,"#c48c74","#d4bc9c","#5d3727","#b0a187","#ccbca4",,"https://api.nga.gov/iiif/ba414459-9d4b-4a05-8945-f7157f883fb0/full/!200,200/0/default.jpg"
1790,"#b88420","#e6c88a","#75531c","#ad9152","#bca268","#3f3328","https://api.nga.gov/iiif/f9cb9e95-adf8-4732-a740-62b7885a4f43/full/!200,200/0/default.jpg"
1867,"#c46450","#e4c4a3","#632c21","#9a8972","#ccb595","#534c44","https://api.nga.gov/iiif/525f204a-225f-402e-bfd0-80918b996412/full/!200,200/0/default.jpg"
1861,"#b874c0","#b874c0","#5f5b1f","#846649","#c3bfad","#6a672e","https://api.nga.gov/iiif/cbf2c5ad-723d-4327-ab55-f5c633b8da82/full/!200,200/0/default.jpg"
1860,"#af6f4f","#dfd5bc","#2c1c14","#8c7b6b","#d0c4ac","#544438","https://api.nga.gov/iiif/8706d69a-d8a3-4a5c-9211-f465c4901d30/full/!200,200/0/default.jpg"
1790,"#78c46c","#e4d1b8","#2d5e25","#88847a","#dccfb8","#6f6a65","https://api.nga.gov/iiif/bd39cbfb-04f0-4eb4-8443-08ee0fb48966/full/!200,200/0/default.jpg"
1890,"#bd9464","#bc946c","#62562c","#a48464","#b7a083","#50442a","https://api.nga.gov/iiif/8a8a22b6-aebc-4bff-b123-b265a7b4a1c9/full/!200,200/0/default.jpg"
1800,"#cc68b0","#f4e4d3","#632150","#7064b0","#ece4d3","#544c46","https://api.nga.gov/iiif/fc7f6ff8-1491-4f79-ade8-bf418cbc8fed/full/!200,200/0/default.jpg"
1854,"#c8782c","#e3d4c3","#3b2515","#a88e6d","#e4dcc4","#725034","https://api.nga.gov/iiif/d823aa3c-66a7-4768-bb73-04bfff9c9f08/full/!200,200/0/default.jpg"
1894,"#988840",,,,,,"https://api.nga.gov/iiif/40909689-5402-485e-902b-10ac4fbe4721/full/!200,200/0/default.jpg"
1800,"#b08146","#caa561","#583424","#946c44",,,"https://api.nga.gov/iiif/2eb6afc9-684f-409b-b72f-1c629f82e144/full/!200,200/0/default.jpg"
1880,"#a0b058",,,,,,"https://api.nga.gov/iiif/b556e9ca-7127-4b9e-944e-9d4d6ef1800b/full/!200,200/0/default.jpg"
1600,"#9c343d",,,,,,"https://api.nga.gov/iiif/67bf6e5d-21e1-4df7-acb2-55c4439ef3ac/full/!200,200/0/default.jpg"
1800,"#b85898","#e4d4b9","#5d274b","#58a498","#d4c4ae","#544c3c","https://api.nga.gov/iiif/9b0f2b83-a2e5-405d-aa97-0f1e8d036185/full/!200,200/0/default.jpg"
1740,"#c8b07c",,,,,,"https://api.nga.gov/iiif/96d0a15c-9a96-44a0-81be-e5d5c4872451/full/!200,200/0/default.jpg"
1500,"#c8b06c",,,,,,"https://api.nga.gov/iiif/4060fb7e-03a2-4647-acab-76745c777d50/full/!200,200/0/default.jpg"
1834,"#d0c860","#fcf4ec","#66611e","#8b8474","#c5bbaf","#49443e","https://api.nga.gov/iiif/0dc3efc4-65a6-4f1f-8332-d8cb8a22c5ba/full/!200,200/0/default.jpg"
1590,"#b88c58","#bfa378","#6c441c","#a48c56","#948e8a","#5d4930","https://api.nga.gov/iiif/8f547756-c127-4002-a2fb-4f518036548f/full/!200,200/0/default.jpg"
1819,"#74542c",,,,,,"https://api.nga.gov/iiif/7e8ea811-1468-4bc0-b1f0-1fd9264a9078/full/!200,200/0/default.jpg"
1800,"#d8b868","#dcccb2","#69531b","#8c8375","#ccbda7","#4a4941","https://api.nga.gov/iiif/0a4ccedd-be10-4c87-8e2e-e33700cc8fa7/full/!200,200/0/default.jpg"
1750,"#aca048",,,,,,"https://api.nga.gov/iiif/b96c84f3-f8ec-45a6-bc6c-76e2de7923c7/full/!200,200/0/default.jpg"
1500,"#b78e4c","#caa05c","#4c2c04","#a3814d",,,"https://api.nga.gov/iiif/37457dc1-20c0-4640-9141-af309dfe05b8/full/!200,200/0/default.jpg"
1831,"#c05448","#fce6d0","#622821","#8d7e72","#ccb8a1","#574d47","https://api.nga.gov/iiif/aa3e5e14-5e8b-42e7-b6a6-52456c742b1c/full/!200,200/0/default.jpg"
1500,"#b2904c",,,,,,"https://api.nga.gov/iiif/6c8d7e2e-7aeb-4b5c-ae68-9386a53a5fc3/full/!200,200/0/default.jpg"
1895,"#4c74b6",,,,,,"https://api.nga.gov/iiif/0b8150a4-d11d-4abc-b381-bf93a2c3bc88/full/!200,200/0/default.jpg"
1600,"#60a848",,,,,,"https://api.nga.gov/iiif/67c6a189-9c5a-403a-9e07-7b2f3eba6258/full/!200,200/0/default.jpg"
1890,"#ccb494","#d8b898","#59452a","#9b886e","#c4ac8b","#88744c","https://api.nga.gov/iiif/b42ecc41-4b4a-4bec-9d1e-fad2bab3b390/full/!200,200/0/default.jpg"
1895,"#a89450",,,,,,"https://api.nga.gov/iiif/a334cc88-4433-4856-9b6d-1f700580cf6a/full/!200,200/0/default.jpg"
1778,"#bc5ca0","#e7dbc8","#5d264d","#84786c","#ccbca5","#61584e","https://api.nga.gov/iiif/8bd5e5cc-e64e-484a-a529-4e08b2ecf34b/full/!200,200/0/default.jpg"
1500,"#6632cc",,,,,,"https://api.nga.gov/iiif/26a69a39-58ee-4f20-9cc8-3504dc3baf08/full/!200,200/0/default.jpg"
1600,"#cc6cb0","#f4ecd4","#62224f","#847968","#ccc1ae","#594e44","https://api.nga.gov/iiif/6fc160e8-d2c3-494d-ae9e-6a4b68fe4fbd/full/!200,200/0/default.jpg"
1800,"#ccc470","#ece4d4","#615c22","#7874b4","#c6c1b5","#626258","https://api.nga.gov/iiif/01a3fa2b-0003-479e-b34e-be99266c2550/full/!200,200/0/default.jpg"
1893,"#a4983c",,,,,,"https://api.nga.gov/iiif/31d2f9b9-2f72-43ed-8265-387a3f38df21/full/!200,200/0/default.jpg"
1500,"#705c2c",,,,,,"https://api.nga.gov/iiif/d092b17f-3b60-457a-ac39-900765fa8091/full/!200,200/0/default.jpg"
1470,"#df9364","#dfbf94","#774828","#a48258","#c29d72","#80724e","https://api.nga.gov/iiif/91b00626-a5a4-4aa9-92c8-b28d4930454b/full/!200,200/0/default.jpg"
1652,"#90c8d0",,,,,,"https://api.nga.gov/iiif/df37b986-74f4-47fb-839e-45a42b798a00/full/!200,200/0/default.jpg"
1800,"#c4645c","#ecdccb","#612823","#64b4ac","#dccfc1","#54534d","https://api.nga.gov/iiif/6bbae79f-7a87-406a-9467-1b7cf503426f/full/!200,200/0/default.jpg"
1735,"#b05850",,,,,,"https://api.nga.gov/iiif/b2ce8e1a-3c0e-4a2d-96c4-92a5f982ea12/full/!200,200/0/default.jpg"
1662,"#ce9a2f","#deb13c","#866724","#8d8271","#dccccc","#56493b","https://api.nga.gov/iiif/3ba32558-dca7-4ec4-9f69-88a534e2e469/full/!200,200/0/default.jpg"
1900,"#c474ac","#ece0cc","#5d274d","#8c7e6f","#d0c4ab","#6a6256","https://api.nga.gov/iiif/76a42117-9aed-4cec-aacb-bc0ce5790c30/full/!200,200/0/default.jpg"
1475,"#c1a67b","#dcc096","#66352c","#a08869","#c4b48e","#563e35","https://api.nga.gov/iiif/14e76bff-0d50-4e70-9e4a-27e0c8b3ab38/full/!200,200/0/default.jpg"
1592,"#d47868","#f4ecdc","#67281d","#897e6d","#cec1af","#6a6252","https://api.nga.gov/iiif/c0cfc2f9-6d1a-406b-b24b-51535954c167/full/!200,200/0/default.jpg"
1800,"#c46860","#ece4d6","#602823","#9a958c","#c5bdb4","#52504a","https://api.nga.gov/iiif/8cc74c6d-f384-436a-af11-fabc2c6c1921/full/!200,200/0/default.jpg"
1785,"#d1986a","#e4ac80","#653e1f","#a0936b","#cac2a8","#7e7a5b","https://api.nga.gov/iiif/a76978c1-1e60-476b-8dd3-f80a9a28f2d8/full/!200,200/0/default.jpg"
1575,"#6cbc54","#f4e3ca","#325f25","#a28267","#cdbfad","#745444","https://api.nga.gov/iiif/5855ca9e-a6b2-4f18-88f8-119b6a5406f2/full/!200,200/0/default.jpg"
1848,"#50b44c","#f4ece4","#295d27","#504cb0","#bfb8b6","#393634","https://api.nga.gov/iiif/8fe12589-e17a-46cb-907c-4e7f03823d03/full/!200,200/0/default.jpg"
1816,"#ac5044","#dcccb4","#589c44","#938574","#d1c1ac","#635548","https://api.nga.gov/iiif/523155c8-384b-486a-a27a-c6c110f786bb/full/!200,200/0/default.jpg"
1559,"#cc9c58",,,,,,"https://api.nga.gov/iiif/1217d889-6dff-4a41-83aa-f2c6e9ad2d27/full/!200,200/0/default.jpg"
1890,"#84b054","#e4cca4","#435a29","#9c8464","#d4bd9d","#6c5c44","https://api.nga.gov/iiif/8abad53a-dff8-417f-a1cd-128c1be90403/full/!200,200/0/default.jpg"
1800,"#b8c070","#dfcab4","#565c28","#8c8474","#c7b7a2","#746c60","https://api.nga.gov/iiif/a05d4e11-296b-437d-b536-1aa82c28691f/full/!200,200/0/default.jpg"
1854,"#b48b63","#dc74cc","#6c462e","#a48260","#cccabc","#826242","https://api.nga.gov/iiif/e33b7c36-81c3-438a-ae75-5323bac13cd4/full/!200,200/0/default.jpg"
1626,"#b86c5c","#dcc4b1","#5c3128","#918474","#d2c0ac","#796c5d","https://api.nga.gov/iiif/2796bde6-c825-4842-a023-079884237ff2/full/!200,200/0/default.jpg"
1837,"#ccb190","#fcecd4","#5a4429","#908566","#d6c6a8","#6a5948","https://api.nga.gov/iiif/3cb5e766-59cb-4e39-af68-0c98ddae36e1/full/!200,200/0/default.jpg"
1838,"#bc7c64","#dcc7a1","#57391e","#a99775","#bfae8b","#54432d","https://api.nga.gov/iiif/d0c57166-ee9c-4723-898c-dc69592a3654/full/!200,200/0/default.jpg"
1853,"#c86860","#ecdccc","#622722","#807c74","#e4d7c7","#504e47","https://api.nga.gov/iiif/35b4ca3c-ce94-41ce-a504-dc2ac89242d3/full/!200,200/0/default.jpg"
1500,"#70387c",,,,,,"https://api.nga.gov/iiif/fe06381c-9d05-46bf-bf42-b1dc9a370480/full/!200,200/0/default.jpg"
1837,"#bc7c5c","#fce4bc","#5d3926","#998875","#c5b59b","#4c3e34","https://api.nga.gov/iiif/6ae6e075-fa95-45ad-80a5-3706b06459a2/full/!200,200/0/default.jpg"
1891,"#c0c86c","#ecdcc4","#5b6024","#948c7c","#d4c4b1","#544f45","https://api.nga.gov/iiif/c5c108aa-1f9a-4b2c-b68b-f504d5e0071b/full/!200,200/0/default.jpg"
1860,"#bc5498","#dccaab","#5f254b","#847664","#d4c4a6","#62564c","https://api.nga.gov/iiif/622ee797-86f9-4e7e-94a2-8333ffead3d8/full/!200,200/0/default.jpg"
1662,"#c46858","#dccbb2","#612c22","#988874","#d4c4ac","#796b5c","https://api.nga.gov/iiif/044fb731-8eb0-4eb0-ae35-8d30e3d9d754/full/!200,200/0/default.jpg"
1600,"#a44c48",,,,,,"https://api.nga.gov/iiif/c3cb1593-2201-4659-969b-3ffa5f502c60/full/!200,200/0/default.jpg"
1852,"#b8705c","#d4bc9c","#5c3328","#c4b394","#ccbc9c","#6c5c4c","https://api.nga.gov/iiif/5fe42974-defd-4a56-ac73-4b4e8dc227ff/full/!200,200/0/default.jpg"
1762,"#d1a484","#dcb49a","#603d24","#c4ac9c","#e4dccc",,"https://api.nga.gov/iiif/dd56604d-3aa3-4066-9234-7372bc40b212/full/!200,200/0/default.jpg"
1800,"#b4549c","#e4d4c4","#5c284f","#807a6f","#ccc0b0","#43433c","https://api.nga.gov/iiif/f13a8729-eb23-4547-84ed-c2401852db02/full/!200,200/0/default.jpg"
1867,"#b28454","#ccb395","#916941","#9c836a","#c4b090","#6e5444","https://api.nga.gov/iiif/cd462e39-1d85-452d-9ec4-9a5b736159b5/full/!200,200/0/default.jpg"
1800,"#ccb493","#ecd4b4","#5a462a","#a49270","#d4c4a0",,"https://api.nga.gov/iiif/aaaf3169-8a72-40d2-b22e-d6865e096eb1/full/!200,200/0/default.jpg"
1800,"#b8584c","#ecd4c4","#5e2c25","#8e8575","#ccbaa3","#46463d","https://api.nga.gov/iiif/c6ba041e-8779-4ba3-a312-9d8820b59fc9/full/!200,200/0/default.jpg"
1830,"#4c7ca4","#ece4d4","#244e60","#a4845c","#d4cfc1","#375868","https://api.nga.gov/iiif/f61d3b91-ae4a-44fe-8e1a-50c83a041570/full/!200,200/0/default.jpg"
1855,"#cc9b58","#d0a45d","#62161b","#a88454","#b3a594","#383f4c","https://api.nga.gov/iiif/993d7b21-1085-43fb-af23-8bea9d21cd62/full/!200,200/0/default.jpg"
1804,"#b04c94","#e4d4c4","#5c274d","#a38a75","#dcccc0","#4c443c","https://api.nga.gov/iiif/a4b0cbe3-17cb-4c30-9530-7b32aaff01c9/full/!200,200/0/default.jpg"
1899,"#d8c078","#dfcbac","#66541d","#a4947c","#d4c4a4","#443c34","https://api.nga.gov/iiif/a4412a82-e3cd-4d65-817f-e4c3608d6190/full/!200,200/0/default.jpg"
1500,"#cc6458","#fcecdc","#65261f","#7d6c5c","#ceb99c","#615349","https://api.nga.gov/iiif/c4a21d9e-29a2-40dc-883b-049788a2af4f/full/!200,200/0/default.jpg"
1839,"#8c348c",,,,,,"https://api.nga.gov/iiif/4ef0660e-88b7-446b-ac45-99c888e68894/full/!200,200/0/default.jpg"
1880,"#c76737",,,,,,"https://api.nga.gov/iiif/540391c9-f6be-4e3f-8bd5-ce12559d6c38/full/!200,200/0/default.jpg"
1884,"#a8407c","#d4c4a3","#483420","#a5825b","#ccba99","#56412c","https://api.nga.gov/iiif/3dde16a8-eeea-407e-b747-aff3c0fe603d/full/!200,200/0/default.jpg"
1643,"#a08c34",,,,,,"https://api.nga.gov/iiif/2801345f-04fe-402f-86fd-9577cda8425e/full/!200,200/0/default.jpg"
1880,"#c8903c","#ccaa86","#402c1c","#bc9c7c","#d1c7bb","#5f3435","https://api.nga.gov/iiif/ce8db11a-804c-4ca8-b820-d78ed5ba6996/full/!200,200/0/default.jpg"
1752,"#d88870","#ecd4bc","#682d1c","#907c6c","#d4c4ab","#84745c","https://api.nga.gov/iiif/e1c4c542-6bc2-4ed0-a410-046057e74c2f/full/!200,200/0/default.jpg"
1900,"#bc4c44","#e4d4b4","#612722","#54ac90","#d4c5ad","#4b4439","https://api.nga.gov/iiif/4207c10a-5193-4d7d-8c92-eaa0135c0dd8/full/!200,200/0/default.jpg"
1890,"#d1bc94","#e4ccb4","#5c4a27","#b0a28a","#d4c4a8",,"https://api.nga.gov/iiif/96361b07-2112-4db9-a720-e0a306a6cdbe/full/!200,200/0/default.jpg"
1797,"#d4a484","#e5bda0","#623b22","#ac846c","#d4c7b8","#564e48","https://api.nga.gov/iiif/1095f9c8-a0fe-4461-b524-62271d58c5df/full/!200,200/0/default.jpg"
1890,"#a84438","#d4bc9c","#4c9438","#92846f","#c4b494","#50483e","https://api.nga.gov/iiif/2a2a4338-43d4-4e82-9d0a-a5af2e4c8567/full/!200,200/0/default.jpg"
1500,"#dc64d0","#fcf4e4","#6c1863","#79756c","#ccc8bc","#423e37","https://api.nga.gov/iiif/406b35e7-8ed9-418a-a0a0-cd5348450bfa/full/!200,200/0/default.jpg"
1797,"#c0689c","#dcccb4","#5d2747","#bca484","#dcd4bc","#746b60","https://api.nga.gov/iiif/e2563500-603a-49a5-86a2-dc81a977d4c3/full/!200,200/0/default.jpg"
1400,"#ecc971","#f4cc84","#74580f","#8c7a64","#c69f85","#706c52","https://api.nga.gov/iiif/0c84d8f3-48f9-4d8e-b82e-d8df25a6859d/full/!200,200/0/default.jpg"
1855,"#ccb48c","#d3bd9f","#5b4828","#94846c","#c4ac8c","#453c34","https://api.nga.gov/iiif/4be16e30-8ad3-4b85-b1b8-eef827687718/full/!200,200/0/default.jpg"
1800,"#bc8848",,,,,,"https://api.nga.gov/iiif/7c53098a-236a-48f8-ab25-7d0490cfb16c/full/!200,200/0/default.jpg"
1860,"#b8c87c","#e2dac0","#515d27","#8c8477","#ccc4ae","#74746c","https://api.nga.gov/iiif/3814dad1-d2e4-4fae-bafd-8f6e8bc850b1/full/!200,200/0/default.jpg"
1592,"#d074ac","#f4ecdc","#632149","#a79a87","#d3c8b5","#6a6052","https://api.nga.gov/iiif/573e3b3e-6231-4082-8d6a-2ff2b8fd6a16/full/!200,200/0/default.jpg"
1500,"#88643c",,,,,,"https://api.nga.gov/iiif/78a456ad-4fe1-46b5-adfc-4e6be5603353/full/!200,200/0/default.jpg"
1886,"#68b850","#ecd4b4","#335e26","#98846a","#d4c2a4","#473e39","https://api.nga.gov/iiif/d5eb76ce-2080-4ed4-be11-b8e21fb3d8d8/full/!200,200/0/default.jpg"
1800,"#b45c98","#e4d4c4","#5a294b","#5ca898","#decfbc","#5c5950","https://api.nga.gov/iiif/599b3847-b621-42d1-8e72-f75653942387/full/!200,200/0/default.jpg"
1575,"#d47c3c","#f4ecdc","#9c7444","#b48e6e","#ece4d4","#746858","https://api.nga.gov/iiif/547691f1-1cab-43be-a3d1-332dd2ea44b1/full/!200,200/0/default.jpg"
1884,"#d4cc74",,,,,,"https://api.nga.gov/iiif/d7a65378-5525-41d6-8398-eefdb3d02bc6/full/!200,200/0/default.jpg"
1500,"#48b0ac",,,,,,"https://api.nga.gov/iiif/b20ac551-db15-4e01-babb-f68cde7fe0ea/full/!200,200/0/default.jpg"
1880,"#b4ac4c","#98d8d0","#5d5927","#50aca8","#cdc4b4","#494947","https://api.nga.gov/iiif/82c76894-32b4-454f-9a01-41bbe57495fc/full/!200,200/0/default.jpg"
1849,"#84563c","#daafa4","#5b3b29","#a47464","#e4dccc","#36302e","https://api.nga.gov/iiif/ca93f790-800a-47db-9254-a6f22fdfb85d/full/!200,200/0/default.jpg"
1890,"#c86850","#dcc49c","#642d1f","#a68f6f","#ccb494","#6a5741","https://api.nga.gov/iiif/037b0846-2c61-46bc-8480-19355120fd30/full/!200,200/0/default.jpg"
1865,"#e0c46c","#f4dcc4","#6d5817","#9d7f65","#d6bca4",,"https://api.nga.gov/iiif/686575d7-e774-4197-ae4c-29cff0a9badb/full/!200,200/0/default.jpg"
1613,"#b85894","#d4bca4","#5d2748","#c1b19c","#ccb9a3","#443b33","https://api.nga.gov/iiif/4572db26-edff-4d7b-b728-f2f123c65982/full/!200,200/0/default.jpg"
1887,"#44984c",,,,,,"https://api.nga.gov/iiif/99c2ae36-7091-43a4-a36a-a912ec355e5a/full/!200,200/0/default.jpg"
1580,"#755635",,,,,,"https://api.nga.gov/iiif/322edaba-13a4-4476-bc10-952412de8b62/full/!200,200/0/default.jpg"
1800,"#c4b458","#ecdccc","#615822","#9b9386","#d4c6b7","#48473f","https://api.nga.gov/iiif/3eba67e5-582d-4802-a496-85719eb1e446/full/!200,200/0/default.jpg"
1818,"#ac7f52",,,,,,"https://api.nga.gov/iiif/1d0f80c9-f05e-4b87-b25a-3ca87da40a50/full/!200,200/0/default.jpg"
1887,"#ceb662","#e4c66b","#825333","#ad996e","#c0b09c","#63533c","https://api.nga.gov/iiif/795cd511-57de-453c-bb50-88d21f83e327/full/!200,200/0/default.jpg"
1855,"#75582e","#e478d8","#6b462c","#9c7c5f","#aba68d","#7a5e3f","https://api.nga.gov/iiif/ba6c68e4-c421-41ab-8bfe-832b4b399ea2/full/!200,200/0/default.jpg"
1800,"#b0644c","#e4bc94","#643d1c","#886346","#d2bdac","#5e4731","https://api.nga.gov/iiif/8a947cd9-a49d-469e-a308-1f42ad468496/full/!200,200/0/default.jpg"
1592,"#d88874","#f4e4cc","#672b1d","#948671","#d4c4ac",,"https://api.nga.gov/iiif/98b66cda-c1b5-4d2a-a3f0-ae3c991296b8/full/!200,200/0/default.jpg"
1837,"#bc5844","#ecdcbc","#612d22","#9c8970","#ccbc9d","#6c5b4a","https://api.nga.gov/iiif/90f86da8-4319-40e7-aa50-48d320669c7b/full/!200,200/0/default.jpg"
1800,"#64b858","#ecdcc4","#2e5d27","#6460a4","#d0c5b0","#4c4641","https://api.nga.gov/iiif/27ec795a-dbb8-4794-aa9c-b74768c5f8f2/full/!200,200/0/default.jpg"
