Begin Year,Vibrant,LightVibrant,DarkVibrant,Muted,LightMuted,DarkMuted,Image URL
1894,"#b49c44",,,,,,"https://api.nga.gov/iiif/98c75819-17ec-4674-82c9-1dd4d738db0e/full/!200,200/0/default.jpg"
1887,"#ccb058","#dcc4a4","#65541f","#9c8464","#ccb494","#6b5847","https://api.nga.gov/iiif/bc315441-2479-4069-93d5-69a66c91f0e5/full/!200,200/0/default.jpg"
1645,"#70a04c","#d4bc9c","#3e592a","#9b866d","#ccb393","#796851","https://api.nga.gov/iiif/c2770eb8-32b7-4927-a2e8-ec0832628b81/full/!200,200/0/default.jpg"
1809,"#64b450","#ece1cb","#325c27","#8c8474","#ded4c4","#524a40","https://api.nga.gov/iiif/d39f66de-7ea8-47d1-bc03-eeaa03a9778a/full/!200,200/0/default.jpg"
1600,"#d47464","#fcecdc","#67271c","#857969","#d4c4ac","#655a4c","https://api.nga.gov/iiif/2be57832-032c-43e0-9252-7642f566a462/full/!200,200/0/default.jpg"
1846,"#a84444",,,,,,"https://api.nga.gov/iiif/225b4622-4798-4606-a8e5-e24146d8cfb0/full/!200,200/0/default.jpg"
1847,"#ccb494","#f0dc94","#59452a","#c1ac8c","#c4b094","#746554","https://api.nga.gov/iiif/d654c129-0ddb-4840-852d-25a7e9834012/full/!200,200/0/default.jpg"
1592,"#d0c45c","#e4d894","#665f1d","#7468ac","#cdc2af","#544c3c","https://api.nga.gov/iiif/fd459789-d5ac-4c76-b749-a38bd1c68951/full/!200,200/0/default.jpg"
1890,"#ccb495","#c4ac84","#342414","#c2af93","#ccbc9c","#44342c","https://api.nga.gov/iiif/b34a3158-5362-44a1-8fc9-d1ec403c9ce0/full/!200,200/0/default.jpg"
1500,"#916920",,,,,,"https://api.nga.gov/iiif/b10f09d2-9834-40fc-bf46-b744dab9f2a0/full/!200,200/0/default.jpg"
1799,"#94643c","#dcc9ab","#6c3c2c","#9c7c54","#d0bca4","#474039","https://api.nga.gov/iiif/012c01f1-9bfa-46d3-8d74-3e727fb30d05/full/!200,200/0/default.jpg"
1500,"#58c0c0","#fcf4f4","#246060","#857d73","#c4bcbc","#443c37","https://api.nga.gov/iiif/0af7c213-c116-489f-8372-28ffe5a1d045/full/!200,200/0/default.jpg"
1871,"#e4b864","#d7c5aa","#705013","#a08f7c","#ccb49c","#4a403a","https://api.nga.gov/iiif/8748e085-ad90-4c08-b1b4-51147ff579b3/full/!200,200/0/default.jpg"
1800,"#dcb984","#e4bc84","#946c44","#a48560","#c0a174","#664e34","https://api.nga.gov/iiif/9373b277-d4f2-441c-827d-94a2b42a5a29/full/!200,200/0/default.jpg"
1600,"#d4c05c","#ecdcc4","#685c1b","#93846c","#c8b99e","#6a5e4a","https://api.nga.gov/iiif/ec8baf0e-f3ad-47f4-bef4-6df62cea1bda/full/!200,200/0/default.jpg"
1500,"#807434",,,,,,"https://api.nga.gov/iiif/b81657c7-0465-44a2-a887-54b75a217ec0/full/!200,200/0/default.jpg"
1843,"#64b858","#ecdcc4","#2e5d27","#a39c8c","#d7c7b2","#4b4b43","https://api.nga.gov/iiif/12c9bde1-182b-44ee-b5ea-7ac80efe5956/full/!200,200/0/default.jpg"
1843,"#cc5c54","#f4e4cc","#66231e","#8c7c6b","#d4c3ad","#483e3b","https://api.nga.gov/iiif/5476853d-ea1f-45df-9af8-2ced2e9a66d4/full/!200,200/0/default.jpg"
1893,"#70c45c","#fcecd4","#2f6123","#81786b","#d1c6b2","#4e4742","https://api.nga.gov/iiif/53aa5271-5fe2-43cd-a9fd-61e6a7ea2d0d/full/!200,200/0/default.jpg"
1607,"#a89438","#d4bba0","#4c9438","#9c8c75","#ccbc9f","#4e4337","https://api.nga.gov/iiif/fae7246a-ca25-426f-883a-66e0c67b54f1/full/!200,200/0/default.jpg"
1500,"#735136","#daceb2","#845e3c","#9c7b5b","#d4c4ac","#7c5c3c","https://api.nga.gov/iiif/3103d449-9e50-4c7e-a087-677d1d17b900/full/!200,200/0/default.jpg"
1550,"#bf3f3f",,,,,,"https://api.nga.gov/iiif/b26f61d7-2be6-421a-9bf7-f86dbeee3e28/full/!200,200/0/default.jpg"
1559,"#a5641a","#cc9c64","#9c5a1a","#a5825d","#ac9474","#523e2a","https://api.nga.gov/iiif/24ea1d37-f3a5-4145-af04-03ca2402b093/full/!200,200/0/default.jpg"
1893,"#cca881","#d4ab83","#5e4326","#957c62","#cdaa8c","#504132","https://api.nga.gov/iiif/d8ed2b62-0828-416a-8db7-08cffcb670d1/full/!200,200/0/default.jpg"
1500,"#b45c44","#dbccb1","#603124","#947960","#cebc9b","#2e4154","https://api.nga.gov/iiif/f5e5b4c4-ec5e-4165-a03b-48c7887e2f3c/full/!200,200/0/default.jpg"
1620,"#b05c4c","#dcc4ae","#5c3027","#8a7b6c","#d4c4ac","#6b5d50","https://api.nga.gov/iiif/11235500-9c53-4fae-b776-cdd1b5529ef2/full/!200,200/0/default.jpg"
1809,"#b84894","#ecdcc4","#5c442c","#857a6a","#cfb89c","#574d44","https://api.nga.gov/iiif/a15b1fb5-637b-4c59-9513-616bb0f69b09/full/!200,200/0/default.jpg"
1645,"#bc6488","#dec9ac","#5c283d","#95836f","#ccb499","#6f604e","https://api.nga.gov/iiif/6eea1806-5c9f-4d61-8956-3f535d947131/full/!200,200/0/default.jpg"
1894,"#d47c6c","#fcf4dd","#66291e","#aca47c","#cdc4a7","#716151","https://api.nga.gov/iiif/590140dc-7a16-4f9e-b76d-da85993ce42e/full/!200,200/0/default.jpg"
1550,"#845c3d",,,,,,"https://api.nga.gov/iiif/bd6b6bdb-b591-447b-ab70-09525a289843/full/!200,200/0/default.jpg"
1890,"#ccb48c","#dcc4a4","#5b4828","#6c523c","#d4bc9c","#5d4434","https://api.nga.gov/iiif/7c4e0138-70ff-4257-8ce6-62dd9c2e9154/full/!200,200/0/default.jpg"
1767,"#ccb494","#dfc7ac","#59452a","#948472","#d4bca1","#6f6257","https://api.nga.gov/iiif/fc8e3d3f-453d-48e5-99b8-c04b635ee356/full/!200,200/0/default.jpg"
1600,"#cc6858","#ecdcc4","#65281f","#7464a4","#d4c4ac","#584a41","https://api.nga.gov/iiif/95265778-e8eb-46f9-8ff3-58384219be53/full/!200,200/0/default.jpg"
1800,"#cca44c","#e4c198","#67501d","#a28668","#cec4a4","#675438","https://api.nga.gov/iiif/d2dcc995-890f-4b2f-b529-27a43fb7ffc1/full/!200,200/0/default.jpg"
1805,"#c05cb0","#f2dbba","#5f2456","#8f8d8a","#cdc1ac","#443c34","https://api.nga.gov/iiif/c89d0f15-2b75-42f3-8a30-b6d56fafdfa1/full/!200,200/0/default.jpg"
1895,"#a8c468","#e5d4ac","#3c4c24","#9b9672","#c0b897","#415034","https://api.nga.gov/iiif/17dc4abd-c4dc-4dc5-b133-508d3e384f48/full/!200,200/0/default.jpg"
1841,"#bc504c","#f4ebdc","#602624","#8c827b","#d4cabc","#3f3b3b","https://api.nga.gov/iiif/22df4fc6-a95b-47c2-9eb0-689bec563885/full/!200,200/0/default.jpg"
1678,"#ccb494","#eed4b1","#59452a","#94846d","#d4bc9c","#443b33","https://api.nga.gov/iiif/0b995e3d-7abe-45cf-921a-2157edcbb2f3/full/!200,200/0/default.jpg"
1500,"#4848b8",,,,,,"https://api.nga.gov/iiif/9a159a07-a509-48d9-8332-a06a2edd59db/full/!200,200/0/default.jpg"
1480,"#d8ab80","#e5b58c","#645028","#958461","#ccb696","#64563f","https://api.nga.gov/iiif/067663dd-7132-442d-a5c5-c8a04b8b9540/full/!200,200/0/default.jpg"
1621,"#bc5c94","#e4ccb4","#5d2646","#a1917b","#dcccb3","#514636","https://api.nga.gov/iiif/2e8b3102-b118-4b22-9c99-0a00401fb85f/full/!200,200/0/default.jpg"
1470,"#8d6b3d","#ddc7b4","#224a66","#728da3","#c9bfae","#504935","https://api.nga.gov/iiif/8788f9a6-142d-40b7-953b-a9a208ff2eef/full/!200,200/0/default.jpg"
1500,"#bf7f3f",,,,,,"https://api.nga.gov/iiif/34941ae3-5a37-465e-abb6-3dd1ff64a684/full/!200,200/0/default.jpg"
1800,"#b8a450","#dcc9b1","#5e5326","#8c8474","#ccbda6","#58554c","https://api.nga.gov/iiif/14724aba-3852-453f-b2c5-6aefb22a65f5/full/!200,200/0/default.jpg"
1800,"#c06c60","#ecdbcc","#5e2c25","#9e9589","#e4dccc","#5c574f","https://api.nga.gov/iiif/929f99cd-d0ab-4fb8-b7cd-f1ed15d4f29d/full/!200,200/0/default.jpg"
1621,"#ccb494","#dcc4a6","#59452a","#af9c7c","#c4ab8b","#6a5c4e","https://api.nga.gov/iiif/bc2f84b1-0fb2-45e2-b72b-468e2f93ff92/full/!200,200/0/default.jpg"
1800,"#b2904e",,,,,,"https://api.nga.gov/iiif/4a29b7b2-6554-486b-b5a7-a03de9d930e6/full/!200,200/0/default.jpg"
1800,"#ae813d","#c8a45c","#64440c","#a98e61","#cdc1ac",,"https://api.nga.gov/iiif/bd5de453-4733-481f-9792-5a81cc5ae602/full/!200,200/0/default.jpg"
1500,"#bf6f3f",,,,,,"https://api.nga.gov/iiif/026f04c7-4604-4230-81e0-bd2d120e2c28/full/!200,200/0/default.jpg"
1844,"#64bc58","#fcf4e4","#2c5e25","#9c938b","#dcd4c4","#524c4a","https://api.nga.gov/iiif/8a751689-5e80-429e-a237-520e517f5c49/full/!200,200/0/default.jpg"
1465,"#c4b06c","#d8c89c","#5e5125","#bcac97","#c9bca4",,"https://api.nga.gov/iiif/d3074c13-7f96-406b-bb9d-3287def41854/full/!200,200/0/default.jpg"
1755,"#d0685c","#fcf3e8","#66251d","#7c7065","#cabfac","#564d46","https://api.nga.gov/iiif/31d00234-bf68-4b4e-9d57-e00a290edbc0/full/!200,200/0/default.jpg"
1500,"#48a4a0",,,,,,"https://api.nga.gov/iiif/b35c33b3-d106-4d5f-adcd-788c231fcfae/full/!200,200/0/default.jpg"
1575,"#b59944","#ecc494","#84623c","#a47c54","#e7dcc7","#946c4c","https://api.nga.gov/iiif/bf358d7e-471f-4f46-81fb-ac5411a73bd0/full/!200,200/0/default.jpg"
1879,"#c874ac","#d0b899","#5f254b","#a48c72","#bca485","#4f433d","https://api.nga.gov/iiif/94c2bfb1-7536-4c96-8473-b28596aef28c/full/!200,200/0/default.jpg"
1860,"#90c458","#fceaca","#436122","#b7a27d","#d1bd96","#746444","https://api.nga.gov/iiif/5f19655f-717a-462a-b7c6-080d5efe482a/full/!200,200/0/default.jpg"
1800,"#308c2c",,,,,,"https://api.nga.gov/iiif/633f95c2-b21a-432e-ba21-53d2da83b364/full/!200,200/0/default.jpg"
1860,"#bd9d72","#e1c194","#5a452a","#947b59",,,"https://api.nga.gov/iiif/0baf2448-65f6-408e-bb9f-265d12deb2b4/full/!200,200/0/default.jpg"
1600,"#b05040","#d4bca4","#58a040","#9c8c74","#ccb59c","#544c3e","https://api.nga.gov/iiif/d9aad39d-4d78-44a9-ab47-7b6684d08c47/full/!200,200/0/default.jpg"
1759,"#b86c60",,,,,,"https://api.nga.gov/iiif/baf94de5-35b2-4d5d-bb66-a5595cbbc2ac/full/!200,200/0/default.jpg"
1600,"#984874","#e4d2b5","#592a44","#94846e","#ccbca0","#574c41","https://api.nga.gov/iiif/deb40f6c-c3d9-4139-9079-c6aa53796bd4/full/!200,200/0/default.jpg"
1790,"#d88464","#ecdcc3","#69301a","#a69370","#c5b393","#867254","https://api.nga.gov/iiif/0696f835-af90-44bb-81c2-7d92b996206b/full/!200,200/0/default.jpg"
1825,"#c0ac4c","#e0d8bc","#625722","#928376","#ccbcac","#3b3833","https://api.nga.gov/iiif/becfa886-2004-432b-a6d0-3510023eb398/full/!200,200/0/default.jpg"
1794,"#9cc474","#d4bca4","#425d27","#8c7f70","#dcd4c4",,"https://api.nga.gov/iiif/0374aa65-8395-4830-920f-54a71579b6f7/full/!200,200/0/default.jpg"
1800,"#c46058","#ece4d3","#612722","#9a978c","#e7dccf","#46463e","https://api.nga.gov/iiif/7a09f060-2392-4e34-bbaf-f71e41340a91/full/!200,200/0/default.jpg"
1852,"#b45848","#d4c4a4","#5e2e25","#908068","#cebc9c","#544434","https://api.nga.gov/iiif/af1c8a81-30f0-4cf6-b209-940f6f4e63d5/full/!200,200/0/default.jpg"
1897,"#c49c74","#f4dcbc","#5d4227","#ab8e6f","#c5a987","#4e433c","https://api.nga.gov/iiif/829d358e-bb44-4597-9f2c-43270cabe47f/full/!200,200/0/default.jpg"
1600,"#b09044",,,,,,"https://api.nga.gov/iiif/577e221f-a2ce-4204-8158-baced8713f24/full/!200,200/0/default.jpg"
1890,"#d0bc64","#f4dbca","#65581e","#7468a8","#c9bbad","#59524a","https://api.nga.gov/iiif/ba860364-dd36-4f08-b030-c15b0b3f9b0d/full/!200,200/0/default.jpg"
1877,"#d06858","#dcc49c","#67271d","#9c8469","#c0a788","#615144","https://api.nga.gov/iiif/5bd25c67-7700-4970-8181-b6787ea604f5/full/!200,200/0/default.jpg"
1800,"#bc5c98","#e4d4bc","#5d2649","#58a090","#deccb7","#4c453c","https://api.nga.gov/iiif/c57008da-0a18-4ee8-b7e7-2270208ea386/full/!200,200/0/default.jpg"
1622,"#d4c45c","#f4e4cc","#685e1b","#7c6cb4","#cfc1a8","#605040","https://api.nga.gov/iiif/8a96037e-ad93-48cf-8af0-fd81f6cd8a71/full/!200,200/0/default.jpg"
1575,"#d48c64","#f4e9d9","#84643c","#957c5f","#d3c0ac","#58422e","https://api.nga.gov/iiif/b4be4d10-58d5-426b-a82e-9a6a6778d5d6/full/!200,200/0/default.jpg"
1700,"#a0b444",,,,,,"https://api.nga.gov/iiif/9282b4f3-cdd2-49cf-8407-c36a3045ebd8/full/!200,200/0/default.jpg"
1800,"#5cb450","#e4d4bc","#2e5c27","#888172","#d4c4b0","#4c443c","https://api.nga.gov/iiif/d6e61892-2342-4298-a547-326e744dfaf3/full/!200,200/0/default.jpg"
1633,"#c86050","#f4e4d4","#64281f","#948677","#d4c4af","#584c40","https://api.nga.gov/iiif/99fe7738-ea99-4db7-b87a-490a5e62f1c5/full/!200,200/0/default.jpg"
1500,"#ae50ae",,,,,,"https://api.nga.gov/iiif/70866bc0-51b4-4e67-ac65-b8576d2e9ef6/full/!200,200/0/default.jpg"
1700,"#b8c06c","#b8c06c","#575c27","#938c84","#ccc4ba","#5c544f","https://api.nga.gov/iiif/bb97661c-e119-4013-9da7-a1d823f40390/full/!200,200/0/default.jpg"
1823,"#ccb48c","#e4cca4","#5b4828","#9c8464","#ccb594","#48423c","https://api.nga.gov/iiif/6c1d2e0e-bc9f-4e3f-9b88-ec82dddc0b7a/full/!200,200/0/default.jpg"
1802,"#b45494","#e4d4c4","#50a040","#a68c72","#dcceba","#47433b","https://api.nga.gov/iiif/d44df4c5-f376-4d94-b53b-0718aa257f93/full/!200,200/0/default.jpg"
1400,"#d4a45c","#d4c4a1","#a46c3c","#af946c","#d4ccb1","#8c7858","https://api.nga.gov/iiif/7f66719f-d867-483c-aa5e-fa94ed734abb/full/!200,200/0/default.jpg"
1639,"#e4c068","#dccab0","#705514","#9c8c76","#c4b498","#625547","https://api.nga.gov/iiif/ea11023b-26bb-49fd-bc0f-dc58d4a5ca72/full/!200,200/0/default.jpg"
1780,"#c460a4","#ecd9bc","#60234d","#948473","#e0d3bb","#6a5f55","https://api.nga.gov/iiif/1149ee3f-10a5-4b4a-9db8-3b523d5a8e41/full/!200,200/0/default.jpg"
1519,"#845c3e",,,,,,"https://api.nga.gov/iiif/39327fed-513b-4516-8a6a-e82f5eb1cfaa/full/!200,200/0/default.jpg"
1887,"#b45ca8",,,,,,"https://api.nga.gov/iiif/46e5c182-32df-4325-a247-37a7a302e360/full/!200,200/0/default.jpg"
1800,"#b85c94","#dcc6ab","#5c2847","#908778","#d4c4ab","#494741","https://api.nga.gov/iiif/0ed29fa9-8d0d-475e-8fdc-391a4e674ce5/full/!200,200/0/default.jpg"
1861,"#cca054","#ecdcc4","#664b1e","#8c7b74","#daccb6","#5a4d47","https://api.nga.gov/iiif/b7f3ac85-cd16-442b-97ae-e8b56a566380/full/!200,200/0/default.jpg"
1500,"#bc9c6c",,,,,,"https://api.nga.gov/iiif/a7548a67-8f9b-4647-bb3d-8f2efcdcaad4/full/!200,200/0/default.jpg"
1852,"#c4a57e","#ccac8c","#945646","#bca47c","#c6b696","#524e43","https://api.nga.gov/iiif/c4d4ad70-faef-43dd-9958-ca56c3eca126/full/!200,200/0/default.jpg"
1500,"#3f3fbf",,,,,,"https://api.nga.gov/iiif/eedda2ab-a1b0-4731-b936-265cc629fc85/full/!200,200/0/default.jpg"
1900,"#6d8f20","#c1d4e4","#744004","#a09b72","#bcc6aa","#74543b","https://api.nga.gov/iiif/8ce4ecbb-6b57-45f8-87e3-3f98923bda10/full/!200,200/0/default.jpg"
1886,"#b8cc74","#80ccc0","#536123","#88847b","#ccc6b9","#64645c","https://api.nga.gov/iiif/d044fedc-10a7-45a8-a92a-071a0c283ddb/full/!200,200/0/default.jpg"
1890,"#5cb448","#dcd4b4","#305e25","#8f8778","#dcd4bc","#544c3c","https://api.nga.gov/iiif/73c23a18-ca20-41c5-96c4-9bdda621471b/full/!200,200/0/default.jpg"
1500,"#ccb860","#dcccb4","#645720","#948a7d","#d4c4ad","#706860","https://api.nga.gov/iiif/fcea319b-c40c-4901-b7f0-d13e1a9bfc7c/full/!200,200/0/default.jpg"
1800,"#bc5c90","#dcccac","#5d2644","#8a8070","#ccba9e","#544f46","https://api.nga.gov/iiif/ac9b49c2-7378-46cf-ab35-4278df38b168/full/!200,200/0/default.jpg"
1888,"#c060b0","#a0d498","#5e2555","#6460b4","#ececdc","#656362","https://api.nga.gov/iiif/cd682bb2-9d68-413e-8f76-6736f614bb60/full/!200,200/0/default.jpg"
1723,"#c454c8",,,,,,"https://api.nga.gov/iiif/3ae450ed-4a5b-4960-8f18-83deff96ebc9/full/!200,200/0/default.jpg"
1897,"#b8c470","#ecdccc","#555d26","#827c75","#dcd1c2","#5a5554","https://api.nga.gov/iiif/6030c41b-b283-4c66-b303-98aa5ba4b60f/full/!200,200/0/default.jpg"
1832,"#c47c84",,,,,,"https://api.nga.gov/iiif/fbb1c8c5-e6b2-4f6d-afd0-977929bdd3f8/full/!200,200/0/default.jpg"
1800,"#58ac4c","#e4ccb4","#2f5b28","#887f71","#cfbca1","#544c3c","https://api.nga.gov/iiif/7dea67e4-a8a8-4d2a-87f7-ff8d4d938011/full/!200,200/0/default.jpg"
1837,"#7cb440","#dcc39f","#436122","#9c876a","#c2ad8a","#54463c","https://api.nga.gov/iiif/9f490b8d-ef3f-4862-8657-d672e52d4650/full/!200,200/0/default.jpg"
1841,"#c85c9c","#f4dcbc","#632148","#a9937b","#ccb49c","#514942","https://api.nga.gov/iiif/b452ca10-ad8f-4263-a5bd-cb40bf49b0df/full/!200,200/0/default.jpg"
1600,"#a47c3c","#cbb389","#685024","#9e8554","#d6c4a4","#463427","https://api.nga.gov/iiif/d6456606-9f5a-4611-93ce-0f29eb78f60a/full/!200,200/0/default.jpg"
1500,"#98a034",,,,,,"https://api.nga.gov/iiif/c842ce25-9beb-4ccc-906f-e62cd17913c7/full/!200,200/0/default.jpg"
1503,"#b27f4c",,,,,,"https://api.nga.gov/iiif/bfb1ad1a-aff4-464b-9b22-71178cf6cea7/full/!200,200/0/default.jpg"
1770,"#8c6c3c",,,,,,"https://api.nga.gov/iiif/67b748de-a1f7-4281-93f6-fa854aaba690/full/!200,200/0/default.jpg"
1884,"#c8b84c","#dcbc94","#655c1f","#a38867","#c4a47e","#6f5a49","https://api.nga.gov/iiif/48a40242-1af8-428c-9949-8bd148e3b646/full/!200,200/0/default.jpg"
1500,"#a4584c","#dbbb9c","#6c342c","#a78467","#bcbcbb","#442e21","https://api.nga.gov/iiif/09e2ed5e-ec4e-4748-974c-026cdc37d289/full/!200,200/0/default.jpg"
1800,"#b86050","#dcc4a4","#5e2e26","#938573","#bca990","#545044","https://api.nga.gov/iiif/55a8ffba-bc28-40d1-b881-46be1be7ce97/full/!200,200/0/default.jpg"
1600,"#c864a0","#ecdcbc","#612248","#7464a4","#d4c4ac","#594d42","https://api.nga.gov/iiif/51129042-0be0-48e1-aede-16267ff646c5/full/!200,200/0/default.jpg"
1800,"#b9a245",,,,,,"https://api.nga.gov/iiif/908d3014-fa6a-480e-b6d8-4926b61de509/full/!200,200/0/default.jpg"
1475,"#b27f4c",,,,,,"https://api.nga.gov/iiif/65e84ae6-c754-4830-af71-9d8a5764a83e/full/!200,200/0/default.jpg"
1759,"#d0bc95","#dcc49a","#5b4a28","#a4946d","#cec1a5","#595847","https://api.nga.gov/iiif/bc01514a-a9cb-4d63-816a-947fb27b2bc2/full/!200,200/0/default.jpg"
1804,"#b4a454","#f4ecdc","#7e5f37","#9c9a67","#dcd4b7","#8c8c3c","https://api.nga.gov/iiif/102167a7-7512-449a-b9f7-58bf854bf948/full/!200,200/0/default.jpg"
1837,"#d0bc58","#f4e4c6","#675b1d","#a49581","#c8b99f","#504842","https://api.nga.gov/iiif/c0eb1f85-317d-4123-a2b2-af94c09f7787/full/!200,200/0/default.jpg"
1500,"#7d5c3c",,,,,,"https://api.nga.gov/iiif/4922db82-8789-4e5e-969f-18dfe95c1781/full/!200,200/0/default.jpg"
1890,"#6cb454","#e4ccb3","#355c28","#6c609c","#dccbae","#504a3d","https://api.nga.gov/iiif/67a7c27b-7ca2-4206-a87a-4bd0f4e33b5c/full/!200,200/0/default.jpg"
1885,"#c0ac68",,,,,,"https://api.nga.gov/iiif/efe74d1c-423f-4eec-a64b-2a1fbc9e928d/full/!200,200/0/default.jpg"
1800,"#c0685c","#ecdccb","#5f2c24","#9d9687","#d4c8b7","#545146","https://api.nga.gov/iiif/5a614a84-43ed-4c5d-8ab4-de75c5e43505/full/!200,200/0/default.jpg"
1852,"#a03c30","#d4c4a4","#5c3c80","#8c806d","#cebd9c","#4f4840","https://api.nga.gov/iiif/b2b924a0-67cc-44a8-9f9a-cd85be472e51/full/!200,200/0/default.jpg"
1898,"#d15e51","#fce4bc","#75292d","#987c65","#c4a88b","#3c2c32","https://api.nga.gov/iiif/03135382-b8cd-449e-bcce-e86adeebfb58/full/!200,200/0/default.jpg"
1500,"#b26e4c",,,,,,"https://api.nga.gov/iiif/2df61e1c-0da6-47fb-800b-90d188dd6875/full/!200,200/0/default.jpg"
1475,"#72cc33",,,,,,"https://api.nga.gov/iiif/77e93cf9-e452-4683-9948-4f25b64ff426/full/!200,200/0/default.jpg"
1893,"#ac4c48",,,,,,"https://api.nga.gov/iiif/3760f910-257f-491d-bb70-f16cdcccb046/full/!200,200/0/default.jpg"
1600,"#3226d8",,,,,,"https://api.nga.gov/iiif/0c84d32f-969d-43d8-accb-973c9ed874bd/full/!200,200/0/default.jpg"
1891,"#c05c50","#e4d4ba","#612923","#938677","#dcceb4","#5f544a","https://api.nga.gov/iiif/f39eb260-224f-49b0-ae4f-fed8378b8690/full/!200,200/0/default.jpg"
1500,"#84543d","#b8ece0","#5c3616","#8c644c","#bcbcbc","#483c3a","https://api.nga.gov/iiif/4e4764d2-8cd1-461a-8683-22993be16779/full/!200,200/0/default.jpg"
1588,"#c8689c","#ecdbbc","#612344","#847463","#d4bca3","#6b5d50","https://api.nga.gov/iiif/5450d80d-0ac9-4f87-af02-17320f111f55/full/!200,200/0/default.jpg"
1700,"#b84c74","#e0c6a0","#5e253a","#ac9373","#c5ab89","#4e433b","https://api.nga.gov/iiif/ae664f5a-c173-40b0-90d6-f86dc1c577c6/full/!200,200/0/default.jpg"
1837,"#e4b010","#fcebd5","#c8991c","#ad8e5b","#d7c9b6","#543424","https://api.nga.gov/iiif/a1742487-6457-4a69-a5fb-2c7e48bc07f9/full/!200,200/0/default.jpg"
1892,"#ccac7c","#d4b484","#483878","#a18462","#caac84","#554334","https://api.nga.gov/iiif/77e6248a-0023-478a-b02c-2d454e491601/full/!200,200/0/default.jpg"
1800,"#b85c50","#e4d4bc","#5e2c26","#958f7f","#deccb6","#555249","https://api.nga.gov/iiif/1a17be23-0441-4733-9250-f5de89551a7e/full/!200,200/0/default.jpg"
1575,"#c85cb4","#fcecdb","#632156","#9c8c7c","#ece4d4","#423c3a","https://api.nga.gov/iiif/c2857f0e-b353-49e4-8ae9-6c9d47aa7ca3/full/!200,200/0/default.jpg"
1500,"#48a09c",,,,,,"https://api.nga.gov/iiif/6067aeef-ed1a-45df-81cd-9e2bee464839/full/!200,200/0/default.jpg"
1500,"#c880c0","#fcecd4","#5c2856","#918474","#d0c0a6","#75695c","https://api.nga.gov/iiif/3e6abc77-fe7e-4141-aa5d-b5059e10b0e8/full/!200,200/0/default.jpg"
1884,"#b44c9c","#e0c8aa","#5d2750","#998168","#cdbfb7","#543c2c","https://api.nga.gov/iiif/ce983fc1-bebc-4f5e-b42d-2bef529d2c18/full/!200,200/0/default.jpg"
1800,"#989448","#fce9bc","#384820","#858e6a","#cfc7ad","#636137","https://api.nga.gov/iiif/25fd02c7-2296-4e89-853e-20f22740b8ce/full/!200,200/0/default.jpg"
1854,"#b49463","#dcd868","#6c4730","#ac8c5c","#efece6","#543424","https://api.nga.gov/iiif/2b589840-18f8-4939-a55c-65262d3fd724/full/!200,200/0/default.jpg"
1890,"#b04860","#9ce8ec","#5e2633","#6f6f6f","#c4c4c5","#3b3a34","https://api.nga.gov/iiif/8e17f358-3961-475b-9ae9-5e3af661faa3/full/!200,200/0/default.jpg"
1830,"#b8a840","#d4bc94","#625922","#a48467","#d3bc9c","#513e2e","https://api.nga.gov/iiif/e5e37941-2501-47c3-b474-2efc5a6500d8/full/!200,200/0/default.jpg"
1837,"#d868ac","#f9e5c9","#691b4a","#9b8b72","#d4c4a4","#443c39","https://api.nga.gov/iiif/487513a7-0201-407d-b4aa-2ee4528da20d/full/!200,200/0/default.jpg"
1896,"#d0b495","#dcbc9c","#5b4328","#bca486","#d4bc9c",,"https://api.nga.gov/iiif/e3706fd0-3aca-4a25-b415-e9f022a97b28/full/!200,200/0/default.jpg"
1840,"#50983c","#d1bc9c","#325f25","#bcac8c","#c4b48c","#4f443c","https://api.nga.gov/iiif/c7311149-e194-4909-b8c5-223a7ba10ec3/full/!200,200/0/default.jpg"
1889,"#cc605c","#fcecdc","#64221f","#685cb4","#e1d5c2","#49403f","https://api.nga.gov/iiif/7541fd8b-3762-4052-b093-6e4430b6f6e1/full/!200,200/0/default.jpg"
1612,"#ccb494","#e4caa3","#59452a","#9c846a","#c4ac8c","#6d5a4b","https://api.nga.gov/iiif/fc47de3a-1648-4662-bbfa-38082633355e/full/!200,200/0/default.jpg"
1837,"#d0c864","#fcecd3","#65601e","#8d7e69","#c6b292","#746858","https://api.nga.gov/iiif/ab811312-b707-47e2-bc60-0180a26c7b7c/full/!200,200/0/default.jpg"
1500,"#b4549c","#f4e4d0","#5c284f","#8c8476","#d4c4b4","#625851","https://api.nga.gov/iiif/5e9d782b-8250-4ae8-a340-f2f890f3d98e/full/!200,200/0/default.jpg"
1500,"#c05c50","#ecd88c","#612923","#948472","#cabca4","#6a5f55","https://api.nga.gov/iiif/94bef245-07ca-4ccd-96ff-70cbe329bd0f/full/!200,200/0/default.jpg"
1894,"#a45c4c","#fbdca8","#945647","#a36451","#b77e62","#8c5144","https://api.nga.gov/iiif/185c76a8-0aae-4365-a054-8c6f61996b7d/full/!200,200/0/default.jpg"
1500,"#b4483c","#f4e4cc","#632721","#968772","#cabea8","#5c5044","https://api.nga.gov/iiif/64b0ee68-2675-4b4c-bac6-1ed21faa8c7c/full/!200,200/0/default.jpg"
1837,"#6cb454","#ecdcc4","#355c28","#947c6c","#d4c4ac","#524640","https://api.nga.gov/iiif/32f3f9d4-7a9f-4f0a-92fa-bda4837a28b6/full/!200,200/0/default.jpg"
