beginyear,hex_color,LightVibrant,DarkVibrant,Muted,LightMuted,DarkMuted,imageurl
1480,"#ae7e4c","#dcb094","#472e1a","#906e55","#c9af96","#58402e","https://api.nga.gov/iiif/87152d7c-d604-46f7-b699-12f0a2b710cb/full/!800,800/0/default.jpg"
1480,"#a8722a","#e3c78a","#75481a","#9a7c55","#d6c2a7","#49392b","https://api.nga.gov/iiif/7709b192-44ed-461d-90c5-016d6601f99f/full/!800,800/0/default.jpg"
1480,"#e6de21","#cba662","#8c8424","#857561","#c4b49d","#6b523a","https://api.nga.gov/iiif/1b20f160-e70e-4d82-ba8f-8bc966593cac/full/!800,800/0/default.jpg"
1480,"#cc262a","#e3dc3c","#927415","#9e8e68","#b49e90","#5f5249","https://api.nga.gov/iiif/b67d605d-628f-4f90-a474-3c4fd96df909/full/!800,800/0/default.jpg"
1490,"#60c448","#ecdcbc","#2d6420","#a1917d","#d4c4ac","#50442c","https://api.nga.gov/iiif/41c1883d-1fcb-4b72-ae2d-3a24b59c16e6/full/!800,800/0/default.jpg"
1480,"#b0c854","#b0c854","#04040c","#7e7973","#c0bab6","#3c3c34","https://api.nga.gov/iiif/8f2ac4ad-b89c-4bc7-97b5-86bfceffc8dc/full/!800,800/0/default.jpg"
1490,"#b08644","#e1cd95","#673f26","#9e7e56","#b79b78","#4d3828","https://api.nga.gov/iiif/e423d994-cc19-420d-a9de-01976ddf4874/full/!800,800/0/default.jpg"
1495,"#7c5434",,,,,,"https://api.nga.gov/iiif/4ca171d3-dd6c-410a-a3f1-8ac8b3f1d15f/full/!800,800/0/default.jpg"
1495,"#bf3f3f",,,,,,"https://api.nga.gov/iiif/9b774e72-e0e7-4476-9dca-1496abdc0470/full/!800,800/0/default.jpg"
1498,"#f9d70f","#f5d979","#673f14","#9a8051","#d0c498","#345c4c","https://api.nga.gov/iiif/cdd08568-0cca-48b8-8e22-4229a5bcdc70/full/!800,800/0/default.jpg"
1496,"#845c34","#e4bc9c","#5f442d","#ac7c54","#ccb4a1","#493425","https://api.nga.gov/iiif/2deb4037-0079-4b51-8c0e-53168052183c/full/!800,800/0/default.jpg"
1490,"#deb951","#f5d98b","#74471e","#ada065","#c1b175","#6d643c","https://api.nga.gov/iiif/8d4d3401-5d6a-4ab1-9542-6d2886519a29/full/!800,800/0/default.jpg"
1500,"#bd7f4b","#e0c077","#694e1c","#918272","#bcbbbb","#4e372a","https://api.nga.gov/iiif/e0736073-1b1f-4371-bc2b-702fb80ae768/full/!800,800/0/default.jpg"
1495,"#9c5c34",,,,,,"https://api.nga.gov/iiif/87084556-be8d-4a08-84c8-02c9d3cb30de/full/!800,800/0/default.jpg"
1500,"#88ccc8",,,,,,"https://api.nga.gov/iiif/528a2c1d-a7ef-40e0-b1bb-7a65f9888e2c/full/!800,800/0/default.jpg"
1500,"#b48156","#e5d4c8","#4d2f1b","#a8845c","#cccccc","#4e433e","https://api.nga.gov/iiif/51316114-4f06-4100-abc5-4903b84eae98/full/!800,800/0/default.jpg"
1500,"#b54f50","#f0c49c","#450e10","#8d6352","#bcb3b0","#57382a","https://api.nga.gov/iiif/8998cabe-6bdd-4f5f-a40d-327498d2084b/full/!800,800/0/default.jpg"
1480,"#957b11",,,,,,"https://api.nga.gov/iiif/f19c14a3-38fd-4aa6-a8db-8cb65d817e56/full/!800,800/0/default.jpg"
1796,"#d0685c","#fcf3e3","#66251d","#938574","#ccc4ac","#5a4b42","https://api.nga.gov/iiif/409aa919-1c8c-4302-993d-73d281b285a3/full/!800,800/0/default.jpg"
1500,"#c48c54","#d5ac7c","#623e29","#aa7c54","#dcd4d2","#3f2c20","https://api.nga.gov/iiif/ebaa934f-48df-4bad-909a-b4cc41dc99ed/full/!800,800/0/default.jpg"
1500,"#b48449","#bc846a","#7c5c24","#a87c62","#c4bcbc","#573b2e","https://api.nga.gov/iiif/30a60efe-411d-46f9-94bd-ba5aefdb12fe/full/!800,800/0/default.jpg"
1500,"#bb8c44","#dccc8c","#845c10","#977c68","#c4c4c1","#4a3223","https://api.nga.gov/iiif/7dc6dcba-779c-48eb-ab83-84463f9e9b53/full/!800,800/0/default.jpg"
1804,"#b06244","#e4b189","#84441b","#b16a4e","#d7ceb3","#54442c","https://api.nga.gov/iiif/b84437a4-537d-4830-af61-766dfccd5daa/full/!800,800/0/default.jpg"
1500,"#c0914a",,,,,,"https://api.nga.gov/iiif/da57accd-837a-4120-8677-e7d672fa4d7e/full/!800,800/0/default.jpg"
1500,"#bc9464","#d5bb8f","#442c0c","#9f825c","#ccc49c","#4c3a29","https://api.nga.gov/iiif/d1067179-0ee2-4b23-b640-d069cc489675/full/!800,800/0/default.jpg"
1500,"#bc5052","#efc499","#6c141c","#ae786b","#b7b1ae","#513428","https://api.nga.gov/iiif/ba2ff168-a88f-4808-b6a6-4a4e4002e9fe/full/!800,800/0/default.jpg"
1500,"#b87c4c","#d8e4a8","#613f2b","#a47c54","#cac8c7","#4c3628","https://api.nga.gov/iiif/b43d65be-0ee4-4350-9ac1-f94d89940960/full/!800,800/0/default.jpg"
1500,"#ac7444",,,,,,"https://api.nga.gov/iiif/9bb72964-5842-4740-95fe-72ef39d8a8ea/full/!800,800/0/default.jpg"
1500,"#cb6c35","#e6be76","#72401b","#9e7656","#acacac","#5c4334","https://api.nga.gov/iiif/24e16223-615a-4725-905f-2f6bd9e1f4ff/full/!800,800/0/default.jpg"
1500,"#ba8c46","#d5aa75","#7c541c","#ac8454","#c4bcbc","#48352c","https://api.nga.gov/iiif/c954da04-d9a6-4ceb-9f83-5cf6c6e06ff2/full/!800,800/0/default.jpg"
1500,"#84643c","#fafaf3","#644424","#644d37","#bcbab1","#544434","https://api.nga.gov/iiif/9580961a-03da-45b1-bd17-64a1e98ddfe1/full/!800,800/0/default.jpg"
1500,"#a17449","#ecd8ac","#5e3611","#8f6e4b","#c4c4bd","#503a2c","https://api.nga.gov/iiif/de38c3f7-c90d-439d-a900-4ab29d7d1202/full/!800,800/0/default.jpg"
1500,"#be9a50","#daba72","#694e1b","#b49c54","#d4d4d4","#4c3a32","https://api.nga.gov/iiif/9ce00851-61d0-4532-8216-3ffad2751860/full/!800,800/0/default.jpg"
1500,"#b3844b","#e0d49c","#20415d","#5981ae","#bdb7b3","#304658","https://api.nga.gov/iiif/3e8ff9ef-6df6-4d34-84c2-265de5daf60e/full/!800,800/0/default.jpg"
1500,"#cd964b","#deb172","#7c5c1c","#9a735c","#b4b4b4","#714b35","https://api.nga.gov/iiif/c32e8bd9-2b8e-4e89-8b35-400fea6b10c2/full/!800,800/0/default.jpg"
1500,"#bc8c44","#cca661","#694c1c","#8c8c84","#aca4a4","#44332b","https://api.nga.gov/iiif/bf220954-3470-4d92-a0ee-c3560614f8ff/full/!800,800/0/default.jpg"
1500,"#b47c58","#e4cbc1","#66381c","#8a715f","#bcaa9b","#574034","https://api.nga.gov/iiif/6bb14410-9625-453f-b59f-fb017a000dcb/full/!800,800/0/default.jpg"
1500,"#946240","#a8dcd8","#402513","#9c6c54","#b4b3b4","#483832","https://api.nga.gov/iiif/38c23fbc-406b-4494-83ee-710564313529/full/!800,800/0/default.jpg"
1500,"#c39550","#d8b383","#684e1b","#a57c47","#d4d3d3","#4a3a32","https://api.nga.gov/iiif/072161b6-7ac1-497f-8d2f-18f3db985d3d/full/!800,800/0/default.jpg"
1500,"#bc8462","#d49474","#6c3c29","#ad775c","#d4d3d3","#543c30","https://api.nga.gov/iiif/9a2e7d0d-fb3f-4728-865c-489bfd2d39c1/full/!800,800/0/default.jpg"
1500,"#c49c4e","#e4ab53","#133563","#938754","#c4c4c4","#664e2f","https://api.nga.gov/iiif/9f4e0dbf-88b0-44a3-9fce-5bbb7feaf21d/full/!800,800/0/default.jpg"
1500,"#87542d","#eedecd","#684129","#997051","#cebeac","#583927","https://api.nga.gov/iiif/f15ffde7-774f-42a0-ae30-ba8da286875e/full/!800,800/0/default.jpg"
1500,"#b48c5c",,,,,,"https://api.nga.gov/iiif/f77307cc-7004-455b-9a86-b5a2ae428e6f/full/!800,800/0/default.jpg"
1500,"#c9964e","#e1b36d","#684014","#9a7866","#bcbcbc","#3b2f27","https://api.nga.gov/iiif/02042b16-d729-47e4-b585-2d03451984cf/full/!800,800/0/default.jpg"
1500,"#ad7c54","#c3a273","#5c2c14","#aa8a66","#bbbcbb","#43312e","https://api.nga.gov/iiif/787295f7-d3a8-4586-9606-f3a3e4cd9cca/full/!800,800/0/default.jpg"
1500,"#b4844c","#dcc4ac","#8c5c34","#818079","#c1beba","#4b3c34","https://api.nga.gov/iiif/be9200af-0019-47a5-9a96-75491df4b6ba/full/!800,800/0/default.jpg"
1500,"#744828",,,,,,"https://api.nga.gov/iiif/f05e2f26-cf2b-43e7-8e4d-67a5d91a11a5/full/!800,800/0/default.jpg"
1500,"#7c5c3a","#bfa079","#594028","#a2805b","#b6bcbc","#453727","https://api.nga.gov/iiif/35d674e9-5ad5-44d3-99d9-a21d5a5c5173/full/!800,800/0/default.jpg"
1500,"#78a03c",,,,,,"https://api.nga.gov/iiif/76f7ceee-131a-4647-bfc5-e6612dc7eff1/full/!800,800/0/default.jpg"
1500,"#bd8839","#efe0af","#6c4013","#847c73","#aa9b8c","#644831","https://api.nga.gov/iiif/8b473753-01f9-4c22-992b-399f82003af9/full/!800,800/0/default.jpg"
1470,"#5450b0","#dcccb4","#2b295b","#878787","#c4c4c4","#62594c","https://api.nga.gov/iiif/86fdcc77-630c-4442-9d99-00c8f9ed6e55/full/!800,800/0/default.jpg"
1500,"#6c5134",,,,,,"https://api.nga.gov/iiif/1a516c6d-1b61-4243-bbeb-695e8e398b4e/full/!800,800/0/default.jpg"
1500,"#af3404","#e6be46","#7f2f06","#8a6e49","#b19873","#483524","https://api.nga.gov/iiif/8fbd2f18-6086-43b3-8076-ae850dd13393/full/!800,800/0/default.jpg"
1500,"#97471e","#dec8ad","#71190c","#a28753","#c8b69c","#3e3525","https://api.nga.gov/iiif/8d5e54e2-78be-4d80-b526-700e9746916e/full/!800,800/0/default.jpg"
1500,"#6c4c34",,,,,,"https://api.nga.gov/iiif/2e5b2d8b-f1b7-40ec-8f0b-1a61758c6447/full/!800,800/0/default.jpg"
1500,"#bc9a72","#dcbc9e","#59442a","#967e61","#d7c7ae","#56463a","https://api.nga.gov/iiif/89520328-aea5-46ae-b550-ef3626875c47/full/!800,800/0/default.jpg"
1500,"#c76243","#d8bfa1","#8f250b","#928775","#c8a290","#644730","https://api.nga.gov/iiif/072919d5-cf19-4605-8c9c-a85267f9ca96/full/!800,800/0/default.jpg"
1500,"#b4885f","#e8debc","#835432","#9c7955","#b49c7c","#976741","https://api.nga.gov/iiif/727b5b51-afe4-47a7-9a81-cef1d8e79565/full/!800,800/0/default.jpg"
1500,"#c4946c","#c4ac74","#7c542c","#876349","#bcb9ba","#573b2f","https://api.nga.gov/iiif/b47a7103-88df-4108-ba31-55e91cdaa63c/full/!800,800/0/default.jpg"
1500,"#bc944c","#ecd49c","#6b482b","#a28055","#b4b4b4","#513f31","https://api.nga.gov/iiif/d0cbad20-fb4c-4094-8df4-7d43a0e06444/full/!800,800/0/default.jpg"
1500,"#bc9434","#ecd297","#624c1a","#b29b69","#abc4b9","#8c783f","https://api.nga.gov/iiif/187aebc3-ef48-4f5f-8dd2-8b5c74b298ab/full/!800,800/0/default.jpg"
1500,"#cc942c","#ddcf9a","#99612a","#a89163","#c0c99f","#6a3d33","https://api.nga.gov/iiif/e2ff91db-d62b-4d10-9aaf-1d36eeac2f46/full/!800,800/0/default.jpg"
1500,"#a4653d","#c5b082","#094064","#6d8691","#a7a394","#2b4750","https://api.nga.gov/iiif/7b1264b8-bb06-4d2a-992b-75bf1a3a5126/full/!800,800/0/default.jpg"
1500,"#b84440","#fcf1d6","#622422","#817669","#d2c7b6","#544840","https://api.nga.gov/iiif/1f3bd445-07f4-4eb0-84a8-551047fda2ef/full/!800,800/0/default.jpg"
1500,"#b44c40","#ece2c6","#612922","#807669","#cbbbac","#4c4434","https://api.nga.gov/iiif/f0114ce5-10f4-4b9a-b653-97ef076d90cf/full/!800,800/0/default.jpg"
1500,"#b844a0","#dcc3a6","#602354","#9f8f7b","#cfba9f","#514740","https://api.nga.gov/iiif/75e041c8-43e1-478a-9068-b5b543735dde/full/!800,800/0/default.jpg"
1500,"#ccb494","#faeed9","#59452a","#948574","#d0bea2","#594e46","https://api.nga.gov/iiif/7fced61f-068c-44c6-b885-efc8343a68e3/full/!800,800/0/default.jpg"
1500,"#b28c54","#fcecd4","#917044","#af936a","#d4c4a4","#836a4a","https://api.nga.gov/iiif/60927b7d-06bd-481b-99a3-aaf0b28a126b/full/!800,800/0/default.jpg"
1500,"#c4584c","#e4ccad","#632720","#94826c","#d4bc9f","#746555","https://api.nga.gov/iiif/cfa5db99-f7da-4a34-8fd0-d977aabcd4ca/full/!800,800/0/default.jpg"
1500,"#c4ac84","#eccca4","#59482a","#88796a","#c8b79b","#4c4440","https://api.nga.gov/iiif/0323d745-e258-41d7-8092-a000acf5b2d5/full/!800,800/0/default.jpg"
1500,"#bc5044","#e4d4b3","#612922","#8c8373","#d4c6ad","#5c564c","https://api.nga.gov/iiif/3aad414c-fc30-4393-bb30-c3e75a9d85c5/full/!800,800/0/default.jpg"
1500,"#84643c","#e4d7c4","#5b4529","#84735e","#dcd4c4","#4f453a","https://api.nga.gov/iiif/8aca5b59-574c-4fd8-a7a1-08a014517e5f/full/!800,800/0/default.jpg"
1500,"#b59261","#e3c690","#44340c","#a98d60","#c1a370","#6a5333","https://api.nga.gov/iiif/57e63a68-48ea-47b1-a79c-445521e7cf81/full/!800,800/0/default.jpg"
1500,"#825e3c","#d2b99e","#49241c","#ac8b70","#c6a284","#4c3729","https://api.nga.gov/iiif/55d2c169-3004-4420-9045-589fef0c4274/full/!800,800/0/default.jpg"
1500,"#831828",,,,,,"https://api.nga.gov/iiif/3ad7be90-2dca-48d3-8afb-6463c1061175/full/!800,800/0/default.jpg"
1500,"#d9a045","#fcfcbc","#57310a","#ac8464","#c6c1b9","#48342a","https://api.nga.gov/iiif/258a2ea0-3382-4fb7-898a-8f0b9bbf7641/full/!800,800/0/default.jpg"
1500,"#bf3f3f","#d4bca4","#0c0404","#a48c6c","#d6c8b4","#5c4c34","https://api.nga.gov/iiif/30af3a38-6dca-4809-ae92-6a1080f2893c/full/!800,800/0/default.jpg"
1500,"#966c3c","#d0b07e","#442c14","#a3825e","#b89d7d","#554735","https://api.nga.gov/iiif/69e502f3-ce57-402c-838e-431ff56f8da0/full/!800,800/0/default.jpg"
1500,"#c28624","#e7c797","#793e0a","#a97f5b","#b18c74","#936646","https://api.nga.gov/iiif/f70816a5-2796-4922-a81e-307222ee65a2/full/!800,800/0/default.jpg"
1500,"#bc9464","#cca47c","#5a4424","#86644d","#c6bcac","#574730","https://api.nga.gov/iiif/c94267dd-201a-41f1-8a34-896bffa10f05/full/!800,800/0/default.jpg"
1500,"#b1713a","#dcb494","#7c4626","#a75452","#baaea2","#414034","https://api.nga.gov/iiif/e3ab40f1-cb1c-45b7-b8c1-4bb24ac04516/full/!800,800/0/default.jpg"
1500,"#b45c0f","#d8b479","#844312","#a8875e",,,"https://api.nga.gov/iiif/dbb900e4-862b-450a-95d2-44fce29b1317/full/!800,800/0/default.jpg"
1500,"#c4a884","#fcecdc","#59452a","#91806c","#d4c0a1","#65564a","https://api.nga.gov/iiif/fe8af28d-c234-4e08-a5ab-09908b601777/full/!800,800/0/default.jpg"
1500,"#a84088",,,,,,"https://api.nga.gov/iiif/345f830e-06ac-43a7-9636-8466f2e91ccc/full/!800,800/0/default.jpg"
1500,"#bc8c2c","#e7ceaa","#8c5414","#b49057","#cab896","#5b4834","https://api.nga.gov/iiif/6e41bec2-4de2-40e7-b32e-62b3a6a276fb/full/!800,800/0/default.jpg"
1500,"#cdac7f",,,,,,"https://api.nga.gov/iiif/dedd9bd7-96ca-4548-a3b1-1f986cbbabf5/full/!800,800/0/default.jpg"
1500,"#b77547","#ddc8b4","#2c1c11","#a19181","#c4c4c4","#47382a","https://api.nga.gov/iiif/538fa971-ea6d-45e9-b1ae-10fd25b86b8f/full/!800,800/0/default.jpg"
1500,"#b16a4d",,,,,,"https://api.nga.gov/iiif/d390a668-838f-4926-a0da-c222e1093d69/full/!800,800/0/default.jpg"
1500,"#b99952","#e2d59a","#64461c","#957954",,,"https://api.nga.gov/iiif/b3c7201e-d42d-4c1c-b789-e63b05169081/full/!800,800/0/default.jpg"
1500,"#946c3c","#c49c84","#6e4414","#a2856e","#c4ac98","#58442a","https://api.nga.gov/iiif/e3a89996-aab7-41ef-b0bc-8bff9257ac61/full/!800,800/0/default.jpg"
1500,"#e6ce6b",,,,,,"https://api.nga.gov/iiif/8a47b90d-4219-42af-a9d7-4179d821d5c5/full/!800,800/0/default.jpg"
1500,"#bfbf3f",,,,,,"https://api.nga.gov/iiif/f11f1c73-c42b-49c6-b701-b12ca56e7b48/full/!800,800/0/default.jpg"
1500,"#9c7444","#caaf8e","#744c1c","#a68567","#bcaea1","#4a3822","https://api.nga.gov/iiif/323bb856-ef02-4e1f-940a-08673c21145f/full/!800,800/0/default.jpg"
1500,"#bf3f3f",,,,,,"https://api.nga.gov/iiif/026f04c7-4604-4230-81e0-bd2d120e2c28/full/!800,800/0/default.jpg"
1500,"#bf6a3f",,,,,,"https://api.nga.gov/iiif/c4d87248-3fa4-4adb-89db-461d75707868/full/!800,800/0/default.jpg"
1500,"#bf3f3f",,,,,,"https://api.nga.gov/iiif/de3027d9-15d7-44da-b568-b1a8ed264c18/full/!800,800/0/default.jpg"
1500,"#956c34","#d1b38d","#6c4414","#9d794e","#b4946f","#574632","https://api.nga.gov/iiif/e9709a6f-8068-49f4-975b-19a79838e3a2/full/!800,800/0/default.jpg"
1500,"#7e512c",,,,,,"https://api.nga.gov/iiif/b8c637ca-0b35-47cf-b607-2090595d1404/full/!800,800/0/default.jpg"
1500,"#caa88b",,,,,,"https://api.nga.gov/iiif/970e3f29-169d-4aff-8f9b-f832599473a6/full/!800,800/0/default.jpg"
1500,"#ad7f51",,,,,,"https://api.nga.gov/iiif/679412c2-c900-4f7c-800a-28b9f97b757c/full/!800,800/0/default.jpg"
1500,"#6c5634",,,,,,"https://api.nga.gov/iiif/204e5868-64d4-4908-9f80-860e157917b5/full/!800,800/0/default.jpg"
1500,"#a4703c","#d4aa8a","#5a341e","#9a7453","#d9c1ac","#523c34","https://api.nga.gov/iiif/d4ad1c1c-9658-49e7-bf41-32685cb80372/full/!800,800/0/default.jpg"
1500,"#b17443","#ecce9e","#87271f","#a79064","#ad9a74","#534329","https://api.nga.gov/iiif/b74c5e03-5803-4767-943c-63d22706885e/full/!800,800/0/default.jpg"
1500,"#c0944e",,,,,,"https://api.nga.gov/iiif/6b411480-8582-4934-8f7f-feb8d044dfa0/full/!800,800/0/default.jpg"
1500,"#a17941","#e7aa62","#674a2c","#a89361","#c7baab","#483a25","https://api.nga.gov/iiif/77dddf7e-0735-425a-a1cf-e47c8b7b7f92/full/!800,800/0/default.jpg"
1500,"#9e6f44","#d5b491","#5e3c1c","#a98b6e","#d7c2ac","#694935","https://api.nga.gov/iiif/5c2108f5-bb3a-4d56-8571-22540c8fabb1/full/!800,800/0/default.jpg"
1500,"#48ac3c",,,,,,"https://api.nga.gov/iiif/5ebbcf13-48e6-4e68-addf-f5a017ebc801/full/!800,800/0/default.jpg"
1500,"#84643c","#dcc3a0","#533c1c","#a4845c","#ccb49c","#584530","https://api.nga.gov/iiif/87a4966e-db33-40a8-b578-412e7e556b8d/full/!800,800/0/default.jpg"
1500,"#d0af3a","#d4b88a","#745c24","#998468","#b9a28e","#483a2a","https://api.nga.gov/iiif/d2e6be37-b6d6-4fb4-b72d-f102d3cf12b8/full/!800,800/0/default.jpg"
1500,"#b84034","#d4bc9c","#3c341c","#867463","#ccb49c","#473b31","https://api.nga.gov/iiif/e654b5c9-f78c-468a-bcdd-9fec0b9a0b96/full/!800,800/0/default.jpg"
1500,"#996631",,,,,,"https://api.nga.gov/iiif/22115bb0-77b9-4e8c-bfb3-b1423a64082f/full/!800,800/0/default.jpg"
1500,"#d69c2c","#dbba90","#93500b","#9c7c58","#c4947c","#34241c","https://api.nga.gov/iiif/f4d2166d-7c4a-4150-a317-0a30d0460c9d/full/!800,800/0/default.jpg"
1500,"#b44738","#dbcdb2","#294058","#9c876f","#ccb494","#6d4f3e","https://api.nga.gov/iiif/f5e5b4c4-ec5e-4165-a03b-48c7887e2f3c/full/!800,800/0/default.jpg"
1500,"#b47454",,,,,,"https://api.nga.gov/iiif/57d25488-73ed-4f82-9111-3c64d21ddd36/full/!800,800/0/default.jpg"
1500,"#c4c450","#d4d480","#636321","#999080","#c4bbaa","#4b4846","https://api.nga.gov/iiif/cc5649d7-e895-4445-b55f-aa7d49148515/full/!800,800/0/default.jpg"
1500,"#70bc54","#e6d6bc","#345f25","#908171","#ccbca4","#62584e","https://api.nga.gov/iiif/be18194e-1e95-46f1-8707-01d83c66e21a/full/!800,800/0/default.jpg"
1500,"#d8b064","#dec197","#694e1a","#947b61","#bca484","#71604a","https://api.nga.gov/iiif/3a3e1736-f83b-4a6d-897a-82cbdac970bb/full/!800,800/0/default.jpg"
1500,"#3f3fbf",,,,,,"https://api.nga.gov/iiif/c06a61f6-901c-474c-a6f0-fece9f1d3ca9/full/!800,800/0/default.jpg"
1500,"#af762d","#e4c395","#7c410c","#ac7b58","#d0b599","#524431","https://api.nga.gov/iiif/27b9a03d-96ba-45f7-b4e5-3b6b74c0045a/full/!800,800/0/default.jpg"
1500,"#4840a0","#d4c0a0","#2a255e","#8f7f6d","#c8b699","#4c4340","https://api.nga.gov/iiif/17e6a202-6f12-4432-837b-7424c5d684d6/full/!800,800/0/default.jpg"
1500,"#6c4d34",,,,,,"https://api.nga.gov/iiif/c71a658a-0c5a-4afd-a6cb-02ffd2e61e2c/full/!800,800/0/default.jpg"
1500,"#8c3c18",,,,,,"https://api.nga.gov/iiif/7cff7c11-b972-42e7-a695-a050a53ccb63/full/!800,800/0/default.jpg"
1500,"#bf3f3f","#dcccb1","#0c0404","#a4846c","#d4c2ae","#52483c","https://api.nga.gov/iiif/aa107834-9ae3-4a1f-af56-ed758955a18d/full/!800,800/0/default.jpg"
1500,"#eccc2c","#ecca5c","#642c2c","#af605c","#b4a194","#403a32","https://api.nga.gov/iiif/8482aa15-c4db-4322-aa78-67ae39b9cccc/full/!800,800/0/default.jpg"
1500,"#afbf3f",,,,,,"https://api.nga.gov/iiif/e5dd1054-f83d-4af5-8f1c-ba45ad31ab91/full/!800,800/0/default.jpg"
1500,"#a96b49","#cb9174","#6f3c1c","#8c8c8b","#b4b3b3","#48342c","https://api.nga.gov/iiif/c8048309-1318-4442-975a-41617ef098fe/full/!800,800/0/default.jpg"
1500,"#a4743c","#d4ac88","#754414","#ac8760","#d2ba9d","#523c34","https://api.nga.gov/iiif/b017c875-faf0-4494-ae54-7b7a08b3940a/full/!800,800/0/default.jpg"
1500,"#d47f2a","#e4d3c5","#140c04","#a28c6c","#c2b6a4","#644c34","https://api.nga.gov/iiif/0653085b-4254-4c7f-960c-d329ce48a863/full/!800,800/0/default.jpg"
1500,"#bc8424","#e6cb81","#5d3f20","#a48c5c",,,"https://api.nga.gov/iiif/4f972cf3-1fd0-4694-a10f-95fce54bbf38/full/!800,800/0/default.jpg"
1500,"#6c4434",,,,,,"https://api.nga.gov/iiif/d9e26bf5-39ad-431f-868b-2465c5551648/full/!800,800/0/default.jpg"
1500,"#5cb4b4","#fcf0e0","#295a5a","#8c8379","#c6bdac","#47453d","https://api.nga.gov/iiif/d70547d5-ab39-4c9c-bb4f-246953c36379/full/!800,800/0/default.jpg"
1500,"#bc640d","#e4b988","#984f0b","#a87e5b","#b28c74","#8e6141","https://api.nga.gov/iiif/5ee65d0c-2423-4dda-8803-ee70570d1a4a/full/!800,800/0/default.jpg"
1500,"#9fbf3f",,,,,,"https://api.nga.gov/iiif/c4bd174a-8b90-487f-91ce-0c8886df7c3a/full/!800,800/0/default.jpg"
1500,"#a4642e","#d6b494","#6c4a2c","#a67650","#c6aea3","#513d2a","https://api.nga.gov/iiif/936a387c-43ad-478b-a815-b920a0517b5b/full/!800,800/0/default.jpg"
1500,"#a48932",,,,,,"https://api.nga.gov/iiif/40fe931c-93b6-4bd5-b87b-1e5d6822464d/full/!800,800/0/default.jpg"
1500,"#c68438",,,,,,"https://api.nga.gov/iiif/59f8a1b5-dae2-4cb1-963a-c7d1f17c7e2f/full/!800,800/0/default.jpg"
1500,"#cbba2e","#dc5144","#7c6a08","#9c7454",,,"https://api.nga.gov/iiif/b1326779-0adb-4d3f-b401-956410cdc582/full/!800,800/0/default.jpg"
1500,"#dd9f2a","#d9ad5c","#6c3408","#987649",,,"https://api.nga.gov/iiif/5c328e3e-0161-4c48-b629-85a1e28e949f/full/!800,800/0/default.jpg"
1500,"#a83c42",,,,,,"https://api.nga.gov/iiif/eedda2ab-a1b0-4731-b936-265cc629fc85/full/!800,800/0/default.jpg"
1837,"#745c2c",,,,,,"https://api.nga.gov/iiif/b2761d91-c1e7-4f57-afd5-ae1633e2e4c7/full/!800,800/0/default.jpg"
1500,"#cec92c",,,,,,"https://api.nga.gov/iiif/67a080d6-5cb9-436e-bfa6-6c09c1cc9116/full/!800,800/0/default.jpg"
1500,"#945c2c","#d0b17e","#6c3d14","#9f7954","#bb9d7c","#3e2e22","https://api.nga.gov/iiif/a7bcaef2-6525-4be5-a427-46ea2f47a549/full/!800,800/0/default.jpg"
1825,"#a5833a","#f4d9a3","#79570e","#798767","#d1c7a5","#73683e","https://api.nga.gov/iiif/8c73a8e6-8a04-41fa-b06f-3fadbe8037b1/full/!800,800/0/default.jpg"
1500,"#9c643c",,,,,,"https://api.nga.gov/iiif/48ef82f8-23fe-4c30-95ee-594567e18cbb/full/!800,800/0/default.jpg"
1500,"#b78447","#d6bda0","#48341c","#91795f","#decdbb","#543b2a","https://api.nga.gov/iiif/b0291f90-10ec-40aa-9aa6-0d4c1fdf7093/full/!800,800/0/default.jpg"
1500,"#bc7417","#e6cd98","#8e4f0b","#a68262","#b49c8c","#634d35","https://api.nga.gov/iiif/162a280c-1159-4b05-b323-54e96a673500/full/!800,800/0/default.jpg"
1500,"#904440","#d8c0a3","#442c14","#ac886d","#baa797","#4d3b2d","https://api.nga.gov/iiif/8b062e33-8e3a-4bf3-b2d9-374d7d82d504/full/!800,800/0/default.jpg"
1500,"#44b0b8",,,,,,"https://api.nga.gov/iiif/b2b40f76-3858-41a9-bf81-3a7299a45bc8/full/!800,800/0/default.jpg"
1500,"#a8703c",,,,,,"https://api.nga.gov/iiif/fbf713b2-456f-4e2a-a09f-206a5f633aac/full/!800,800/0/default.jpg"
1500,"#946c44",,,,,,"https://api.nga.gov/iiif/d53b67c4-bbda-4b78-bdda-e48eaaf85e5a/full/!800,800/0/default.jpg"
1500,"#d1642d",,,,,,"https://api.nga.gov/iiif/2b463b9c-4543-478a-8016-0ecd1efc3a1e/full/!800,800/0/default.jpg"
1500,"#b1864d",,,,,,"https://api.nga.gov/iiif/05af17a0-0f1d-41c2-a7ad-3aaeed5c283e/full/!800,800/0/default.jpg"
1500,"#bf3f3f",,,,,,"https://api.nga.gov/iiif/5479075e-1467-4691-8778-49aff92e82b2/full/!800,800/0/default.jpg"
1500,"#c8b474",,,,,,"https://api.nga.gov/iiif/44fbb40d-9927-42c0-9247-29bf5e10da25/full/!800,800/0/default.jpg"
1500,"#745c34","#d4ba97","#64442c","#9e845c","#c1ac8a","#4c3d2a","https://api.nga.gov/iiif/da54e40c-c4e9-4393-ad17-7bde391fe2eb/full/!800,800/0/default.jpg"
