beginyear,hex_color,LightVibrant,DarkVibrant,Muted,LightMuted,DarkMuted,imageurl
1810,"#a6523c","#d4846c","#712c19","#aa785d","#c7b8a7","#34241a","https://api.nga.gov/iiif/d8ae297c-0057-41a0-9c52-deede67cc5f6/full/!800,800/0/default.jpg"
1802,"#5044a0","#d3b79e","#72333b","#9d8e7f","#e4d4c9","#4d3837","https://api.nga.gov/iiif/dccf8220-5a72-463e-a845-8ada4fd2d871/full/!800,800/0/default.jpg"
1500,"#c57f39",,,,,,"https://api.nga.gov/iiif/bd388511-f122-4145-852c-fadbdfe0f32f/full/!800,800/0/default.jpg"
1804,"#58b098","#e4dcc3","#2a5a4d","#947c69","#cfc4a4","#453d38","https://api.nga.gov/iiif/469a05bf-9550-45f9-808f-6294bdf04a0c/full/!800,800/0/default.jpg"
1500,"#b48628","#d2aa6b","#5c3c14","#a77d4d","#b4987c","#674d33","https://api.nga.gov/iiif/746d7435-bfc4-4d1b-88ca-bb537eae5f31/full/!800,800/0/default.jpg"
1802,"#c49b4a","#fcd484","#654824","#9c8b5c","#d4ccac","#4e3824","https://api.nga.gov/iiif/2a82276e-d9e9-4ce1-b263-87009e1f54b1/full/!800,800/0/default.jpg"
1825,"#d4b18c","#dcb48c","#604324","#a4846a","#dcccb4","#7c6454","https://api.nga.gov/iiif/41ec0dec-e3eb-48dd-9042-9b9cef208afc/full/!800,800/0/default.jpg"
1800,"#d4a454","#dbb16b","#312710","#a17962","#d4cccc","#494138","https://api.nga.gov/iiif/c046fc7f-2eea-4dfd-a1a8-0b4f4780b0d6/full/!800,800/0/default.jpg"
1782,"#c4a484","#e4c49c","#59422a","#91867e","#e4dccb","#816c64","https://api.nga.gov/iiif/353a1b00-0388-4038-af67-4a4b3602a686/full/!800,800/0/default.jpg"
1778,"#cfb18b","#dfc49b","#5f4426","#896e50","#b8a283","#5f5837","https://api.nga.gov/iiif/b38ce693-ba56-4953-9c2c-d8139fe4b059/full/!800,800/0/default.jpg"
1804,"#dc8924","#f9cd81","#6b3b0e","#8f865e",,,"https://api.nga.gov/iiif/968ea81d-95f1-4c38-9e68-962575252b3b/full/!800,800/0/default.jpg"
1816,"#ad9651",,,,,,"https://api.nga.gov/iiif/b58ffd09-8c28-4d49-8ba0-96e1320ebe33/full/!800,800/0/default.jpg"
1815,"#bc845c","#e4d8be","#916c42","#a48761","#cdba9f","#504339","https://api.nga.gov/iiif/fb992a36-53cd-4c7d-b315-bf708acfc05f/full/!800,800/0/default.jpg"
1831,"#b38d57","#d7b693","#5c4c2c","#9f6e5a","#c3aa8b","#483b2f","https://api.nga.gov/iiif/a94ecc95-8bf8-4e4a-b82c-d351564a132a/full/!800,800/0/default.jpg"
1836,"#dc8c74","#f4ecd4","#692c1a","#af966f","#d8c9b3","#6c5a3a","https://api.nga.gov/iiif/e1dbf66e-94b4-4878-a394-048a879a85dc/full/!800,800/0/default.jpg"
1800,"#b85494","#e4d4bc","#5d2649","#9b8670","#d4c5a7","#534c44","https://api.nga.gov/iiif/fc3a9e9d-9c1d-4130-869d-07cb6e399662/full/!800,800/0/default.jpg"
1827,"#6c382d",,,,,,"https://api.nga.gov/iiif/ee6c4fd9-350b-411d-ab98-83f10343a6b4/full/!800,800/0/default.jpg"
1834,"#a83838",,,,,,"https://api.nga.gov/iiif/849021c9-7bab-46b8-8d3f-dfb92b8eb46f/full/!800,800/0/default.jpg"
1837,"#dca87a","#dcbc94","#683f1b","#b4845c","#d4c4a0",,"https://api.nga.gov/iiif/bc9a0f8f-2087-40b9-a4d6-dd90d681315e/full/!800,800/0/default.jpg"
1804,"#444098","#e4d4c4","#29275d","#a78870","#dcccbe","#5c534b","https://api.nga.gov/iiif/8d79648f-9bc1-42cc-ac58-03fe72add4b0/full/!800,800/0/default.jpg"
1836,"#bf7e2a","#efc377","#761a04","#b0a46f","#d0caa1","#0c140c","https://api.nga.gov/iiif/b898997c-b05d-474f-aca9-c8a24b667d80/full/!800,800/0/default.jpg"
1808,"#cf2f2f",,,,,,"https://api.nga.gov/iiif/78691d90-2983-4171-af73-82ec8e3c103a/full/!800,800/0/default.jpg"
1804,"#c4aa84","#dcccb4","#59462a","#b09274","#d6c4ab","#5c534a","https://api.nga.gov/iiif/14c85eb6-25d0-43d1-a1e9-72c6679409eb/full/!800,800/0/default.jpg"
1800,"#dc944c","#d2af9a","#46301a","#825d40","#e4decd","#5d4630","https://api.nga.gov/iiif/48dcb14c-b765-4f38-93f1-158085e89829/full/!800,800/0/default.jpg"
1832,"#b2894c",,,,,,"https://api.nga.gov/iiif/c044f9d5-9344-47fa-9295-6f68956897f9/full/!800,800/0/default.jpg"
1804,"#cca474","#d4c0a3","#614523","#987c5f","#ccbc9c","#674e3a","https://api.nga.gov/iiif/e7905f90-bd5e-45e4-b528-029b8552240f/full/!800,800/0/default.jpg"
1500,"#a25644","#f0d0b2","#603126","#9e7b59","#c2c0be","#604733","https://api.nga.gov/iiif/86191752-fc52-468b-bae2-6cd0883b37c8/full/!800,800/0/default.jpg"
1820,"#bc7c6c",,,,,,"https://api.nga.gov/iiif/2761bd03-93ce-4c7a-ae4d-945b5d0ae9d7/full/!800,800/0/default.jpg"
1837,"#ccb48d","#f4dcbb","#5b4828","#af9470","#ccbca4","#544338","https://api.nga.gov/iiif/63275490-35f5-4865-bbb0-173887793b5d/full/!800,800/0/default.jpg"
1500,"#b49e3e",,,,,,"https://api.nga.gov/iiif/b9019601-a714-40c3-9071-44dee5b277f3/full/!800,800/0/default.jpg"
1837,"#98a444",,,,,,"https://api.nga.gov/iiif/e180c01c-1e59-494a-a401-49e5f2f53412/full/!800,800/0/default.jpg"
1525,"#b7813a","#cdb44c","#16376c","#668756","#acacab","#355351","https://api.nga.gov/iiif/310f37e9-678d-4273-a36c-486460f27789/full/!800,800/0/default.jpg"
1804,"#c46029","#e6ad85","#84340d","#929580","#c1a889","#47483d","https://api.nga.gov/iiif/dd13d1cc-bf38-4b47-af1a-acca45a89c18/full/!800,800/0/default.jpg"
1800,"#48b0a4","#fbf4e3","#265e57","#80796f","#c1b9ae","#4c4743","https://api.nga.gov/iiif/ef478f05-59a8-48c9-9955-c46df903f639/full/!800,800/0/default.jpg"
1830,"#3ca0a8","#e0c0b6","#5a3028","#a08060","#ccaca3","#634b3a","https://api.nga.gov/iiif/f1caf766-b630-4225-9279-bc1c475599c7/full/!800,800/0/default.jpg"
1824,"#a43304","#d79970","#7e2b0a","#ae895d","#c9b9a5","#2e2a19","https://api.nga.gov/iiif/ee893d45-9572-443e-90b3-86aa0c30b914/full/!800,800/0/default.jpg"
1837,"#bc642c","#e9ddc1","#13320f","#68888c","#cdbba6","#365526","https://api.nga.gov/iiif/de2f2512-0f1b-4629-ad7b-756c581ea58e/full/!800,800/0/default.jpg"
1825,"#b37f51","#d8aa79","#58271d","#a79771","#c8b49c","#54342c","https://api.nga.gov/iiif/632a0341-d349-4110-906b-ccf1aa60c2dc/full/!800,800/0/default.jpg"
1815,"#ac8e52",,,,,,"https://api.nga.gov/iiif/1dfba32e-802f-4aa7-b063-2b4d97021ca8/full/!800,800/0/default.jpg"
1837,"#b68664","#dca688","#5c3a20","#a37751","#c7af97","#765435","https://api.nga.gov/iiif/26520be2-e8d1-4654-a559-77588fe68fcd/full/!800,800/0/default.jpg"
1830,"#8c6b43","#deccac","#5a312a","#816a50","#ccac9c","#644c39","https://api.nga.gov/iiif/abc0c3dc-2bc3-4945-937a-517d3730c862/full/!800,800/0/default.jpg"
1834,"#b27430","#f2cda7","#7f4a0b","#9c8c6c","#afb5ab","#2c1e15","https://api.nga.gov/iiif/90d075f0-1bd9-401b-b85c-2522ae357829/full/!800,800/0/default.jpg"
1837,"#f86206",,,,,,"https://api.nga.gov/iiif/ad1e77c8-a2c0-459f-8fd9-2928d9514642/full/!800,800/0/default.jpg"
1816,"#c6601c","#f4ca7c","#7c4117","#8d877b","#aca48a","#5a462e","https://api.nga.gov/iiif/d98e041f-d7b8-4dd0-9b62-35965df834af/full/!800,800/0/default.jpg"
1837,"#ccac7c","#c4a47c","#5f4825","#9f8360","#bc9c74","#68563f","https://api.nga.gov/iiif/1161c826-1e64-445f-b89c-beb9e21cd227/full/!800,800/0/default.jpg"
1821,"#6b4d33","#dcbc9c","#492b15","#a37c6c","#dccdb9","#5b4429","https://api.nga.gov/iiif/3a14fb6b-82a0-4e1b-beb3-7e6ac89ef686/full/!800,800/0/default.jpg"
1800,"#fbd95b","#f9df7d","#785c10","#8a8482","#b6aea6","#3c3434","https://api.nga.gov/iiif/2a0d077f-2a9b-4699-9742-827b98ced31b/full/!800,800/0/default.jpg"
1767,"#c85c4c","#f4ecd6","#65281f","#908776","#d9d0bc","#4c4439","https://api.nga.gov/iiif/dc5a9b10-7c1f-4ab8-a6e4-1c1e73275cbc/full/!800,800/0/default.jpg"
1830,"#cd9933","#dcbe97","#a26113","#9f7e56","#c4ac94","#4b472f","https://api.nga.gov/iiif/57e7f269-8bf1-4a10-be6f-89ba956374ce/full/!800,800/0/default.jpg"
1830,"#c6a274","#d8c0a3","#46341c","#9f8069","#c3a788","#64503f","https://api.nga.gov/iiif/5e815150-087b-4979-8d48-93698dd29d39/full/!800,800/0/default.jpg"
1804,"#ccb48c","#dcccac","#5b4828","#a69074","#d4c4a7",,"https://api.nga.gov/iiif/6ff4d06c-c36c-4d72-a2c7-307920441c48/full/!800,800/0/default.jpg"
1837,"#bc8444",,,,,,"https://api.nga.gov/iiif/cdc931af-39d6-48b8-b36a-dd3d1dca3a0d/full/!800,800/0/default.jpg"
1820,"#efad3f","#f4ce5f","#695212","#8c8c6c",,,"https://api.nga.gov/iiif/b8237ad8-a619-40a3-8f16-02d51a53d4f0/full/!800,800/0/default.jpg"
1825,"#d1884a","#f4c47c","#95401c","#a98866","#c2b4a4","#0c0c14","https://api.nga.gov/iiif/9a2db3b4-7310-4653-9278-6a22cfbd0bda/full/!800,800/0/default.jpg"
1831,"#cfac7c","#e7d0b2","#6f4a34","#8b7763","#d4c6ac","#4c3f39","https://api.nga.gov/iiif/28c40e0d-f32a-4fe1-bca6-4bf01d7811c9/full/!800,800/0/default.jpg"
1837,"#c05844","#ece3cc","#632c21","#92826c","#c1beb3","#574332","https://api.nga.gov/iiif/480bf79d-8b8a-4b71-86ca-b466e9562d2e/full/!800,800/0/default.jpg"
1837,"#858d36","#f1d382","#5c3c24","#ac9454","#b19f8e","#543424","https://api.nga.gov/iiif/4b73e97f-c155-43d7-b4a9-6f040b27f680/full/!800,800/0/default.jpg"
1837,"#c070a8","#e4d7c2","#5c284c","#70b4a8","#dcd4c4","#5a564e","https://api.nga.gov/iiif/6f6a3ee6-ee22-44cf-b6c1-bc55b738eac7/full/!800,800/0/default.jpg"
1837,"#58b448","#f4e4bc","#2e5e25","#8f7f69","#cfbd9b","#60544a","https://api.nga.gov/iiif/7e2c643a-0102-475e-926a-04c9ed07d9d5/full/!800,800/0/default.jpg"
1886,"#c9ae8c","#d4c4a4","#5a452a","#60a894","#d4bca1","#4b4645","https://api.nga.gov/iiif/c4676e23-5fc8-43f3-b5db-97bd47c88d8b/full/!800,800/0/default.jpg"
1837,"#bc7c34","#e4cc82","#735a1b","#9d8d67","#9ab8c0","#52442c","https://api.nga.gov/iiif/dec22590-2c27-44e7-8a1a-e79a2e2b6e34/full/!800,800/0/default.jpg"
1827,"#7d3f2e",,,,,,"https://api.nga.gov/iiif/5e8025d5-963d-4e16-8aec-4051a208f70d/full/!800,800/0/default.jpg"
1810,"#70bc54","#dcc49c","#345f25","#6c5ca8","#d4bca4","#5a5149","https://api.nga.gov/iiif/375f8d6f-d222-4a5f-9209-f4269cdf7d75/full/!800,800/0/default.jpg"
1500,"#cc8a32",,,,,,"https://api.nga.gov/iiif/0f523ed4-a349-42b9-89da-9726d19d4a28/full/!800,800/0/default.jpg"
1830,"#c09156","#eabc66","#8c5614","#a88255","#c4bbb8","#524028","https://api.nga.gov/iiif/4b9d6618-81c6-481d-90e8-a9b286aff0e0/full/!800,800/0/default.jpg"
1827,"#be8f4b","#c89e5a","#714604","#a9814c",,,"https://api.nga.gov/iiif/d5fcf3d0-a2c0-44e4-9bde-e4133559cde1/full/!800,800/0/default.jpg"
1550,"#eeb554","#eec86f","#11275f","#9a7b4b","#cfc2a0","#37405b","https://api.nga.gov/iiif/1228e6b5-11d4-4e00-9e41-7cb0744eec24/full/!800,800/0/default.jpg"
1500,"#ad7f51","#d7c4ab","#3c2c1c","#a08054","#d4bba7","#5d4434","https://api.nga.gov/iiif/2b288658-1351-4e2c-95ab-1ed3bbc73b18/full/!800,800/0/default.jpg"
1837,"#c4a47e","#ccbc94","#44341c","#bca47c","#d8ccb3","#5d4d3a","https://api.nga.gov/iiif/5a20a52b-8d95-4350-836c-0bd3ee4b1ab5/full/!800,800/0/default.jpg"
1804,"#6cbc60","#ecdebd","#2e5d27","#8c8c7b","#dcd4c4","#54544d","https://api.nga.gov/iiif/3ad71c47-6fbf-4850-aee2-a80c4843282b/full/!800,800/0/default.jpg"
1837,"#bc6414","#dcbf8b","#6f5515","#7fa38c","#c7c8a6","#30261c","https://api.nga.gov/iiif/b2addf3c-af57-4aa6-939d-02dadefb82cb/full/!800,800/0/default.jpg"
1525,"#bd8a32","#e4ce98","#804d14","#a98960","#b39d72","#2c2416","https://api.nga.gov/iiif/8d41a3e9-2fc5-4943-b5af-e0befc6e4915/full/!800,800/0/default.jpg"
1837,"#ae8c4c","#e4d4bb","#5c4a28","#b7965e","#d4ccb4","#6c6454","https://api.nga.gov/iiif/50389264-073b-4ece-8f57-834f2e5ad5d6/full/!800,800/0/default.jpg"
1826,"#c0915f","#f6d79c","#7d2b09","#a68360","#d4c4ac","#445c2c","https://api.nga.gov/iiif/8ff2d6a0-c863-4127-bb9a-7edd6a56650a/full/!800,800/0/default.jpg"
1505,"#e0a838","#f4ce9d","#724317","#6488a4","#d4d4d4","#27364a","https://api.nga.gov/iiif/e2ab7235-5a40-41c2-9bb5-a54fed469b1e/full/!800,800/0/default.jpg"
1530,"#a0b448",,,,,,"https://api.nga.gov/iiif/9599e166-f025-4be0-aa17-907bf2724304/full/!800,800/0/default.jpg"
1800,"#64c058","#ece4d4","#2b6024","#6460b0","#c7c1b1","#494a42","https://api.nga.gov/iiif/53514f94-8f17-4a2c-bf9f-ad6c8a646fa9/full/!800,800/0/default.jpg"
1833,"#b4884a","#dcb981","#825710","#a58048","#b7a47c","#69553b","https://api.nga.gov/iiif/1b4e3a92-a58e-4480-95ca-46c8b0f972f9/full/!800,800/0/default.jpg"
1500,"#845c3c","#ceae94","#543c1c","#9c845c","#cdb4a0","#58432c","https://api.nga.gov/iiif/2be5fa61-9318-4ab6-bf39-a03115d63e24/full/!800,800/0/default.jpg"
1840,"#a86634","#f3e5b8","#6e461c","#8f6f51","#c8c4b5","#443e2e","https://api.nga.gov/iiif/04751f53-a02d-4d32-9c12-503eee9cf96b/full/!800,800/0/default.jpg"
1837,"#d97a35","#fbbb85","#8e4415","#a78055","#cfbaac","#6c5931","https://api.nga.gov/iiif/8067178d-ca0c-4025-b8fb-6b2a97999409/full/!800,800/0/default.jpg"
1837,"#64b8a4","#fcecd4","#295a4f","#a4937c","#d3c4a5","#514840","https://api.nga.gov/iiif/a6ea2f21-cabe-415a-b605-ae6b2c6c0f7b/full/!800,800/0/default.jpg"
1804,"#d0746c","#dcccb4","#409888","#ac8b71","#d4c7af","#4b473f","https://api.nga.gov/iiif/d3ce2cc9-b689-475e-8abf-6508dc47ad0b/full/!800,800/0/default.jpg"
1816,"#d49424","#e6b888","#7e490c","#a48f65","#c6a87c","#3c4943","https://api.nga.gov/iiif/e378c067-99ad-477f-bee1-e3db3eeda62a/full/!800,800/0/default.jpg"
1550,"#b0488c","#d4bca4","#54a040","#7f7162","#ccbca3","#5d5245","https://api.nga.gov/iiif/b16ba34b-5975-42dc-9f7c-87b84f379ca9/full/!800,800/0/default.jpg"
1535,"#d1963e","#f8d454","#1c3c6c","#92906b","#bcb3b3","#384032","https://api.nga.gov/iiif/2194b22d-e4c2-459d-ae68-26c6b15f0ec3/full/!800,800/0/default.jpg"
1840,"#ba7045","#dc854b","#603c1c","#9f7456","#c4ba97","#5f4832","https://api.nga.gov/iiif/75ce21fa-ce44-41c5-a4af-835ee8f4ea6f/full/!800,800/0/default.jpg"
1839,"#785133","#dcbda9","#5d3c1c","#a37c5b","#d6c1b6","#624631","https://api.nga.gov/iiif/3ef79243-103f-4298-a170-c258dfcb7703/full/!800,800/0/default.jpg"
1832,"#c47c6c","#e4dcc4","#5e3025","#929367","#d0b8a7","#435033","https://api.nga.gov/iiif/6988d28b-ae48-4106-aef8-876e29f86273/full/!800,800/0/default.jpg"
1840,"#ad7f51",,,,,,"https://api.nga.gov/iiif/e82646b4-acae-4a63-9e83-2f6ec403db9a/full/!800,800/0/default.jpg"
1800,"#e48951","#f5cd84","#6f472d","#9c8c64",,,"https://api.nga.gov/iiif/1fe3a6c8-4aa6-496b-8a3c-fe5ad99e71dc/full/!800,800/0/default.jpg"
1838,"#ac7d52",,,,,,"https://api.nga.gov/iiif/e6012fe2-ae8b-4c5e-a4c6-886759f9d59c/full/!800,800/0/default.jpg"
1837,"#b78b47","#caa057","#613c14","#b49460",,,"https://api.nga.gov/iiif/9b390c82-01dd-4538-94fb-9091e489e17f/full/!800,800/0/default.jpg"
1759,"#d4a484","#e4cbb3","#653c2b","#a46c54","#dccab2","#583d30","https://api.nga.gov/iiif/3a45c0dd-70db-458f-88f4-32781628fc15/full/!800,800/0/default.jpg"
1842,"#cb9333","#f6e2b1","#7e680c","#a08458","#cec5ad","#675434","https://api.nga.gov/iiif/1c3a0c23-3926-4475-b9b8-59cb1d72b410/full/!800,800/0/default.jpg"
1837,"#6c4c34","#d4c1a2","#64442c","#9e8462","#c4b18f","#573f2b","https://api.nga.gov/iiif/c45d4348-156d-4ecd-83cb-9ffc05b330eb/full/!800,800/0/default.jpg"
1841,"#cf9e43","#f4c652","#714923","#876843",,,"https://api.nga.gov/iiif/bf907138-43ba-4e12-bef6-b82634074555/full/!800,800/0/default.jpg"
1500,"#a56c3d",,,,,,"https://api.nga.gov/iiif/01316b2b-1569-4a0b-b4ed-e1c7062571b3/full/!800,800/0/default.jpg"
1525,"#ac7c44","#d8c08a","#663d1c","#ac7450","#ccc7a6","#694931","https://api.nga.gov/iiif/d76f0208-3c55-4961-abf3-a27d15d0c188/full/!800,800/0/default.jpg"
1837,"#c49c34","#f4e3c8","#68531b","#897b67","#d4c4ae","#48473f","https://api.nga.gov/iiif/d3c814d0-17e8-4a29-89ea-2a2f6713d36e/full/!800,800/0/default.jpg"
1837,"#965720",,,,,,"https://api.nga.gov/iiif/7976f7da-3e94-407e-9dd9-ba7ea0efbf88/full/!800,800/0/default.jpg"
1480,"#cf7b1f","#d0a368","#562a05","#54a79e","#aecdd2","#264753","https://api.nga.gov/iiif/a7228d10-8211-4da5-987d-1c8e55383c3b/full/!800,800/0/default.jpg"
1575,"#3d6bac","#8fb1d5","#102662","#8c8c8c","#abbcd4","#353d64","https://api.nga.gov/iiif/ce9d910f-3107-47aa-99a3-c4e288039519/full/!800,800/0/default.jpg"
1837,"#a48044",,,,,,"https://api.nga.gov/iiif/3759a104-0bf0-4b3e-bfc9-7b4c2dffffad/full/!800,800/0/default.jpg"
1840,"#bc8c64","#debfa0","#6c3c1c","#937d68","#cfc5b2","#624535","https://api.nga.gov/iiif/f13602ba-3080-4675-8582-0f747a9bcf2c/full/!800,800/0/default.jpg"
1785,"#942f0b","#ead7af","#882a0b","#948254","#d1c19d","#3b2028","https://api.nga.gov/iiif/d7ffb0a9-1733-4236-b0ce-1099c7b81554/full/!800,800/0/default.jpg"
1800,"#b48c5c","#e4c3a4","#72542c","#8c755f","#ddc9b8","#544533","https://api.nga.gov/iiif/df33ef9e-d36a-4d66-ae30-4fb57a700df1/full/!800,800/0/default.jpg"
1840,"#b82810","#f1b858","#991f15","#a6ab57","#d0bba6","#234427","https://api.nga.gov/iiif/05a7ce07-b402-40cc-a0c3-a8c89606074a/full/!800,800/0/default.jpg"
1806,"#449c8c","#e4d1be","#285c52","#ac8b71","#dcccbc","#575048","https://api.nga.gov/iiif/cf866ca6-3419-4659-aafe-ceb9bc72f7f7/full/!800,800/0/default.jpg"
1804,"#b8b850","#e4cec3","#5e5e26","#a48873","#dcccbc","#5c524b","https://api.nga.gov/iiif/7317b97c-87d9-45db-ad60-d82e2b6ff358/full/!800,800/0/default.jpg"
1837,"#ccac84","#ecd4ac","#5d4526","#9c825d","#d4bca4","#785c3c","https://api.nga.gov/iiif/fb4fb93b-4130-4716-9d10-3b59fdf01625/full/!800,800/0/default.jpg"
1842,"#c49c74","#fcf4ec","#5d4227","#a58967","#d4c4a4","#5a4840","https://api.nga.gov/iiif/a11d4e1a-31de-4666-8a60-0c23f4ff9321/full/!800,800/0/default.jpg"
1822,"#e0b86c","#e0b86c","#6d4f17","#817976","#c9bdb6","#443c3c","https://api.nga.gov/iiif/393db73e-9997-4b7d-9d3f-671a869f1746/full/!800,800/0/default.jpg"
1840,"#c58041","#ecd1a1","#403509","#a38855","#d4cc9b","#535128","https://api.nga.gov/iiif/66239014-7559-4749-854f-f773c78b26d6/full/!800,800/0/default.jpg"
1828,"#b0cc64","#b0cc64","#5d3c2c","#7c5445","#d3c7ba","#544239","https://api.nga.gov/iiif/f77de9a1-fcc2-4e7f-a807-04b62ff4375e/full/!800,800/0/default.jpg"
1837,"#dc7854","#f4d4ac","#6e2d16","#9c805e","#ccb48c","#7a6045","https://api.nga.gov/iiif/64e9ca3e-5cd3-4457-bb36-91fda8c700ef/full/!800,800/0/default.jpg"
1833,"#bf3f3f","#e4ccb4","#0c0404","#ac7c5e","#d8d4ca","#534d40","https://api.nga.gov/iiif/2cf9915f-fbe1-4fa4-a9c6-9339e8adb95e/full/!800,800/0/default.jpg"
1827,"#85583f",,,,,,"https://api.nga.gov/iiif/d996368b-52e9-4e33-9eac-af57d538dd60/full/!800,800/0/default.jpg"
1845,"#c49c74","#ecd4bc","#5d4227","#9a836a","#d0b99e","#6e5c4a","https://api.nga.gov/iiif/f79ccd44-6cf0-43f5-b6b1-9bddfe803de1/full/!800,800/0/default.jpg"
1827,"#7c4432",,,,,,"https://api.nga.gov/iiif/7eaa3e0c-9661-431f-9903-999a39253678/full/!800,800/0/default.jpg"
1845,"#ac5c14","#eac183","#69460c","#947b4c",,,"https://api.nga.gov/iiif/b9dfb7cf-204d-45d6-9f8f-ecc088ab2686/full/!800,800/0/default.jpg"
1843,"#b4935c","#dfcc9b","#795634","#936f4e","#cbb28e","#543c34","https://api.nga.gov/iiif/f8b93417-ecbd-4dcd-a309-04b84e216d47/full/!800,800/0/default.jpg"
1800,"#bf3f3f",,,,,,"https://api.nga.gov/iiif/e8846663-ea4f-4543-a129-232b546f0650/full/!800,800/0/default.jpg"
1838,"#8c4078",,,,,,"https://api.nga.gov/iiif/fefa9370-bd94-4f92-ae7f-4ff8aef2c58a/full/!800,800/0/default.jpg"
1800,"#54ac48","#e4d4bb","#2d5d27","#8a8579","#dccdb9","#4c443c","https://api.nga.gov/iiif/b5d192de-1e11-4593-889c-f29b30cad869/full/!800,800/0/default.jpg"
1840,"#d4b484","#f4d4ad","#624822","#baa786","#d4c29c",,"https://api.nga.gov/iiif/68932bca-1c9e-47f9-9e8e-e3d613b88578/full/!800,800/0/default.jpg"
1550,"#9c4850",,,,,,"https://api.nga.gov/iiif/afa4f7d7-9d5d-4ace-8eca-0d1fa73fe4f5/full/!800,800/0/default.jpg"
1556,"#afbf3f",,,,,,"https://api.nga.gov/iiif/ce7f166a-9773-4b06-bf8b-a38d100fcef5/full/!800,800/0/default.jpg"
1508,"#c47b2e",,,,,,"https://api.nga.gov/iiif/a3fee40a-d066-43f1-b2a4-f9a92d7e9790/full/!800,800/0/default.jpg"
1837,"#c8584c","#fcf3e0","#65251f","#9c907d","#d4c7af","#4c433e","https://api.nga.gov/iiif/e1efc40a-db56-4c9f-9218-ce1711dc09bf/full/!800,800/0/default.jpg"
1520,"#ad8c46","#d9b164","#765e1b","#79663f","#b4b4ac","#4d3f2c","https://api.nga.gov/iiif/5d43fee7-42e8-4a76-b268-af41631e9edf/full/!800,800/0/default.jpg"
1844,"#c05448","#dccbb3","#622821","#9f9080","#d4c5af","#5e5048","https://api.nga.gov/iiif/4cb30fef-390e-4fb5-8b3a-e9b386a60a0c/full/!800,800/0/default.jpg"
1837,"#6cbc58","#ecdcc4","#315e25","#a39580","#d4c5ac","#595047","https://api.nga.gov/iiif/90d3f6df-d0f9-40a0-8cca-10541e95e508/full/!800,800/0/default.jpg"
1837,"#bd9e6c","#c2a47a","#7c5a33","#8c6c4c","#bc9474","#846c4f","https://api.nga.gov/iiif/12ab44f6-fc2a-448b-8580-5953c7bb3957/full/!800,800/0/default.jpg"
1837,"#cc5c54","#f4e4cc","#66231e","#94846f","#d4c3a8","#584e3b","https://api.nga.gov/iiif/06e39b76-84e3-4587-8636-2dec604a0917/full/!800,800/0/default.jpg"
1800,"#6c8cbc","#a4acdc","#173263","#596994","#a4b4d1","#3b4254","https://api.nga.gov/iiif/3f0d5ad3-7699-4d3d-b533-093ed4437f7f/full/!800,800/0/default.jpg"
1845,"#e1b868","#ecc170","#5e3e1b","#9d7b46","#b49c74","#483428","https://api.nga.gov/iiif/a443a583-67fc-401f-b98f-9eada660460c/full/!800,800/0/default.jpg"
1837,"#ccb494","#d4bc9c","#59452a","#947c64","#c4ac8c","#816a53","https://api.nga.gov/iiif/c4afcee1-cb46-4ca8-b9fd-0479f730eb68/full/!800,800/0/default.jpg"
1840,"#a43605","#f8cf62","#8f3306","#b49a63","#afb39e","#0c140c","https://api.nga.gov/iiif/09d4b14d-114e-422e-8903-1657c04438fd/full/!800,800/0/default.jpg"
1844,"#ccb694","#dcc4a4","#59472a","#b8a483","#ccba9c",,"https://api.nga.gov/iiif/6ce8c39e-add7-4163-a898-aa880e8c7ea3/full/!800,800/0/default.jpg"
1847,"#b09c44",,,,,,"https://api.nga.gov/iiif/1f427c07-f0ab-49f9-9191-20e12fc69c79/full/!800,800/0/default.jpg"
1847,"#c9944c","#dcb697","#655223","#84744c","#c4a689","#595638","https://api.nga.gov/iiif/abc7daca-68f9-4c8b-b653-5925f2f1463c/full/!800,800/0/default.jpg"
1847,"#bc341c",,,,,,"https://api.nga.gov/iiif/c6c745d9-f3c3-4472-ad81-3778d313eb63/full/!800,800/0/default.jpg"
1846,"#c72c11","#eebc89","#7d1e0c","#a2785b","#c9a79d","#523d37","https://api.nga.gov/iiif/b17285ab-89a2-449b-94ca-5e7f48ebc26d/full/!800,800/0/default.jpg"
1840,"#c46831","#d4b290","#6e4b09","#aa8c60","#c1a17d","#34552c","https://api.nga.gov/iiif/20b28f66-f159-42fb-b5c1-2debf595db14/full/!800,800/0/default.jpg"
1849,"#cb7055","#e89790","#864c2c","#ae6758","#e4dccc","#373230","https://api.nga.gov/iiif/ca93f790-800a-47db-9254-a6f22fdfb85d/full/!800,800/0/default.jpg"
1835,"#be8066","#d19774","#7c4d38","#a46c56","#ececdb","#593f33","https://api.nga.gov/iiif/874b3354-f7d1-4b4c-b645-802149528448/full/!800,800/0/default.jpg"
1837,"#c46444","#ecc194","#873027","#6e9dad","#cdc3a4","#503e2b","https://api.nga.gov/iiif/f91fb4d3-6438-4919-a8e9-2dea0dfb6b30/full/!800,800/0/default.jpg"
1800,"#60b854","#ecdbc3","#2d5d26","#605ca8","#dcd4c0","#48483f","https://api.nga.gov/iiif/52914a0d-2c93-47de-8b8c-7f961379d73c/full/!800,800/0/default.jpg"
